ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,vol,amount
000001.SZ,20060508,7.88,8.05,7.7,7.86,7.88,-0.02,-0.25,411771.49,324025.6417
000002.SZ,20060508,6.28,6.85,6.28,6.85,6.23,0.62,9.95,988243.86,657866.6889
000004.SZ,20060508,3.39,3.39,3.39,3.39,3.23,0.16,4.95,2127.18,721.114
000005.SZ,20060508,2.54,2.61,2.5,2.61,2.49,0.12,4.82,109801.17,28527.4251
000007.SZ,20060508,2.68,2.68,2.61,2.68,2.6,0.08,3.08,14984.4,3973.4091
000008.SZ,20060508,3.72,3.92,3.72,3.89,3.74,0.15,4.01,8306.21,3200.5275
000014.SZ,20060508,7.24,7.85,7.22,7.7,7.29,0.41,5.62,37929.26,28822.0103
000016.SZ,20060508,3.26,3.37,3.25,3.36,3.27,0.09,2.75,35308.31,11715.0796
000017.SZ,20060508,2.09,2.09,1.99,2.01,2.09,-0.08,-3.83,21119.48,4249.299
000018.SZ,20060508,4.36,4.56,4.2,4.53,4.36,0.17,3.9,4412.57,1958.9524
000019.SZ,20060508,6.35,6.83,6.23,6.61,6.37,0.24,3.77,23718.58,15246.6307
000020.SZ,20060508,2.81,2.88,2.76,2.85,2.78,0.07,2.52,12253.09,3482.2436
000023.SZ,20060508,3.26,3.52,3.26,3.51,3.25,0.26,8.0,13173.4,4509.3399
000024.SZ,20060508,11.62,12.72,11.62,12.72,11.56,1.16,10.03,62744.6,77805.2824
000025.SZ,20060508,2.77,2.86,2.74,2.86,2.77,0.09,3.25,9802.47,2747.1753
000026.SZ,20060508,4.4,4.57,4.35,4.56,4.35,0.21,4.83,11643.99,5217.9183
000027.SZ,20060508,6.4,6.72,6.38,6.56,6.45,0.11,1.71,230355.6,150609.5662
000028.SZ,20060508,4.62,5.14,4.52,5.14,4.67,0.47,10.06,95827.27,47111.4509
000029.SZ,20060508,3.55,3.78,3.55,3.74,3.55,0.19,5.35,63626.58,23378.0369
000030.SZ,20060508,1.4,1.44,1.38,1.43,1.37,0.06,4.38,7204.01,1021.6091
000031.SZ,20060508,9.75,10.66,9.51,10.64,9.75,0.89,9.13,79366.09,80852.7211
000032.SZ,20060508,4.4,4.56,4.36,4.53,4.42,0.11,2.49,15070.34,6745.0789
000033.SZ,20060508,2.35,2.44,2.3,2.44,2.35,0.09,3.83,29468.29,7005.0365
000034.SZ,20060508,1.31,1.4,1.31,1.39,1.34,0.05,3.73,12151.83,1651.4007
000036.SZ,20060508,2.4,2.52,2.38,2.48,2.39,0.09,3.77,318093.53,78422.5918
000037.SZ,20060508,4.53,4.65,4.46,4.63,4.48,0.15,3.35,20411.82,9306.1972
000040.SZ,20060508,1.97,2.11,1.95,2.09,1.97,0.12,6.09,50056.62,10276.8148
000042.SZ,20060508,9.1,9.99,9.06,9.69,9.16,0.53,5.79,22180.17,21105.3121
000043.SZ,20060508,6.4,7.03,6.38,6.95,6.39,0.56,8.76,38338.71,26272.5528
000045.SZ,20060508,5.8,5.89,5.71,5.83,5.8,0.03,0.52,11097.1,6439.6613
000046.SZ,20060508,6.1,6.66,6.1,6.66,6.05,0.61,10.08,127631.65,82472.0646
000048.SZ,20060508,1.88,1.93,1.85,1.92,1.88,0.04,2.13,27470.86,5231.0691
000049.SZ,20060508,6.41,6.66,6.3,6.62,6.39,0.23,3.6,30552.46,19871.7412
000050.SZ,20060508,7.05,7.65,6.9,7.65,6.95,0.7,10.07,88522.56,64658.8754
000055.SZ,20060508,4.65,4.95,4.48,4.75,4.69,0.06,1.28,59097.78,27917.2794
000056.SZ,20060508,3.96,3.97,3.68,3.91,4.04,-0.13,-3.22,43200.72,16541.4003
000059.SZ,20060508,3.46,3.78,3.41,3.78,3.44,0.34,9.88,122155.24,44881.6825
000060.SZ,20060508,14.2,14.85,14.2,14.85,13.5,1.35,10.0,203708.78,301189.4853
000061.SZ,20060508,7.7,8.3,7.7,8.02,7.76,0.26,3.35,73500.3,59433.6739
000063.SZ,20060508,25.99,26.96,25.7,26.87,25.31,1.56,6.16,122058.06,323920.9857
000065.SZ,20060508,4.9,5.0,4.8,5.0,4.91,0.09,1.83,18592.14,9114.5151
000068.SZ,20060508,3.2,3.33,3.18,3.27,3.2,0.07,2.19,51269.43,16815.4436
000070.SZ,20060508,4.04,4.3,4.0,4.21,4.11,0.1,2.43,24031.44,9952.4021
000078.SZ,20060508,2.48,2.54,2.44,2.51,2.49,0.02,0.8,112208.67,28061.3434
000088.SZ,20060508,7.58,7.93,7.58,7.75,7.56,0.19,2.51,203546.5,158216.8116
000089.SZ,20060508,8.04,8.35,7.94,8.27,8.04,0.23,2.86,140625.36,114961.8886
000090.SZ,20060508,5.85,6.26,5.85,6.21,5.83,0.38,6.52,38248.24,23150.213
000096.SZ,20060508,3.34,3.44,3.26,3.41,3.35,0.06,1.79,37195.74,12472.2017
000099.SZ,20060508,5.18,5.6,5.08,5.4,5.14,0.26,5.06,84319.36,44838.1938
000100.SZ,20060508,1.92,2.11,1.88,2.11,1.92,0.19,9.9,633063.52,126019.521
000150.SZ,20060508,1.88,1.98,1.87,1.97,1.87,0.1,5.35,27290.21,5290.5903
000151.SZ,20060508,2.81,2.96,2.81,2.92,2.82,0.1,3.55,33583.15,9733.2417
000153.SZ,20060508,2.4,2.47,2.36,2.45,2.4,0.05,2.08,43092.95,10419.1355
000155.SZ,20060508,4.13,4.35,4.11,4.3,4.15,0.15,3.61,51134.64,21677.8914
000158.SZ,20060508,3.0,3.06,2.94,3.04,2.99,0.05,1.67,32357.74,9717.0611
000159.SZ,20060508,3.99,4.11,3.96,4.09,3.97,0.12,3.02,15853.61,6434.1931
000301.SZ,20060508,3.19,3.27,3.18,3.25,3.17,0.08,2.52,103238.18,33230.9691
000400.SZ,20060508,6.3,6.8,6.21,6.77,6.32,0.45,7.12,155803.05,101152.3539
000402.SZ,20060508,8.25,9.08,8.1,8.95,8.25,0.7,8.48,264105.01,228649.4003
000404.SZ,20060508,1.98,2.02,1.95,2.01,1.98,0.03,1.52,14926.46,2971.8698
000407.SZ,20060508,2.66,2.74,2.64,2.72,2.67,0.05,1.87,24900.66,6713.0664
000409.SZ,20060508,1.65,1.69,1.65,1.69,1.61,0.08,4.97,14956.73,2512.4598
000410.SZ,20060508,10.0,10.74,10.0,10.74,9.76,0.98,10.04,71913.52,76165.7185
000411.SZ,20060508,4.1,4.24,4.05,4.23,4.1,0.13,3.17,9585.6,3980.433
000415.SZ,20060508,4.05,4.06,3.76,3.98,4.12,-0.14,-3.4,39592.13,15564.8842
000416.SZ,20060508,2.56,2.68,2.56,2.64,2.57,0.07,2.72,60261.8,15813.078
000418.SZ,20060508,4.24,4.35,4.18,4.35,4.17,0.18,4.32,28236.59,12143.8729
000419.SZ,20060508,6.3,6.5,6.3,6.37,6.16,0.21,3.41,31007.98,19837.525
000420.SZ,20060508,1.87,1.93,1.85,1.92,1.87,0.05,2.67,34123.93,6454.9429
000421.SZ,20060508,2.36,2.42,2.3,2.4,2.37,0.03,1.27,29155.61,6939.7781
000422.SZ,20060508,7.14,7.49,7.13,7.39,7.09,0.3,4.23,97370.71,71453.7142
000423.SZ,20060508,7.82,8.56,7.78,8.56,7.78,0.78,10.03,135974.96,114919.0983
000425.SZ,20060508,4.64,5.07,4.54,5.02,4.61,0.41,8.89,97216.22,47596.6877
000426.SZ,20060508,4.1,4.14,4.0,4.13,4.08,0.05,1.23,61205.65,24917.9564
000428.SZ,20060508,4.4,4.68,4.24,4.57,4.37,0.2,4.58,22981.23,10121.7952
000429.SZ,20060508,3.96,4.09,3.96,4.08,3.96,0.12,3.03,81798.92,33021.4236
