ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,vol,amount
000001.SZ,20040804,8.02,8.29,8.0,8.19,8.03,0.16,1.99,31044.25,25240.8966
000002.SZ,20040804,5.15,5.5,5.14,5.33,5.17,0.16,3.09,99613.28,52654.568
000004.SZ,20040804,7.05,7.4,7.05,7.27,7.04,0.23,3.27,8871.36,6491.6266
000005.SZ,20040804,2.81,2.88,2.8,2.88,2.84,0.04,1.41,29268.04,8347.288
000006.SZ,20040804,4.2,4.45,4.17,4.36,4.2,0.16,3.81,15321.55,6656.9413
000007.SZ,20040804,5.12,5.3,5.11,5.29,5.12,0.17,3.32,7363.03,3872.2648
000008.SZ,20040804,8.8,9.25,8.72,9.24,8.83,0.41,4.64,5353.36,4820.7775
000009.SZ,20040804,3.86,4.0,3.83,3.94,3.85,0.09,2.34,21932.75,8631.3079
000010.SZ,20040804,5.29,5.48,5.28,5.44,5.28,0.16,3.03,9262.05,5016.2726
000011.SZ,20040804,4.5,4.62,4.4,4.51,4.41,0.1,2.27,2017.96,911.542
000012.SZ,20040804,9.91,10.45,9.91,10.21,9.8,0.41,4.18,22116.6,22641.4464
000014.SZ,20040804,6.1,6.5,6.1,6.43,6.16,0.27,4.38,5030.66,3222.7271
000016.SZ,20040804,6.28,6.55,6.28,6.48,6.29,0.19,3.02,19920.36,12803.1839
000017.SZ,20040804,4.09,4.18,4.05,4.14,4.13,0.01,0.24,6490.21,2663.5265
000018.SZ,20040804,7.8,8.5,7.8,8.22,7.85,0.37,4.71,3115.37,2580.2592
000019.SZ,20040804,6.39,6.68,6.35,6.64,6.38,0.26,4.08,3860.11,2547.0188
000020.SZ,20040804,4.12,4.28,4.12,4.28,4.09,0.19,4.65,5413.0,2300.3223
000021.SZ,20040804,11.06,11.33,11.0,11.21,11.03,0.18,1.63,15692.97,17573.8821
000022.SZ,20040804,20.0,20.68,19.9,20.45,20.07,0.38,1.89,5585.11,11280.5006
000023.SZ,20040804,5.8,6.08,5.8,6.07,5.87,0.2,3.41,2386.75,1438.2603
000024.SZ,20040804,7.81,8.2,7.81,8.17,7.85,0.32,4.08,13608.16,10967.4809
000025.SZ,20040804,3.84,3.99,3.84,3.97,3.84,0.13,3.39,3177.24,1249.3018
000026.SZ,20040804,6.02,6.3,6.0,6.1,6.04,0.06,0.99,11348.65,6996.4734
000027.SZ,20040804,9.05,9.49,9.05,9.3,9.05,0.25,2.76,50590.19,47016.5163
000028.SZ,20040804,5.3,5.54,5.28,5.5,5.34,0.16,3.0,5874.68,3218.0515
000029.SZ,20040804,6.25,6.55,6.19,6.46,6.19,0.27,4.36,25479.6,16411.6659
000030.SZ,20040804,2.33,2.46,2.31,2.41,2.37,0.04,1.69,7303.91,1753.304
000031.SZ,20040804,7.58,7.92,7.55,7.86,7.59,0.27,3.56,24544.23,19149.6365
000032.SZ,20040804,7.85,8.13,7.79,8.05,7.79,0.26,3.34,10420.51,8357.6646
000033.SZ,20040804,4.38,4.52,4.36,4.48,4.36,0.12,2.75,3440.46,1542.5368
000034.SZ,20040804,5.68,5.96,5.65,5.87,5.61,0.26,4.63,20253.52,11834.3644
000035.SZ,20040804,8.4,8.8,8.4,8.74,8.39,0.35,4.17,3381.13,2942.2298
000036.SZ,20040804,5.18,5.34,5.16,5.27,5.22,0.05,0.96,28462.7,14963.1004
000037.SZ,20040804,12.33,12.68,12.3,12.63,12.21,0.42,3.44,3127.76,3904.7589
000038.SZ,20040804,8.3,9.15,8.25,9.15,8.32,0.83,9.98,7354.61,6548.9987
000039.SZ,20040804,16.55,17.68,16.45,17.3,16.67,0.63,3.78,35122.06,60431.0746
000040.SZ,20040804,4.25,4.32,4.18,4.3,4.23,0.07,1.65,22103.07,9395.4274
000042.SZ,20040804,6.21,6.41,6.21,6.39,6.21,0.18,2.9,3535.6,2235.6462
000043.SZ,20040804,7.05,7.45,7.03,7.31,7.04,0.27,3.84,2245.75,1646.1693
000045.SZ,20040804,7.35,7.64,7.25,7.61,7.28,0.33,4.53,12596.5,9523.6549
000046.SZ,20040804,4.05,4.25,4.03,4.2,4.06,0.14,3.45,5065.6,2096.1809
000048.SZ,20040804,2.65,2.7,2.61,2.68,2.63,0.05,1.9,5761.62,1536.6732
000050.SZ,20040804,10.76,11.06,10.65,10.94,10.8,0.14,1.3,16936.12,18416.8065
000055.SZ,20040804,10.69,11.15,10.61,10.92,10.65,0.27,2.54,11474.22,12554.4169
000056.SZ,20040804,5.39,5.67,5.39,5.58,5.39,0.19,3.53,2767.0,1553.761
000058.SZ,20040804,6.24,6.53,6.24,6.46,6.24,0.22,3.53,6707.74,4326.4637
000059.SZ,20040804,4.42,4.6,4.41,4.56,4.43,0.13,2.93,7390.99,3331.0437
000060.SZ,20040804,6.31,6.66,6.31,6.51,6.31,0.2,3.17,15119.09,9787.1566
000061.SZ,20040804,4.79,4.95,4.79,4.88,4.79,0.09,1.88,12270.37,5980.0402
000062.SZ,20040804,7.58,7.69,7.45,7.6,7.45,0.15,2.01,7948.15,6047.2374
000063.SZ,20040804,22.0,22.68,21.5,22.38,22.02,0.36,1.63,17125.43,37657.7228
000065.SZ,20040804,5.89,6.49,5.88,6.49,5.9,0.59,10.0,18351.64,11756.8566
000066.SZ,20040804,11.58,11.76,11.48,11.72,11.41,0.31,2.72,23284.55,27101.8772
000068.SZ,20040804,9.85,10.3,9.84,10.06,9.94,0.12,1.21,21085.01,21192.7921
000069.SZ,20040804,5.74,5.93,5.71,5.89,5.74,0.15,2.61,3658.79,2135.3496
000070.SZ,20040804,6.9,7.15,6.84,7.02,6.83,0.19,2.78,5048.7,3557.7275
000078.SZ,20040804,5.37,5.56,5.37,5.49,5.37,0.12,2.23,8413.47,4618.8193
000088.SZ,20040804,9.66,10.05,9.45,9.91,9.7,0.21,2.16,40175.62,39141.4642
000089.SZ,20040804,10.45,10.85,10.29,10.68,10.51,0.17,1.62,38859.36,41257.2717
000090.SZ,20040804,6.05,6.3,6.05,6.27,6.04,0.23,3.81,3729.63,2325.8589
000096.SZ,20040804,7.26,7.56,7.26,7.45,7.3,0.15,2.05,13992.68,10458.1353
