,000488.SZ,000608.SZ,000926.SZ,000932.SZ,600215.SH,600231.SH,600269.SH,600308.SH,600569.SH,600782.SH,portfolio_return
20140901,0.0199,0.0165,0.0118,0.0137,0.0316,0.015700000000000002,0.0068000000000000005,0.0131,0.0196,0.006,0.015470000000000001
20140902,0.0022,0.009300000000000001,0.0058,0.013500000000000002,0.0066,0.018600000000000002,0.013600000000000001,0.0129,0.0096,0.0178,0.01099
20140903,-0.0087,0.0161,0.0058,0.0,0.0087,0.0091,0.0067,0.0,0.0048,0.0146,0.00571
20140904,0.0087,0.0023,0.0058,-0.0089,0.0022,0.0,0.0167,0.0128,0.004699999999999999,0.005699999999999999,0.004999999999999999
20140905,0.0022,-0.0023,0.0014000000000000002,0.009000000000000001,0.0129,0.003,0.029500000000000002,0.0158,0.004699999999999999,-0.0029,0.007330000000000001
20140909,0.0043,0.0023,0.0029,0.013300000000000001,-0.0042,0.012,-0.0032,0.0342,0.056299999999999996,0.037200000000000004,0.015510000000000003
20140910,0.0,0.0023,0.0029,0.0219,0.0021,0.0148,-0.0032,-0.009000000000000001,0.0311,0.0304,0.00933
20140911,-0.0022,0.013500000000000002,0.0,-0.0258,0.0128,-0.020499999999999997,0.0128,0.003,-0.0259,-0.0322,-0.006450000000000001
20140912,0.0043,0.0111,0.0085,0.0088,0.0252,0.0418,0.019,0.021099999999999997,0.0265,0.0111,0.017740000000000002
20140915,0.0451,0.0022,0.005600000000000001,0.0175,0.0102,0.0516,0.0062,0.10060000000000001,0,0.041100000000000005,0.028010000000000007
20140916,-0.018500000000000003,-0.022000000000000002,-0.006999999999999999,0.0172,-0.0365,0.0027,-0.0031,0.09140000000000001,0,0.0053,0.00295
20140917,0.0063,0.0292,0.036699999999999997,0.0127,0.1011,0.0326,-0.0031,-0.0345,0,0.0393,0.02203
20140918,0.0062,-0.0066,-0.0095,0.0208,0.0229,-0.0263,0.0311,0.0128,0,-0.0025,0.004889999999999999
20140919,-0.0062,0.0044,0.0,0.0,-0.0019,-0.0027,-0.003,-0.0227,0,-0.0177,-0.004980000000000001
20140922,-0.0104,-0.0131,-0.0096,-0.0449,-0.0524,-0.008100000000000001,-0.0332,-0.0258,0,0.0077,-0.01898
20140923,0.0063,0.0177,0.0042,0.0043,0.011899999999999999,0.016399999999999998,0.0031,0.0159,0,-0.0051,0.007469999999999999
20140924,0.0125,0.0218,0.0097,0.0085,0.011699999999999999,0.018799999999999997,0.0187,0.0182,0,0.0077,0.01276
20140925,-0.0062,-0.010700000000000001,-0.0055000000000000005,-0.0084,0.0019,-0.0132,-0.012199999999999999,0.0077,0,-0.0025,-0.004910000000000001
20140926,0.022799999999999997,0.006500000000000001,-0.0014000000000000002,-0.0043,0.0212,0.010700000000000001,0.009300000000000001,0.0051,0,0.0026,0.007250000000000003
20140929,0.0264,0.0043,0.0166,0.029900000000000003,0.0075,-0.0053,0.0123,0.0152,0,0.0,0.010690000000000002
20140930,0.0,0.0085,-0.0014000000000000002,-0.0083,0.0169,0.0,0.030299999999999997,-0.01,0,0.0025,0.00385
