,000608.SZ,000932.SZ,600215.SH,600219.SH,600231.SH,600269.SH,600308.SH,600569.SH,600808.SH,600963.SH,portfolio_return
20140603,-0.0052,0.0,0.0,-0.008199999999999999,0.0073,-0.0072,-0.0037,0.0,0.0,0.0034999999999999996,-0.0013500000000000003
20140604,-0.0078000000000000005,-0.0173,-0.0104,-0.0103,-0.0036,-0.0036,-0.0075,-0.0215,-0.0064,0.006999999999999999,-0.00814
20140605,0.0052,0.0059,0.0079,0.0104,0.0037,0.0073,0.0038,0.0,0.0,0.0034999999999999996,0.00477
20140606,0.0026,0.0,-0.0026,-0.0040999999999999995,-0.0036,0.0,-0.0075,-0.011000000000000001,0.0,-0.0034000000000000002,-0.0029600000000000004
20140609,-0.0052,0.0,-0.0052,0.0040999999999999995,-0.0219,-0.0109,0.0,0.005600000000000001,0.0,-0.0034999999999999996,-0.0036999999999999993
20140610,0.0053,0.0058,0.0079,0.0206,0.0075,0.0037,0.011399999999999999,0.0055000000000000005,0.006500000000000001,0.0034999999999999996,0.007770000000000001
20140611,-0.0026,-0.0058,0.0026,0.028300000000000002,0.0,0.0,-0.0037,-0.011000000000000001,0.0,0.0,0.0007800000000000003
20140612,-0.0079,-0.0058,-0.0052,-0.0079,-0.0037,0.0,-0.0038,-0.005600000000000001,-0.0064,0.0104,-0.0035900000000000003
20140613,0.0027,0.0059,0.0052,0.004,0.0074,0.0073,0.0075,0.011200000000000002,0.006500000000000001,0.0069,0.0064600000000000005
20140616,0.0079,0.0292,0.0078000000000000005,-0.0039000000000000003,0.0037,0.0036,0.0075,0.0055000000000000005,0.0,0.0,0.00613
20140617,-0.0052,-0.0227,-0.0103,-0.0158,-0.0037,-0.0036,-0.0074,-0.011000000000000001,-0.0064,-0.0102,-0.00963
20140618,-0.0079,0.0,-0.0104,0.006,-0.0111,-0.0109,-0.0075,0.005600000000000001,0.0,0.0,-0.00362
20140619,-0.0346,-0.0116,-0.023700000000000002,-0.024,-0.026099999999999998,-0.0073,-0.0264,-0.022099999999999998,-0.0129,-0.0207,-0.02094
20140620,0.0028000000000000004,0.0,0.0,0.008199999999999999,0.0077,0.0,0.0155,0.0,0.0,0.006999999999999999,0.00412
20140623,0.0,0.0,0.0027,0.012199999999999999,-0.0038,-0.0037,0.0,0.005699999999999999,0.006500000000000001,-0.0034999999999999996,0.00161
20140624,0.0027,0.0176,0.0027,0.0,0.015300000000000001,0.0037,0.0076,0.005600000000000001,0.0,0.0034999999999999996,0.00587
20140625,0.011000000000000001,-0.0058,-0.0054,0.004,-0.015,0.0037,-0.0038,0.011200000000000002,-0.006500000000000001,0.0,-0.0006599999999999997
20140626,0.0163,0.0058,0.016200000000000003,-0.004,0.015300000000000001,0.0,0.0076,-0.0055000000000000005,0.006500000000000001,0.013999999999999999,0.007220000000000001
20140627,0.008,0.052000000000000005,0.0027,-0.002,0.018799999999999997,0.011000000000000001,0.0415,0.0111,0.0195,0.0379,0.020050000000000002
20140630,0.0053,0.0604,0.0053,0.0101,0.0037,0.0,-0.0072,0.011000000000000001,0.0064,0.0,0.009500000000000001
