,000422.SZ,000488.SZ,000635.SZ,002386.SZ,600269.SH,600308.SH,600356.SH,600449.SH,600782.SH,600971.SH,portfolio_return
20150701,-0.0704,-0.0635,-0.094,-0.0824,-0.0279,-0.03,-0.1002,-0.079,-0.0964,-0.0842,-0.0728
20150702,-0.0909,-0.1,-0.0955,-0.0987,-0.0242,-0.0774,-0.09949999999999999,-0.0816,-0.09939999999999999,-0.1002,-0.08674000000000001
20150703,-0.0783,-0.0913,-0.0998,-0.08529999999999999,-0.08990000000000001,-0.08539999999999999,-0.0394,-0.0998,-0.10060000000000001,-0.09949999999999999,-0.08693000000000001
20150706,0.0404,0.0335,-0.0591,0.0,0.013600000000000001,-0.0017000000000000001,0,-0.0509,-0.0487,-0.045700000000000005,-0.011860000000000002
20150707,-0.10039999999999999,-0.1,-0.1001,-0.09949999999999999,-0.0992,-0.1002,0,-0.09970000000000001,-0.10060000000000001,-0.09720000000000001,-0.08969
20150708,-0.047599999999999996,0.056299999999999996,-0.1003,-0.0017000000000000001,-0.1007,-0.1002,0,-0.1,-0.0992,-0.0496,-0.05430000000000001
20150709,0.1,0.1007,0.10060000000000001,0.1003,0.09960000000000001,0,0,0.1005,0.1007,0.1007,0.08031
20150710,0.09939999999999999,0.1001,0.1002,0.10060000000000001,0.1,0.10099999999999999,0,0.0998,0.1,0.09970000000000001,0.09008
20150713,0.09949999999999999,0.0998,0.1001,0.1,0.09949999999999999,0.0993,0,0.1005,0.10060000000000001,0.09960000000000001,0.08989000000000001
20150714,-0.0435,-0.017,0.0528,-0.026000000000000002,-0.0359,0.1005,0,-0.006999999999999999,0.0668,-0.0351,0.005560000000000001
20150715,-0.09949999999999999,-0.1003,-0.1003,-0.1,-0.1003,-0.0975,0,-0.1,-0.1005,-0.09939999999999999,-0.08978
20150716,0.0368,0.0282,0.0567,0.0296,0.0252,0.0703,0,0.0222,0.0165,0.0404,0.03259
20150717,0.0632,0.0673,0.1,0.0676,0.061399999999999996,0.0641,0,0.0652,0.059500000000000004,0.059800000000000006,0.06081
20150720,-0.005,-0.004699999999999999,0.0132,-0.0027,0.0033,0.003,0,0.0173,0.0102,-0.0014000000000000002,0.00332
20150721,0.0149,0.004699999999999999,0.0318,0.012199999999999999,0.1005,-0.0015,0,0.004,0.0034000000000000002,0.005699999999999999,0.017570000000000006
20150722,0.0074,-0.009300000000000001,-0.0008,0.008,-0.0195,0.006,0,0.037000000000000005,0.0067,0.0,0.0035500000000000006
20150723,0.0268,0.0672,0.0348,0.0371,0.0092,0.031400000000000004,0,0.0308,0.0333,0.030899999999999997,0.03015
20150724,-0.036699999999999997,-0.013300000000000001,-0.0268,-0.0358,-0.0408,-0.026099999999999998,0,-0.015,-0.0258,-0.008199999999999999,-0.02285
20150727,-0.09960000000000001,-0.09970000000000001,-0.0998,-0.0993,-0.09939999999999999,-0.09970000000000001,0,-0.09960000000000001,-0.0993,-0.1003,-0.08967000000000001
20150728,0.0191,0.0087,-0.0462,-0.0559,-0.0315,-0.0545,0,-0.0506,-0.0496,-0.0168,-0.02773
20150729,0.0362,0.054299999999999994,0.0842,0.0794,0.07780000000000001,0.0647,0,0.0555,0.0638,0.0512,0.056709999999999997
20150730,-0.0168,-0.0444,-0.038,-0.0346,-0.0268,-0.0296,0,-0.022099999999999998,-0.014499999999999999,-0.0414,-0.02682
20150731,0.0118,-0.0060999999999999995,-0.0342,-0.0045000000000000005,-0.019,-0.023700000000000002,0,-0.0075,0.0111,0.0,-0.00721
