,000608.SZ,000932.SZ,600215.SH,600231.SH,600269.SH,600308.SH,600569.SH,600782.SH,600808.SH,600963.SH,portfolio_return
20140701,0.0,-0.0259,0.0158,0.0074,0.0073,0.0073,0.0,0.0109,-0.0063,0.013300000000000001,0.00298
20140702,0.0026,0.0,0.0026,0.0037,0.0036,0.0181,0.0054,0.0,0.0064,0.0066,0.004900000000000002
20140703,0.0236,0.0106,0.0052,0.0073,0.0036,-0.0036,0.0054,0.0108,0.0127,-0.006500000000000001,0.006910000000000001
20140704,-0.0026,0.0105,-0.0026,-0.0036,-0.0072,-0.0143,-0.0054,-0.0070999999999999995,-0.0063,-0.0098,-0.0048400000000000006
20140707,0.0026,-0.0104,-0.0026,0.0,0.0,-0.0072,-0.0054,-0.0036,-0.0063,-0.0066,-0.00395
20140708,0.0026,-0.0053,0.0052,-0.0109,0.0072,0.0,-0.0054,0.0036,0.0063,0.0033,0.0006599999999999999
20140709,-0.015300000000000001,0.0053,-0.0103,-0.0073,-0.0108,-0.0037,-0.0055000000000000005,-0.0144,-0.0063,0.0233,-0.0045
20140710,0.0052,0.0368,0.0,0.0149,0.0036,0.0037,0.0055000000000000005,0.0073,0.0,-0.0097,0.00673
20140711,0.0103,0.0761,0.0078000000000000005,0.011000000000000001,0.0074,0.0182,0.0109,0.0109,0.0127,0.0033,0.016859999999999997
20140714,0.0128,0.004699999999999999,0.013000000000000001,0.0073,0.0148,0.0036,0.0108,0.0108,0.0063,0.0163,0.01004
20140715,-0.0025,0.046900000000000004,0.0026,0.0181,-0.0036,0.0216,0.016,0.0213,0.0062,0.0643,0.019090000000000003
20140716,-0.0076,-0.031400000000000004,0.0,-0.0106,0.0037,-0.0034999999999999996,-0.0105,-0.0104,-0.0123,-0.021099999999999997,-0.01037
20140717,-0.0077,0.009300000000000001,-0.0102,-0.0108,0.0,-0.0106,0.0053,0.0281,-0.0063,0.0062,0.00033
20140718,0.0129,-0.0183,0.018000000000000002,0.0109,0.0036,0.0070999999999999995,0.0,-0.0102,0.0063,0.0123,0.00426
20140721,0.0,-0.0467,0.0025,-0.0036,-0.0036,0.0,-0.0106,-0.0103,-0.0063,-0.0212,-0.00998
20140722,0.0127,-0.0098,-0.0025,0.0072,0.0036,0.0070999999999999995,0.010700000000000001,0.006999999999999999,0.0126,0.0031,0.00517
20140723,0.0175,0.009899999999999999,0.0051,0.0,0.0109,-0.0034999999999999996,0.0212,0.0104,0.0,-0.0216,0.004990000000000001
20140724,0.0172,0.0245,0.0504,0.0070999999999999995,0.0108,0.0141,0.0,0.0308,0.0062,0.028399999999999998,0.018950000000000005
20140725,-0.0048,0.0526,0.0528,0.028399999999999998,0.0070999999999999995,0.0034999999999999996,0.0052,0.09970000000000001,0.0123,0.0031,0.025990000000000003
20140728,0.012199999999999999,0.0091,-0.0137,0.0138,0.0176,0.0278,0.0155,-0.006,0.0183,0.1009,0.01955
20140729,0.0024,-0.013500000000000002,0.0277,0.0204,0.0,0.0,0.0,-0.012199999999999999,0.0,0.0111,0.0035900000000000003
20140730,-0.0024,-0.0091,0.013500000000000002,0.1,0.0034999999999999996,-0.0034000000000000002,0.0102,0.0154,0.0,-0.0137,0.0114
20140731,0.0048,0.0,-0.0155,-0.0182,0.0034000000000000002,0.0068000000000000005,0.0151,-0.0121,0.012,0.0111,0.0007400000000000002
