end_date,ts_code,ann_date,f_ann_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
20031231,600817.SH,20040417,20040417,1,1,82517982.0,42593478.33,364523.86,25771464.09,,82554273.76,,,830305701.12,1334670.58,48873.22,,,22847320.13,,,,,,,,,,937310388.69,,,2370603.34,,,,,119635544.79,,,,,,,,,,,,,122006148.13,,,,,,,,,,,,,,,,,1059316536.82,,199900000.0,,,,,,611724799.67,2796272.58,,,845144.28,8594793.73,,902593.2,17487285.29,86926.6,,,,,,,,,842337815.35,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,843887815.35,,,,,64181273.19,151247448.28,215428721.47,1059316536.82,,,,,,,,,,
20040331,600817.SH,20040430,20040430,1,1,82517982.0,42593478.33,14589753.44,25771464.09,,76844860.4,,,1119712446.37,4252675.66,48873.22,,,26211900.77,,,,,,,,,,1227075181.43,,,114577170.04,,,,,117534674.52,,,,,,,,,,,,,232111844.56,,,,,,,,,,,,,,,,,1459187025.99,,197900000.0,,,,,4047119.99,893069621.92,2798885.38,,,908917.59,8209881.18,,2536217.83,119847085.16,116440.62,,,,,,,,,1229434169.67,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1230984169.67,,,,,62730178.46,165472677.86,228202856.32,1459187025.99,,,,,,,,,,
20040630,600817.SH,20040731,20040731,1,1,82517982.0,42593478.33,22015533.77,25771464.09,,91445108.16,,,1449709910.75,1132053.49,6048873.22,,,30293986.12,,,,,,,,,,1578634356.75,,,2134136.72,,,,,127388389.73,,,,,,,,,64187.84,,,,129586714.29,,,,,,,,,,,,,,,,,1708221071.04,,173400000.0,,,,,1235640.0,1222705259.18,202988.32,,,1000750.22,8031134.75,,2536217.83,21321202.78,929479.41,,,,,,,,,1431362672.49,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1432912672.49,,,,,102409940.36,172898458.19,275308398.55,1708221071.04,,,,,,,,,,
20040930,600817.SH,20041030,20041030,1,1,99021580.0,26089880.33,30744037.56,25771464.09,,116146490.98,,,1612716230.12,14862384.03,6216873.22,,,29521958.94,262500.0,,,,,,,,,1779726437.29,,,2565903.45,,,,,126359613.18,756370.0,,,,,,,,33597.53,,,,129715484.16,,,,,,,,,,,,,,,,,1909441921.45,,124000000.0,,,,,558880.0,1177439704.09,342475.56,,,1064856.39,3895519.47,,757393.2,292224338.93,999976.47,,,,,,,,,1601283144.11,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1602833144.11,,,,,124981815.36,181626961.98,306608777.34,1909441921.45,,,,,,,,,,
20041231,600817.SH,20050305,20050305,1,1,99021589.0,26089871.33,24638387.62,40575048.89,,392678100.97,,,1173505816.88,3356539.91,6055263.22,,,143933152.42,,,,,,,,,,1719528873.4,,,2997670.1,,,,,146882408.21,,,,,,,,,37645.71,,,,149917724.02,,,,,,,,,,,,,,,,,1869446597.42,,122500000.0,,,,,251400.0,1121251279.61,344088.99,,,1091510.27,3864374.48,,757393.2,293421330.32,879580.07,,,,,,,,,1544360956.94,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1545910956.94,,,,,133210743.64,190324896.84,323535640.48,1869446597.42,,,,,,,,,,
20050331,600817.SH,20050423,20050423,1,1,99021589.0,26089871.33,42304585.44,40575048.89,,216061162.49,,,960661676.94,4209579.91,6048873.22,,,28602792.53,262500.0,,,,,,,,,1215846585.09,,,3429436.79,,,,,145600322.58,,,,,,,,,37619.37,,,,149067378.74,,,,,,,,,,,,,,,,,1364913963.83,,111900000.0,,,,,,640421657.69,245037.04,,,1146665.91,6307005.62,,636393.2,255774474.3,2014983.88,,,,,,,,,1018446217.64,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1019996217.64,,,,,136926651.53,207991094.66,344917746.19,1364913963.83,,,,,,,,,,
20050630,600817.SH,20050727,20050727,1,1,99021589.0,26089871.33,52410686.3,40575048.89,,175986802.38,,,1442618656.87,1955898.83,6048873.22,,,28663949.71,525000.0,,,,,,,,,1655799181.01,,,3822203.48,,,,,144341267.51,,,,,,,,,38212.24,,,,148201683.23,,,,,,,,,,,,,,,,,1804000864.24,,195282050.0,,,,,,1000017834.35,388049.86,,,1171219.98,6495951.12,,4605501.95,227256530.38,2288446.15,,,,,,,,,1437505583.79,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1439055583.79,,,,,146848084.93,218097195.52,364945280.45,1804000864.24,,,,,,,,,,
20050930,600817.SH,20051027,20051027,1,1,99021589.0,26089871.33,56367400.68,40575048.89,,196745305.35,,,1204142771.7,6962445.98,6048873.22,,,28923635.13,262500.0,,,,,,,,,1443085531.38,,,4253970.17,,,,,143059956.51,1528789.05,,,,,,,,40019.03,,,,148882734.76,,,,,,,,,,,,,,,,,1591968266.14,,141650800.0,,,,,,833733417.39,340874.07,,,1233984.51,5533210.41,,4088074.2,226309675.01,2900934.58,,,,,,,,,1215790970.17,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1217340970.17,,,,,152573386.07,222053909.9,374627295.97,1591968266.14,,,,,,,,,,
20051231,600817.SH,20060407,20060407,1,1,99021589.0,21448538.88,54647614.5,54891380.74,,134991202.02,,,1525859438.44,101813.78,6048873.22,,,21090161.88,565000.0,,,,,,,,,1688656489.34,,,2486136.86,,,,,142985143.94,2588203.77,,,,,,,,40018.88,,,,148099503.45,,,,,,,,,,,,,,,,,1836755992.79,,163200238.0,,,,,2136000.0,1059509470.89,362369.55,,,1290614.16,5557880.52,,4085551.7,207679779.17,1521481.97,,,,,,,,,1445343385.96,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1446893385.96,,,,,159853483.71,230009123.12,389862606.83,1836755992.79,,,,,,,,,,
20060331,600817.SH,20060419,20060419,1,1,99021589.0,21448538.88,73351808.04,54891380.74,,77339909.99,,,1730069660.3,1608300.74,6048873.22,,,21753397.39,282500.02,,,,,,,,,1837102641.66,,,2917903.55,,,,,141759976.27,1571773.6,,,,,,,,40206.01,,,,146289859.43,,,,,,,,,,,,,,,,,1983392501.09,,119769879.28,,,,,,1230294732.61,406116.89,,,1362560.68,11965511.43,,3892058.7,192356339.48,468048.23,,,,,,,,,1560515247.3,,1550000.0,,,,,,1550000.0,,,,,,,,,,,,,,,,,1562065247.3,,,,,172613937.13,248713316.66,421327253.79,1983392501.09,,,,,,,,,,
