end_date,ts_code,ann_date,f_ann_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
20031231,002035.SZ,20040812,20040812,1,1,53650000.0,,45481354.89,10949976.28,,71406303.1,,3683398.0,60587413.27,4732304.7,6675626.88,,,69646882.1,3150285.43,,,,,,,,,219882213.48,,,759461.18,,,,,52382340.81,147834.1,,,,,14152811.93,,,6826375.8,,,,74268823.82,,,,,,,,,,,,,,,,,294151037.3,,10000000.0,,,,,37449014.3,92849085.05,16906282.47,,,16444635.29,-2387197.15,,,5911159.98,1560815.8,,,,,,,,,178733795.74,,,3100000.0,,,,,3100000.0,,,,,,,,,,,,,,,,,181833795.74,,,,,2235910.39,110081331.17,112317241.56,294151037.3,,,,,,,,,,
20040630,002035.SZ,20040812,20040812,1,1,53650000.0,3069730.0,51640082.07,10949976.28,,50622438.7,,2750000.0,62409919.2,6221514.97,17717791.43,,,78179691.94,3198454.72,,,,,,,,,221099810.96,,,521458.8,,,,,52203768.13,147834.1,,,,,22909578.89,,,7503327.29,,,,83874709.68,,,,,,,,,,,,,,,,,304974520.64,,30000000.0,,,,,36692915.93,72096941.44,11531263.69,,,16579857.41,4851413.0,,,7716878.3,2131811.01,,,,,,,,,181601080.78,,,1880270.0,,,,,1880270.0,,,,,,,,,,,,,,,,,183481350.78,,,,,2183381.51,119309788.35,121493169.86,304974520.64,,,,,,,,,,
20040930,002035.SZ,20041022,20041022,1,1,78650000.0,165110132.54,58181905.6,10949976.28,,265621638.83,,2650000.0,47675931.66,10454389.11,20887092.59,,,88774004.53,9582871.96,,,,,,,,,445645928.68,,,637872.83,,,,,53930137.16,462334.1,,,,,22893133.38,,,10940754.91,,,,88864232.38,,,,,,,,,,,,,,,,,534510161.06,,40000000.0,,,,,43887426.77,95990348.96,3609406.39,,,17256522.46,4338887.12,,,10016478.99,2254895.25,,,,,,,,,217353965.94,,,1910270.0,,,,,1910270.0,,,,,,,,,,,,,,,,,219264235.94,,,,,2353910.7,312892014.42,315245925.12,534510161.06,,,,,,,,,,
20041231,002035.SZ,20050318,20050318,1,1,78650000.0,165110132.54,60450280.72,16049789.6,,216896447.02,,3120000.0,70792325.85,9280785.86,73236600.16,,,85455167.35,3002322.12,,,,,,,,,461783648.36,,,136594.4,,,,,55364318.33,665061.9,,,,,23266847.66,,,12225924.87,,,,92177552.32,,,,,,,,,,,,,,,,,553961200.68,,,,,,,54421366.33,115806129.11,21600139.17,,,17723877.87,8491553.16,,,10139902.81,599211.73,,,,,,,,,228782180.18,,,2570270.0,,,,,2570270.0,,,,,,,,,,,,,,,,,231352450.18,,,,,2348547.64,320260202.86,322608750.5,553961200.68,,,,,,,,,,
20050331,002035.SZ,20050422,20050422,1,1,78650000.0,165110132.54,31031649.66,16049789.6,,204018604.33,,1200000.0,73595498.79,8186173.4,21908891.36,,,81300140.47,20263714.0,,,,,,,,,410473022.35,,,1475518.95,,,,,55534313.16,887055.32,,,,,78803536.42,,,13064766.71,,,,150262093.36,,,,,,,,,,,,,,,,,560735115.71,,25000000.0,,,,,53442445.98,103147559.3,18141416.28,,,17946952.42,5497326.92,,31460000.0,10472928.36,476228.58,,,,,,,,,265584857.84,,,2770270.0,,,,,2770270.0,,,,,,,,,,,,,,,,,268355127.84,,,,-724365.46,2262781.53,290841571.8,293104353.33,560735115.71,,,,,,,,,,
20050630,002035.SZ,20050810,20050810,1,1,110110000.0,133650132.54,43144077.77,16049789.6,,249111468.27,,1136214.34,95608312.71,10763746.96,21522027.65,,,78940865.04,10611251.05,,,,,,,,,467693886.02,,,,,,,,55046387.57,2857930.32,,,,,78705130.3,,,13852962.44,,,,151096016.15,,,,,,,,,,,,,,,,,618789902.17,,58000000.0,,,,,91442874.61,109969544.06,17814253.39,,,17838042.9,5763138.69,,3063187.12,5819382.65,1757003.29,,,,,,,,,311467426.71,,,2770270.0,,,,,2770270.0,,,,,,,,,,,,,,,,,314237696.71,,,,-1186476.63,2784682.18,301767523.28,304552205.46,618789902.17,,,,,,,,,,
20050930,002035.SZ,20051027,20051027,1,1,110110000.0,133650132.54,51805172.35,16049789.6,,254271730.12,,2811011.99,97438925.62,13590292.98,24672510.85,,,81101720.15,15779894.49,,,,,,,,,489666086.2,,,,,,,,52563871.51,12646368.09,,,,,79096368.72,,,15205860.47,,,,160060969.31,,,,,,,,,,,,,,,,,649727055.51,,58000000.0,,,,,95330382.19,120936365.43,10224538.66,,,17588610.69,8397780.43,,,21730314.28,2424796.88,,,,,,,,,334632788.56,,,2870270.0,,,,,2870270.0,,,,,,,,,,,,,,,,,337503058.56,,,,-2210184.3,2819086.76,309404910.19,312223996.95,649727055.51,,,,,,,,,,
20051231,002035.SZ,20060410,20060410,1,1,110110000.0,131429687.54,56194566.38,21682154.72,,199138621.92,,6262078.81,96800567.47,13726924.29,41279837.89,,,91784892.46,1793907.28,,,,,,,,,450786830.12,,,,,,,,61585751.66,26329998.79,,,,,78374236.18,,,13412742.1,,,,180161140.06,,,,,,,,,,,,,,,,,630947970.18,,20000000.0,,,,,112912223.59,106375760.17,23738485.33,,,18456650.95,11105492.88,,,11904967.16,1634858.35,,,,,,,,,306128438.43,,,4370270.0,,,,,4370270.0,,,,,,,,,,,,,,,,,310498708.43,,,,-2301702.81,3334555.92,317114705.83,320449261.75,630947970.18,,,,,,,,,,
20060331,002035.SZ,20060428,20060428,1,1,110110000.0,131429687.54,59008986.38,21682154.72,,140288482.56,,2645564.04,82541315.94,9653274.11,31862085.16,,,102612145.74,12792593.0,,,,,,,,,382395460.55,,,,,,,,61273279.58,72232170.02,,,,,77943316.15,,,14103676.5,,,,225929916.58,,,,,,,,,,,,,,,,,608325377.13,,60000000.0,,,,,79266960.13,100025169.31,2863193.0,,,17088168.03,4357778.96,,,13728884.88,4598388.03,,,,,,,,,281928542.34,,,5450270.0,,,,,5450270.0,,,,,,,,,,,,,,,,,287378812.34,,,,-3209918.0,1925654.15,319020910.64,320946564.79,608325377.13,,,,,,,,,,
20060630,002035.SZ,20060731,20060731,1,1,132132000.0,109257687.54,44698126.78,21682154.72,,145114574.36,,7592969.4,104201886.51,14698591.89,82793123.72,,,92260826.83,3824370.37,,,,,,,,,450486343.08,,,,,,,,60584452.65,82133261.61,,,,,77655117.57,,,16352688.93,,,,236944531.09,,,,,,,,,,,,,,,,,687430874.17,,130000000.0,,,,,119265392.93,68139354.68,14497578.04,,,18487273.01,8975504.07,,,14550305.99,3220767.77,,,,,,,,,377136176.49,,,3650270.0,,,,,3650270.0,,,,,,,,,,,,,,,,,380786446.49,,,,-3838048.6,2712507.24,303931920.44,306644427.68,687430874.17,,,,,,,,,,
