ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300297.SZ,20141128,22.99,4.4349,5.797,,140.9755,131.8062,6.5361,11.3971,8.3223,19600.0,11065.24,8465.24,450604.0,254389.8676
002695.SZ,20141128,33.71,6.6553,6.6553,,35.1116,37.2898,2.8503,4.7799,4.373,12665.8422,4293.6522,4293.6522,426965.5406,144739.0157
300206.SZ,20141128,21.8,2.3683,3.0323,,122.4971,284.7001,3.6661,9.3509,8.602,19500.0,11044.7075,8626.2764,425100.0,240774.6235
002335.SZ,20141128,20.6,1.3081,3.2925,,39.7251,42.9337,4.2688,4.4666,3.9368,21977.55,18281.476,7263.4631,452737.53,376598.4056
002204.SZ,20141128,11.84,3.4817,7.3156,,33.1859,46.8795,1.7552,1.2946,1.3979,96568.5016,64940.1933,30906.9025,1143371.0589,768891.8887
300366.SZ,20141128,65.0,17.9158,17.9158,,86.9125,85.0869,11.4389,13.278,13.59,5715.0,1428.75,1428.75,371475.0,92868.75
601390.SH,20141128,5.09,2.7287,9.0695,,11.5649,10.6379,1.146,0.194,0.1788,2129990.0,1709251.0,514250.0,10841649.1,8700087.59
000628.SZ,20141128,12.2,6.9106,8.0674,,191.3037,468.2856,13.8472,1.2883,1.2151,21948.0,18774.7195,16082.4895,267765.6,229051.5779
000338.SZ,20141128,21.82,2.9436,2.9436,,12.2172,8.2135,1.4134,0.7481,0.6134,199930.9639,104608.4887,104608.4887,4362493.6323,2282557.2234
002470.SZ,20141128,28.85,1.0506,3.0033,,33.9552,26.3677,3.3046,1.8799,1.7457,78142.2924,59254.0,20729.0,2254405.1357,1709477.9
600498.SH,20141128,16.17,1.551,3.1813,,30.1119,31.6946,2.6691,1.716,1.5948,96670.455,96670.455,47129.0587,1563161.2574,1563161.2574
600857.SH,20141128,16.88,1.6629,2.1912,,106.0714,90.1297,6.6125,2.5658,3.166,22431.9919,22431.9919,17023.1167,378652.0233,378652.0233
300031.SZ,20141128,9.15,4.0597,4.4037,,26.8732,33.1393,3.4184,4.893,5.18,30000.0,21383.366,19712.8422,274500.0,195657.7989
600666.SH,20141128,16.22,7.1326,11.1997,,143.7184,257.7632,10.3958,3.5466,3.4924,29014.6298,29014.6298,18478.1148,470617.2954,470617.2954
600893.SH,20141128,27.8,1.7546,3.7669,,164.2574,91.9354,3.7821,6.8338,2.877,194871.875,108622.3956,50596.3844,5417438.125,3019702.5977
600680.SH,20141128,17.53,1.0216,4.3265,,430.2555,2788.4398,4.9468,3.8832,3.5578,38222.5337,25742.5337,6078.592,670041.0158,451266.6158
300392.SZ,20141128,137.3,13.0731,13.0731,,113.5054,102.3456,11.941,12.6853,11.0773,6400.0,1600.0,1600.0,878720.0,219680.0
600523.SH,20141128,17.35,1.7718,3.7325,,38.1702,38.4398,2.8118,1.8419,1.6703,28879.38,28860.33,13699.606,501057.243,500726.7255
002594.SZ,20141128,43.3,0.9175,1.4138,,193.8506,224.8228,4.2321,2.0281,1.9647,247600.0,69264.9735,44953.647,10721080.0,2999173.3526
002602.SZ,20141128,23.86,12.2738,20.3503,,150.974,111.0097,3.4912,9.9828,8.3505,51354.602,12600.0,7599.375,1225320.8037,300636.0
600085.SH,20141128,19.96,1.2618,2.7953,,39.8931,35.9477,4.8992,3.003,2.8166,131114.3201,131114.3201,59183.4661,2617041.8292,2617041.8292
002631.SZ,20141128,13.97,1.5306,5.8417,,49.3018,38.1489,3.2494,8.2068,6.7299,32445.0,31849.2,8344.8744,453256.65,444933.324
002048.SZ,20141128,15.05,3.7526,4.6337,,23.2448,14.5449,1.9155,1.094,0.9838,53004.715,46002.0954,37254.9173,797720.9608,692331.5358
300203.SZ,20141128,21.28,1.4537,2.6539,,59.5003,54.7671,4.7512,10.0625,8.855,44500.0,44500.0,24375.08,946960.0,946960.0
600668.SH,20141128,13.6,4.4888,5.3544,,23.2156,15.2866,2.4211,2.1751,2.0544,34408.3828,34372.4116,28816.0013,467954.0061,467464.7978
002138.SZ,20141128,20.52,2.9707,4.924,,50.4187,37.9556,3.5773,7.4544,6.6116,37046.9407,31793.0811,19181.0821,760203.2232,652394.0242
300255.SZ,20141128,29.0,3.418,5.8737,,47.4388,45.8758,4.181,7.7556,7.6282,18841.87,12342.5749,7182.3001,546414.23,357934.6721
000599.SZ,20141128,6.36,2.068,2.595,,155.0367,75.4237,1.7323,0.8138,0.9593,67457.8893,52481.0476,41822.8832,429032.1759,333779.4627
002724.SZ,20141128,34.4,28.3558,28.3558,,79.7764,81.2595,9.4759,12.1629,12.5911,40000.0,5000.0,5000.0,1376000.0,172000.0
300163.SZ,20141128,13.01,3.5148,4.4678,,93.9282,81.9722,3.0666,9.2743,7.9592,15800.0,9525.9244,7493.92,205558.0,123932.2764
