ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300310.SZ,20140130,17.51,22.8151,22.8151,,43.7913,65.7324,4.916,5.0156,4.6107,17600.0,4400.0,4400.0,308176.0,77044.0
600531.SH,20140130,8.75,0.4752,0.8258,,53.2389,,1.746,0.2067,0.2016,29525.0776,29525.0776,16989.7116,258344.429,258344.429
000762.SZ,20140130,10.18,1.0182,1.2549,,,,2.7837,9.4913,8.7799,47597.4877,46483.5658,37716.8192,484542.4248,473202.6998
002523.SZ,20140130,5.59,1.4438,1.7301,,126.7416,55.309,1.7226,3.0324,3.1347,33280.0,23710.3257,19785.5231,186035.2,132540.7207
002498.SZ,20140130,8.6,0.4835,3.5797,,36.2369,21.8245,2.2773,2.5116,1.9817,107316.0,105750.0,14282.7975,922917.6,909450.0
600338.SH,20140130,7.07,5.2538,7.4459,,15.301,8.1193,39.5993,0.8369,0.6673,15833.3333,15833.3333,11171.9833,111941.6664,111941.6664
600969.SH,20140130,12.47,1.0146,1.7913,,23.8177,23.3475,1.7522,1.251,1.2266,21026.772,21026.772,11909.5485,262203.8468,262203.8468
600272.SH,20140130,9.87,0.7012,1.2647,,39.4234,165.2911,6.6339,2.932,2.8968,24300.0,16000.0,8871.0217,239841.0,157920.0
300260.SZ,20140130,15.56,5.3969,5.3969,,107.5948,317.6553,2.456,4.8241,3.6228,10005.0,2967.5625,2967.5625,155677.8,46175.2725
002049.SZ,20140130,46.3,3.1402,3.1402,,99.436,63.1481,6.1907,24.0314,18.1267,30340.8984,9343.5295,9343.5295,1404783.5959,432605.4159
600877.SH,20140130,3.3,0.8728,1.1956,,153.8043,,8.8896,1.1958,1.4395,68728.204,68728.204,50171.5867,226803.0732,226803.0732
600468.SH,20140130,9.98,0.4989,1.3497,,155.734,243.6156,7.8102,6.5191,6.0345,45619.2,45619.2,16863.2619,455279.616,455279.616
300217.SZ,20140130,21.15,0.7921,0.7964,,43.8791,58.8404,3.9682,6.3275,5.8417,19773.6,7771.5663,7729.5469,418211.64,164368.6272
000565.SZ,20140130,7.44,0.4624,0.7776,,21.3824,16.9694,2.1768,2.4752,2.3299,17343.6888,17343.6888,10312.8295,129037.0447,129037.0447
600864.SH,20140130,8.18,0.8553,1.5162,,15.9438,8.9118,1.4344,4.5855,4.2411,54637.8196,54637.8196,30820.3372,446937.3643,446937.3643
300101.SZ,20140130,24.25,2.3489,2.3489,,276.9127,961.0068,9.1991,33.3255,30.6895,27800.0,16425.7348,16425.7348,674150.0,398324.0689
000669.SZ,20140130,29.93,0.4037,0.6047,,29.5623,16.0023,4.0454,6.1299,3.2992,26902.7887,15237.2738,10173.1977,805200.4658,456051.6048
002102.SZ,20140130,4.85,0.8702,1.2028,,97.2648,19.7815,3.0982,2.8521,1.458,40926.0,32753.6942,23697.9382,198491.1,158855.4169
601678.SH,20140130,7.06,0.185,0.36,,12.7159,18.6575,1.1479,1.1067,1.1364,66000.0,66000.0,33909.1652,465960.0,465960.0
002235.SZ,20140130,15.58,36.1308,36.4932,,297.1848,476.5064,6.8303,5.2841,5.4416,19500.0,10547.1798,10442.4301,303810.0,164325.0613
002688.SZ,20140130,26.57,2.3413,2.3413,,32.3075,30.4387,3.3061,3.7565,3.935,10892.0,5815.3102,5815.3102,289400.44,154512.792
000570.SZ,20140130,6.08,0.6106,1.0342,,61.5715,49.0949,1.8959,1.1548,1.1429,56137.4326,41137.4326,24287.659,341315.5902,250115.5902
300018.SZ,20140130,8.63,1.9993,2.5906,,40.2063,46.0779,2.3925,7.536,7.8063,19500.0,15104.625,11657.0,168285.0,130352.9138
000702.SZ,20140130,4.51,0.641,0.8633,,316.6018,169.5717,2.5514,0.6116,0.6116,26663.4576,26663.1137,19797.4721,120252.1938,120250.6428
002027.SZ,20140130,8.13,8.3532,13.0006,,299.8848,,4.289,1.838,1.5054,30233.5116,19473.4948,12512.1132,245798.4493,158319.5127
000790.SZ,20140130,8.11,0.6703,0.8647,,92.6918,80.8384,5.5905,5.3762,4.7663,38484.0513,38040.0599,29486.2709,312105.656,308504.8858
