ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000623.SZ,20170428,28.76,0.6889,0.8686,,15.4361,14.9432,1.3378,9.3997,9.634,89443.8433,82481.8255,65413.1147,2572404.9333,2372177.3014
600167.SH,20170428,22.83,3.4295,3.4295,,22.2167,15.2842,5.2957,7.5951,5.6938,68014.9258,11190.0,11190.0,1552780.756,255467.7
002108.SZ,20170428,24.9,3.5185,5.5673,,32.7828,30.6671,5.6033,5.7782,5.3729,64159.4661,61443.8576,38831.7075,1597570.7059,1529952.0542
601116.SH,20170428,26.09,2.3376,6.0141,,105.9897,97.8485,6.528,2.6164,2.7237,41075.88,41075.88,15965.835,1071669.7092,1071669.7092
600148.SH,20170428,27.21,2.805,6.3148,,316.6551,167.6337,9.9367,6.3114,5.5174,14151.645,14151.645,6286.0,385066.2605,385066.2605
002352.SZ,20170428,49.79,2.8516,2.8516,,49.8287,42.0761,10.3669,3.6238,2.8608,418367.8213,13256.376,13256.376,20830533.8225,660034.961
300577.SZ,20170428,90.26,6.325,6.325,,71.6346,61.0226,10.6506,7.7569,7.16,6667.0,1667.0,1667.0,601763.42,150463.42
000011.SZ,20170428,17.25,6.4451,7.76,,28.9712,28.9712,4.2651,4.9925,4.9925,59597.9092,17586.2626,14606.3672,1028063.9337,303363.0299
002592.SZ,20170428,29.57,0.5535,0.7669,,65.2432,60.8736,3.9682,9.538,9.3769,28333.1157,13097.9941,9453.2921,837810.2312,387307.6855
300304.SZ,20170428,11.1,9.9807,17.2096,,86.9371,79.7042,6.0019,17.8625,16.6212,86195.1218,83863.7435,48636.7293,956765.852,930887.5529
600822.SH,20170428,14.08,0.9263,2.3288,,474.593,474.593,13.174,0.4252,0.4252,49597.2914,39614.7908,15757.1946,698329.8629,557776.2545
000637.SZ,20170428,7.14,1.1733,1.4836,,60.4483,42.8995,4.1612,1.2539,1.0672,51987.5356,36649.4967,28983.6966,371191.0042,261677.4064
600120.SH,20170428,26.53,0.6052,1.0852,,20.2786,20.2786,2.0932,2.9836,2.9836,50547.3454,50547.3454,28191.7925,1341021.0735,1341021.0735
603098.SH,20170428,23.33,10.4257,10.4257,,45.1075,44.9677,5.7751,5.5023,5.3436,40001.0,6251.0,6251.0,933223.33,145835.83
