ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
300103.SZ,20111031,17.55,0.7943,0.7943,,39.4514,42.0532,3.0848,13.4869,12.2175,11763.0,3515.9016,3515.9016,206440.65,61704.0731
300104.SZ,20111031,30.36,12.4606,12.4606,,95.2818,62.4373,6.6061,28.0335,15.8613,22000.0,8546.7249,8546.7249,667920.0,259478.568
300105.SZ,20111031,55.81,1.7557,1.7557,,84.1734,68.7794,5.6581,18.135,13.3022,15840.0,3960.0,3960.0,884030.4,221007.6
300214.SZ,20111031,19.16,8.6449,8.6449,,31.8427,27.2225,2.4853,3.2999,2.7031,13500.0,3500.0,3500.0,258660.0,67060.0
300215.SZ,20111031,39.43,2.7681,2.7681,,58.2026,43.9983,3.3477,19.8863,14.4093,9000.0,2300.0,2300.0,354870.0,90689.0
300226.SZ,20111031,28.79,4.926,4.926,,42.6837,35.2628,3.676,7.1649,5.9857,4000.0,1000.0,1000.0,115160.0,28790.0
300227.SZ,20111031,17.48,5.9083,5.9083,,56.3259,54.9155,3.9178,10.2879,9.1724,6700.0,1700.0,1700.0,117116.0,29716.0
300228.SZ,20111031,41.3,4.4236,4.4236,,61.0861,43.5424,4.548,5.9939,3.8789,6700.0,1700.0,1700.0,276710.0,70210.0
300229.SZ,20111031,28.07,6.8863,6.8863,,55.8564,55.7218,4.7462,22.8124,20.1577,12000.0,3000.0,3000.0,336840.0,84210.0
300230.SZ,20111031,18.4,2.928,2.928,,45.4702,38.2341,3.6373,6.8547,5.9724,8973.6,2250.0,2250.0,165114.24,41400.0
300111.SZ,20111031,15.13,4.3419,4.3419,,30.6444,39.7219,4.9836,3.3073,3.2621,50900.0,5100.0,5100.0,770117.0,77163.0
300112.SZ,20111031,11.64,1.5267,2.2901,,40.6182,57.726,2.9769,7.6115,7.3269,10744.5,2700.0,1800.0,125065.98,31428.0
300113.SZ,20111031,23.91,1.4462,2.0384,,69.4932,54.0789,4.3751,22.4152,19.3814,13200.0,4958.4815,3518.0938,315612.0,118557.2927
300152.SZ,20111031,27.99,6.4626,6.4626,,48.7131,45.3714,2.2344,14.1215,12.5443,10800.0,2800.0,2800.0,302292.0,78372.0
300153.SZ,20111031,12.16,1.038,1.038,,38.1707,43.0295,2.1188,4.4432,4.1141,16000.0,3978.0,3978.0,194560.0,48372.48
300154.SZ,20111031,12.19,2.3248,4.6496,,30.9181,26.7971,2.1182,4.4206,3.8194,22350.0,5600.0,2800.0,272446.5,68264.0
300155.SZ,20111031,15.03,15.1309,15.1309,,42.7725,49.62,2.7354,11.116,11.6577,18000.0,4500.0,4500.0,270540.0,67635.0
300156.SZ,20111031,29.08,9.3299,9.3299,,48.8586,47.9778,3.117,13.8969,14.432,16040.0,4009.99,4009.99,466443.2,116610.5092
002597.SZ,20111031,30.3,8.7069,8.7069,,31.0645,20.5574,2.5785,2.4881,1.8985,13350.0,3350.0,3350.0,404505.0,101505.0
300170.SZ,20111031,19.95,1.9678,1.9678,,52.9679,39.2898,3.2719,9.2817,7.2799,16800.7774,4200.0,4200.0,335175.5091,83790.0
300171.SZ,20111031,45.4,1.4131,1.4131,,50.8524,39.9308,3.6652,15.1139,12.0851,16000.0,4000.0,4000.0,726400.0,181600.0
300172.SZ,20111031,25.6,38.8925,38.8925,,56.4463,68.6432,3.4087,9.0983,10.4309,10000.0,2500.0,2500.0,256000.0,64000.0
300173.SZ,20111031,14.8,3.5351,3.5351,,32.7475,32.9758,2.329,5.1322,5.2297,8710.0,2210.0,2210.0,128908.0,32708.0
300174.SZ,20111031,24.42,1.0487,1.0487,,62.1195,47.0788,3.4186,11.3545,8.1631,6800.0,1700.0,1700.0,166056.0,41514.0
300175.SZ,20111031,9.72,11.249,11.249,,46.5819,42.4656,3.4684,5.4715,4.8155,23540.0,5940.0,5940.0,228808.8,57736.8
300176.SZ,20111031,13.84,1.773,1.773,,29.0791,39.6035,2.4662,3.2035,2.5005,8940.0,2240.0,2240.0,123729.6,31001.6
300177.SZ,20111031,21.55,3.9221,3.9221,,45.5929,41.5523,3.033,8.7522,7.4205,10000.0,2500.0,2500.0,215500.0,53875.0
300049.SZ,20111031,14.2,1.2503,1.6612,,37.9025,35.1914,2.5781,8.4465,7.2491,12506.0,4895.7834,3684.659,177585.2,69520.1243
300050.SZ,20111031,16.94,1.9771,2.0639,,19.3141,26.8863,2.3483,7.8839,8.4744,21600.0,7920.0,7586.8,365904.0,134164.8
300051.SZ,20111031,10.51,4.0064,4.0064,,47.9312,64.8017,3.321,9.7656,6.6612,16050.0,6509.55,6509.55,168685.5,68415.3705
300264.SZ,20111031,20.03,26.5651,26.5651,,54.9234,43.7105,3.5592,11.6899,10.785,10200.0,2100.0,2100.0,204306.0,42063.0
300178.SZ,20111031,18.3,2.7562,2.7562,,26.7484,29.3298,2.2329,12.8494,12.1486,11940.0,3000.0,3000.0,218502.0,54900.0
300179.SZ,20111031,23.0,1.7503,1.7503,,47.8254,47.2801,2.8769,16.4763,16.0889,8000.0,2000.0,2000.0,184000.0,46000.0
300180.SZ,20111031,14.47,2.3625,2.3625,,28.1275,33.3649,1.9772,5.2778,4.7527,15800.0,4000.0,4000.0,228626.0,57880.0
300181.SZ,20111031,21.67,2.105,2.105,,41.7969,34.8268,2.5803,6.6003,6.3275,8000.0,2000.0,2000.0,173360.0,43340.0
300182.SZ,20111031,36.15,0.8466,0.8466,,60.3631,46.6181,4.313,13.6955,11.5837,11200.0,2800.0,2800.0,404880.0,101220.0
300183.SZ,20111031,51.65,5.2984,5.2984,,49.8449,29.7226,4.028,22.2263,13.9161,10000.0,2500.0,2500.0,516500.0,129125.0
300184.SZ,20111031,18.14,3.2958,3.2958,,40.9193,37.7171,2.6836,5.2035,4.8344,6670.0,1670.0,1670.0,120993.8,30293.8
300185.SZ,20111031,16.21,2.4293,2.4293,,30.2917,33.1869,1.7007,5.1765,4.8539,36000.0,9000.0,9000.0,583560.0,145890.0
002339.SZ,20111031,22.36,1.1981,1.3934,,35.2169,35.0389,2.3682,4.8726,4.3297,8600.0,5056.2125,4347.3225,192296.0,113056.9115
