ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20070531,12.65,10.4051,10.4051,,85.3267,50.9167,4.4006,2.9267,2.7817,49057.1412,24883.264,24883.264,620572.8362,314773.2896
002011.SZ,20070531,16.09,8.9753,9.9011,,18.8788,120.8847,2.3058,0.7757,3.7515,7118.1865,4091.4684,3708.868,114531.6208,65831.7266
002052.SZ,20070531,25.5,9.1358,18.272,,92.8741,78.3288,9.6938,5.3506,4.9368,22593.0652,5720.0,2859.935,576123.1626,145860.0
000973.SZ,20070531,7.31,8.9561,8.9561,,,,3.3808,1.0239,1.057,61255.4865,37175.2906,37175.2906,447777.6063,271751.3743
000990.SZ,20070531,12.78,5.6428,6.0703,,60.6998,61.2572,3.5926,2.1851,2.0589,24198.75,17179.2425,15969.305,309260.025,219550.7192
600067.SH,20070531,23.67,5.2007,5.9533,,58.0594,97.9358,10.3366,2.6951,2.8261,44370.5186,27830.4377,24312.3157,1050250.1753,658746.4604
600084.SH,20070531,9.48,2.8206,3.1115,,,,,11.8997,11.7166,47036.08,27168.2681,24628.032,445902.0384,257555.1816
600170.SH,20070531,14.62,8.5481,8.5481,,41.0023,40.2005,3.0355,0.5003,0.4881,71929.8,31356.0,31356.0,1051613.676,458424.72
600458.SH,20070531,14.91,7.3248,8.7898,,128.2192,127.6425,8.3195,5.3012,5.5215,20435.52,10920.0,9100.0,304693.6032,162817.2
600589.SH,20070531,25.24,8.8468,12.2855,,66.0848,60.8392,5.9228,7.5026,7.1824,23700.0,10282.2,7404.2,598188.0,259522.728
600706.SH,20070531,8.27,2.1953,2.7216,,,,89.028,3.3824,3.6079,8733.3441,6043.7183,4875.0027,72224.7557,49981.5503
600714.SH,20070531,11.19,1.7143,1.7143,,,,12.1427,34.4219,47.332,15093.75,5232.5,5232.5,168899.0625,58551.675
600888.SH,20070531,29.73,5.8659,7.1461,,64.0673,61.1376,9.2768,6.2879,5.747,16558.8158,7527.9758,6179.3558,492293.5937,223806.7205
000683.SZ,20070531,12.45,11.6639,11.6639,,33.6708,33.0143,11.9564,5.2654,5.3083,46900.0,21967.27,21967.27,583905.0,273492.5115
000729.SZ,20070531,16.8,13.7937,13.7937,,60.0961,59.9122,3.5235,2.93,2.8874,110023.3835,48216.6343,48216.6343,1848392.8428,810039.4562
000913.SZ,20070531,7.53,7.2646,9.1108,,109.6509,67.9809,2.8767,0.9917,0.9224,45353.6,22381.76,17846.4,341512.608,168534.6528
000921.SZ,20070531,8.32,8.7946,8.7946,,195.9828,64.6251,,1.1828,1.2402,99200.6563,21776.16,21776.16,825349.4604,181177.6512
600308.SH,20070531,22.05,4.1166,4.1166,,25.0084,25.9267,4.0605,2.4966,2.4583,48041.3378,34639.488,34639.488,1059311.4985,763800.7104
600433.SH,20070531,10.28,8.3861,11.0697,,136.4184,120.5081,3.9637,2.7746,2.8311,16000.0,7920.0,6000.0,164480.0,81417.6
600520.SH,20070531,10.93,10.5043,10.5043,,312.178,492.6005,4.5148,3.895,4.3283,11304.0,5760.0,5760.0,123552.72,62956.8
600558.SH,20070531,13.82,8.042,8.042,,37.1123,40.9527,2.8928,1.2464,1.1807,12000.0,5940.0,5940.0,165840.0,82090.8
600097.SH,20070531,9.94,8.7559,8.7559,,105.8505,286.2324,6.4608,3.6424,4.1021,11544.9889,4655.0,4655.0,114757.1897,46270.7
600403.SH,20070531,12.64,8.2115,8.2115,,305.0392,408.7612,6.1925,7.4554,8.3721,12746.7,7020.0,7020.0,161118.288,88732.8
600405.SH,20070531,20.96,5.8672,6.3748,,289.6938,317.6099,6.2505,5.8721,5.4151,10434.36,9627.7525,8861.0345,218704.1856,201797.6924
600591.SH,20070531,7.58,5.3575,8.6221,,881.6242,115.5049,4.3394,0.8179,0.7814,108150.0,62764.8923,39000.0001,819777.0,475757.8836
600696.SH,20070531,7.5,10.0898,10.0898,,182.5444,541.9125,5.8108,7.3908,13.0575,34056.555,14801.5893,14801.5893,255424.1625,111011.9198
600845.SH,20070531,24.83,5.5978,5.5978,,74.4055,71.5358,11.8594,4.2637,4.1864,26224.407,1768.8,1768.8,651152.0258,43919.304
000590.SZ,20070531,13.3,29.2767,29.2767,,490.1435,614.6099,9.431,9.3984,10.0551,20302.8425,8578.3012,8578.3012,270027.8053,114091.406
002096.SZ,20070531,26.89,9.8602,9.8602,,51.286,49.0481,6.8877,6.7333,6.6145,5875.56,1500.0,1500.0,157993.8084,40335.0
600008.SH,20070531,15.07,14.1905,15.2949,,73.3718,74.505,6.9844,27.5557,27.2324,220000.0,84070.8391,78000.0,3315400.0,1266947.5452
600085.SH,20070531,42.76,4.1366,4.1366,,118.6453,116.1461,7.4966,7.7037,7.4983,43402.1898,19425.2385,19425.2385,1855877.6358,830623.1983
600106.SH,20070531,14.26,8.0902,8.0902,,48.541,48.4279,3.6814,18.9845,19.2459,31000.0,13967.792,13967.792,442060.0,199180.7139
600122.SH,20070531,16.04,7.9346,7.9346,,265.5141,244.7944,4.77,1.1335,1.1162,31920.0,16848.0,16848.0,511996.8,270241.92
600200.SH,20070531,7.51,8.2566,8.2566,,444.7343,646.0014,5.3,2.5082,2.3807,62370.0,45060.6738,45060.6738,468398.7,338405.6602
600307.SH,20070531,10.51,9.1805,9.6419,,19.222,19.6818,2.2066,0.6519,0.609,87360.0,33272.3637,31680.0,918153.6,349692.5425
600345.SH,20070531,12.93,7.3334,7.3334,,159.5515,122.3224,2.6965,4.3352,4.393,19800.0,7560.0,7560.0,256014.0,97750.8
600793.SH,20070531,11.57,7.8601,10.454,,,,8.3033,2.277,2.3753,10530.0,4460.82,3354.0,121832.1,51611.6874
002028.SZ,20070531,58.55,1.398,1.5145,,41.4819,41.5592,12.7574,7.7708,7.2678,10600.0,5235.1056,4832.5044,620630.0,306515.4329
000567.SZ,20070531,11.1,12.4904,13.45,,77.8283,76.9353,15.8132,11.3364,11.1517,15120.0,10596.422,9840.422,167832.0,117620.2842
600005.SH,20070531,11.63,5.9149,5.915,,23.4013,18.0074,3.8896,2.122,2.0064,783800.0,283598.7601,283592.7168,9115594.0,3298253.58
600132.SH,20070531,39.01,6.7234,8.7405,,96.6838,89.8112,18.3118,7.8989,7.772,37228.5537,14048.5137,10806.549,1452285.8798,548032.5194
600143.SH,20070531,33.59,2.7466,2.7466,,84.4524,64.7549,17.4677,4.5979,4.3115,63700.0,26863.3112,26863.3112,2139683.0,902338.6232
600279.SH,20070531,13.36,6.877,7.4363,,86.2415,85.889,3.9191,9.6809,9.3418,22839.096,12701.0591,11745.8327,305130.3226,169686.1496
600489.SH,20070531,41.95,3.6649,3.6649,,72.6092,70.5509,13.0876,2.1713,2.1071,28000.0,12800.0,12800.0,1174600.0,536960.0
600604.SH,20070531,9.64,8.7819,11.8556,,,,9.0633,5.3144,5.7753,56644.919,9609.5538,7118.188,546057.0192,92636.0986
600631.SH,20070531,17.97,4.3281,6.8381,,71.8595,71.1446,5.1395,2.2607,2.4061,110102.7295,67157.1381,42506.0623,1978546.0491,1206813.7717
600815.SH,20070531,10.98,8.4004,8.7753,,135.0194,95.4712,6.066,1.5729,1.5863,53929.6558,18960.5036,18150.5365,592147.6207,208186.3295
600756.SH,20070531,11.48,6.5683,52.1044,,123.641,270.9626,3.8395,3.8979,3.9178,18583.152,13660.152,1722.0,213334.585,156818.545
600897.SH,20070531,17.08,6.2655,6.2655,,40.9457,37.9493,4.666,14.1132,14.0079,29781.0,9531.0,9531.0,508659.48,162789.48
