ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002085.SZ,20071228,10.34,1.9511,2.5388,,51.2852,67.1615,3.7109,1.9269,1.7033,28435.0,11450.725,8800.0,294017.9,118400.4965
002086.SZ,20071228,19.5,6.7839,10.2988,,52.9255,46.8991,4.1427,6.2988,4.2868,8630.0,5237.5,3450.0,168285.0,102131.25
002087.SZ,20071228,9.18,1.6707,2.2873,,37.5414,32.7339,2.1438,1.6356,1.5634,23438.0,10952.8,8000.0,215160.84,100546.704
002088.SZ,20071228,44.65,1.136,1.6859,,73.6987,51.1345,10.0739,11.7167,9.8255,13423.0644,5016.3238,3380.0,599339.8255,223978.8577
002089.SZ,20071228,16.8,2.7928,6.5004,,56.706,49.3192,4.4707,9.1172,8.089,8496.0,4943.7687,2124.0,142732.8,83055.3142
002090.SZ,20071228,19.13,2.2003,2.2003,,42.132,40.7095,4.95,6.0479,5.8851,10200.0,2549.805,2549.805,195126.0,48777.7697
600433.SH,20071228,10.86,4.3713,5.7701,,144.1151,215.1492,4.1605,2.9311,2.8486,16000.0,7920.0,6000.0,173760.0,86011.2
002093.SZ,20071228,47.2,8.7959,9.31,,199.3865,121.1372,18.2699,31.1712,26.2971,13350.0,3535.1945,3340.0,630120.0,166861.1804
002094.SZ,20071228,21.5,6.3906,9.4743,,67.9498,79.9559,5.1865,5.0525,4.5518,10730.554,5040.578,3400.0,230706.911,108372.427
002095.SZ,20071228,66.88,1.1413,1.2367,,143.9844,109.5523,12.1279,63.7174,55.7089,6000.0,1625.325,1500.0,401280.0,108701.736
002096.SZ,20071228,30.76,1.152,1.2749,,58.6671,46.7992,6.6939,7.7023,6.1659,5875.56,1660.0,1500.0,180732.2256,51061.6
002097.SZ,20071228,57.15,1.5701,3.557,,185.8196,114.9724,24.1268,23.7553,15.1594,26515.0,15042.944,6640.0,1515332.25,859704.2496
002098.SZ,20071228,21.5,2.2672,2.3908,,66.0502,54.7809,6.3041,5.0777,4.0792,15500.0,5800.0,5500.0,333250.0,124700.0
002099.SZ,20071228,14.97,2.8088,4.9727,,47.1672,57.1008,4.4843,2.8687,2.5852,16050.0,7170.0,4050.0,240268.5,107334.9
002100.SZ,20071228,22.81,2.0523,4.1161,,57.5412,51.9597,5.8556,5.1929,3.6763,9600.0,4813.35,2400.0,218976.0,109792.5135
002063.SZ,20071228,20.2,1.6671,2.4812,,57.3415,50.1947,7.1018,17.7839,16.7132,10982.0,4766.84,3202.76,221836.4,96290.168
002064.SZ,20071228,53.48,1.8683,1.9401,,168.5188,32.0117,9.2763,12.9265,7.5453,18460.0,6412.9,6175.58,987240.8,342961.892
002065.SZ,20071228,38.77,2.4077,2.4077,,69.2565,60.2578,8.1776,8.2704,6.9572,12935.503,3832.8696,3832.8696,501509.4513,148600.3544
002066.SZ,20071228,20.14,1.3287,1.4956,,66.8339,57.739,5.6409,6.6893,4.5168,6000.0,2210.9914,1964.246,120840.0,44529.3668
600280.SH,20071228,21.83,0.759,1.4331,,98.1205,53.2204,4.5653,1.0127,0.9127,14354.1848,10915.8258,5781.0775,313351.8542,238292.4772
600281.SH,20071228,10.27,4.3092,5.3419,,111.2282,67.0544,3.835,2.6431,1.7567,48990.669,23452.8488,18918.9,503134.1706,240860.7572
600309.SH,20071228,38.05,0.8132,1.1385,,73.2971,47.0331,18.0842,12.7953,8.7594,166333.44,82342.6464,58816.176,6328987.392,3133137.6955
600310.SH,20071228,31.37,1.2497,1.2678,,52.1837,57.4759,7.5187,6.769,5.3599,15675.0,6071.7114,5985.0,491724.75,190469.5866
600312.SH,20071228,22.87,1.6288,1.7972,,51.512,47.564,6.875,3.824,4.5768,36517.3697,19489.0317,17663.1632,835152.245,445714.155
600313.SH,20071228,8.7,7.4288,12.2576,,180.4729,,5.2885,2.935,4.6154,30420.0,13200.0,8000.0,264654.0,114840.0
600315.SH,20071228,48.37,1.1758,1.1758,,140.1301,79.8589,10.1162,3.7279,3.8655,17525.9392,10210.7392,10210.7392,847729.6791,493893.4551
600317.SH,20071228,16.6,1.4026,1.4432,,35.8072,30.6175,3.0023,6.4536,5.5956,34878.5813,22631.9981,21995.2411,578984.4496,375691.1685
600318.SH,20071228,12.13,15.1028,15.1028,,,48.414,5.9053,5.0337,4.875,24200.0,12200.0,12200.0,293546.0,147986.0
600319.SH,20071228,8.72,1.6516,1.8739,,83.7672,112.6779,2.5926,1.5811,1.4927,31559.4,13305.7788,11727.8088,275197.968,116026.3911
600320.SH,20071228,25.38,1.0457,1.3066,,50.6851,42.3337,8.3077,4.7613,4.237,320735.5,136021.06,108855.0,8140266.99,3452214.5028
600321.SH,20071228,10.3,2.1754,2.1754,,59.9395,43.2115,2.0678,6.2761,5.7687,22776.0,13942.5,13942.5,234592.8,143607.75
600322.SH,20071228,10.08,2.4064,2.4064,,300.9996,263.3042,3.0916,11.2541,7.3988,110570.0,63463.831,63463.831,1114545.6,639715.4165
600666.SH,20071228,14.13,2.4185,2.7831,,181.5527,78.9549,6.4894,4.6091,4.205,14879.3356,9831.7634,8543.8336,210245.012,138922.8168
600667.SH,20071228,10.87,1.6047,1.6047,,246.5674,215.9698,7.0864,3.4163,3.339,36881.7381,23705.0,23705.0,400904.4931,257673.35
600668.SH,20071228,7.69,2.3658,2.7034,,,,3.1203,1.8928,1.8156,34408.3828,30207.9043,26435.8532,264600.4637,232298.7841
002136.SZ,20071228,18.83,2.4888,2.4888,,70.5318,72.3968,6.304,5.4753,5.0848,7892.0,2000.0,2000.0,148606.36,37660.0
002137.SZ,20071228,32.8,2.1105,2.1105,,93.3643,72.9976,8.8652,9.0745,4.3513,13340.0,3340.0,3340.0,437552.0,109552.0
002138.SZ,20071228,30.1,3.6018,3.6018,,63.6388,54.4138,6.3436,22.7144,18.775,9400.0,2400.0,2400.0,282940.0,72240.0
002139.SZ,20071228,30.57,3.9546,4.9378,,77.6204,77.9534,5.8075,3.6275,3.731,5000.0,1808.0,1448.0,152850.0,55270.56
002140.SZ,20071228,97.2,1.3104,1.638,,133.5498,107.6987,11.8469,11.9624,9.2137,6701.24,1680.0,1344.0,651360.528,163296.0
002141.SZ,20071228,19.89,4.5967,5.7459,,67.1597,66.196,5.5776,2.9128,2.5723,8120.0,2030.0,1624.0,161506.8,40376.7
002142.SZ,20071228,21.93,3.1019,3.1019,,86.7368,66.3085,7.1616,34.2484,27.183,250000.0,45000.0,45000.0,5482500.0,986850.0
002143.SZ,20071228,28.3,4.3986,5.4985,,78.3139,61.9462,6.7452,1.8871,1.7314,10700.0,2699.5,2159.5,302810.0,76395.85
002144.SZ,20071228,26.35,7.5162,9.3952,,123.8395,120.4144,9.7327,8.3445,8.1936,10733.88,2700.0,2160.0,282837.738,71145.0
002145.SZ,20071228,21.26,4.9875,6.2344,,96.4827,96.3277,5.9899,7.5038,9.3281,19000.0,6000.0,4800.0,403940.0,127560.0
002146.SZ,20071228,36.23,7.1707,8.9634,,83.6545,79.4718,9.446,10.6058,10.4018,40000.0,7000.0,5600.0,1449200.0,253610.0
002147.SZ,20071228,44.6,4.7747,5.9684,,136.9953,84.5731,14.2547,26.8689,18.5655,9400.0,2400.0,1920.0,419240.0,107040.0
600756.SH,20071228,9.88,1.9314,15.321,,106.4088,261.3439,3.2818,3.3547,3.9505,18583.152,13660.152,1722.0,183601.5418,134962.3018
600758.SH,20071228,12.74,1.6792,1.6792,,,38.2207,9.8504,3.3156,15.5864,15975.52,6159.52,6159.52,203528.1248,78472.2848
600759.SH,20071228,7.46,9.1433,11.9771,,128.7225,117.2043,5.3124,50.239,37.1795,93855.1974,9059.5169,6915.9974,700159.7726,67583.9961
600760.SH,20071228,6.16,2.6147,2.6224,,,,3.9142,2.8875,2.685,27300.4681,19081.8904,19025.6649,168170.8835,117544.4449
600761.SH,20071228,37.49,2.5163,2.5874,,53.8008,42.3426,7.0715,5.2721,4.2624,35695.4477,23452.0305,22807.6401,1338222.3343,879216.6234
600763.SH,20071228,12.8,2.9928,6.0801,,1790.1431,144.3877,11.7424,87.9067,23.7733,16032.0,8191.3,4032.0,205209.6,104848.64
600764.SH,20071228,10.83,4.881,5.3096,,,,6.7879,2.8475,1.8055,32972.6984,15014.7737,13802.6374,357094.3237,162609.9992
600408.SH,20071228,20.79,4.8364,4.9553,,66.0974,36.7922,4.1923,3.5934,2.8133,47100.0,22559.0,22017.9925,979209.0,469001.61
600409.SH,20071228,19.47,2.1938,2.7819,,69.0352,47.0377,6.9952,4.0465,3.0945,54600.0,30096.169,23734.5517,1063062.0,585972.4104
600410.SH,20071228,26.33,5.1495,5.1495,,61.4222,47.9873,7.4393,5.342,4.3717,34925.43,10782.72,10782.72,919586.5719,283909.0176
000511.SZ,20071228,11.51,7.0309,7.621,,87.834,41.4599,5.4478,8.1002,6.4845,60780.6322,51228.0039,47261.5315,699585.0766,589634.3249
000513.SZ,20071228,42.8,3.9302,6.0042,,85.3504,25.9928,6.9995,8.2353,7.8285,30603.5482,14312.2342,9368.4606,1309831.863,612563.6238
000415.SZ,20071228,10.02,4.1591,4.9173,,187.1641,160.1042,6.976,9.6166,9.0732,30033.5834,19477.8837,16474.5346,300936.5057,195168.3947
000416.SZ,20071228,11.72,1.3247,1.8698,,872.1179,,9.7149,5.7857,6.2213,53187.1494,41152.0316,29153.8888,623353.391,482301.8104
000417.SZ,20071228,11.55,2.4881,2.6749,,89.5857,57.4559,5.6718,1.3029,1.1109,36901.7539,23292.188,21665.2823,426215.2575,269024.7714
600960.SH,20071228,14.64,3.3196,3.3196,,110.989,56.4094,2.6177,1.9368,1.2197,10854.9,5462.8627,5462.8627,158915.736,79976.3099
600961.SH,20071228,27.13,2.1123,5.5577,,34.2094,38.4525,6.8414,1.5364,1.0569,52745.7914,21943.6129,8340.0,1430993.3207,595330.218
600962.SH,20071228,21.85,2.1202,2.2903,,91.7876,46.0747,6.2704,4.2493,2.9163,16500.0,11108.6925,10283.6925,360525.0,242724.9311
600963.SH,20071228,27.55,3.6706,3.6989,,150.8735,153.1136,4.1416,5.1241,5.7342,43480.0073,17259.1406,17126.7655,1197874.2011,475489.3235
600965.SH,20071228,9.6,4.6905,5.1579,,150.0391,138.4914,5.2803,5.6682,5.2507,27940.3237,15415.4549,14018.4388,268227.1075,147988.367
600966.SH,20071228,22.43,2.1882,2.9234,,48.1565,45.6285,3.2404,2.6701,2.3368,31536.0,21690.9819,16235.8692,707352.48,486528.724
600967.SH,20071228,17.08,3.5284,4.0804,,218.1234,130.9963,4.4532,1.7781,1.4535,13000.0,8789.5711,7600.5711,222040.0,150125.8744
600776.SH,20071228,7.81,4.3305,5.0669,,263.4572,110.9018,4.4315,0.5005,0.6308,125600.0064,37668.0064,32193.1249,980936.05,294187.13
600323.SH,20071228,15.7,2.0722,2.0722,,37.9474,36.2382,3.784,8.9065,8.2425,20851.4168,14963.4216,14963.4216,327367.2438,234925.7191
