ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
603018.SH,20180131,27.24,0.3755,0.3956,,27.4539,21.7448,2.8491,2.8936,2.3477,21151.76,20800.0,19742.4096,576173.9424,566592.0
002795.SZ,20180131,14.95,3.3489,3.3489,,44.3766,48.6574,4.9621,6.5571,5.744,20000.0,6375.0,6375.0,299000.0,95306.25
603038.SH,20180131,39.51,1.2895,2.0617,,26.8025,27.1114,2.8508,4.717,4.3001,6715.3,2670.0,1670.0,265321.503,105491.7
002030.SZ,20180131,16.09,1.4825,2.2134,,109.3304,118.6172,7.0562,7.2332,7.2504,72492.0472,69437.3658,46508.1869,1166397.0394,1117247.2157
300239.SZ,20180131,5.53,1.4824,2.2448,,132.5552,117.1202,3.5255,8.0502,7.7137,46087.4108,44492.6265,29381.5717,254863.3817,246044.2245
601333.SH,20180131,5.07,0.9844,1.8407,,31.0066,37.5153,1.2656,2.0783,2.0197,708353.7,565223.7,302278.57,3591353.259,2865684.159
300583.SZ,20180131,38.35,1.7095,2.1301,,40.932,56.0132,2.4726,7.288,6.0009,10798.8667,3025.0447,2427.7167,414136.5379,116010.4642
300636.SZ,20180131,28.5,3.1195,3.1195,,39.9507,31.2805,3.7374,9.2651,7.7793,8129.8,2000.0,2000.0,231699.3,57000.0
000411.SZ,20180131,19.73,0.4454,2.5864,,47.1284,46.7365,5.0062,0.2372,0.2222,20744.9946,20731.4496,3570.1618,409298.7435,409031.5006
603238.SH,20180131,22.41,6.4566,6.4566,,45.2585,54.8046,3.5247,5.1144,5.1601,12000.0,3000.0,3000.0,268920.0,67230.0
603386.SH,20180131,18.27,23.2921,23.2921,,61.0013,56.7598,6.1509,4.6104,3.9664,20180.0,5050.0,5050.0,368688.6,92263.5
601158.SH,20180131,6.58,0.1021,0.8922,,29.5703,24.1285,2.3196,7.0917,7.7495,480000.0,480000.0,54903.9311,3158400.0,3158400.0
000021.SZ,20180131,8.93,2.266,4.704,,61.2729,34.584,2.2611,0.8719,0.863,147125.9363,146927.0814,70778.1582,1313834.6112,1312058.8369
603360.SH,20180131,21.09,2.0414,2.0414,,28.6155,26.2468,4.2052,7.2211,7.1765,13334.0,3334.0,3334.0,281214.06,70314.06
000875.SZ,20180131,3.49,1.0056,1.1591,,575.9848,,0.9918,1.7007,1.5251,214631.398,178834.1086,155152.5957,749063.579,624131.039
002663.SZ,20180131,5.51,0.8588,1.0165,,94.081,77.1227,2.1469,3.64,3.0154,179589.0452,119442.3563,100901.6695,989535.6391,658127.3832
002572.SZ,20180131,38.31,0.6915,0.8473,,53.2765,42.5422,8.543,7.8094,6.0893,92342.631,61976.331,50580.8767,3537646.1936,2374313.2406
300153.SZ,20180131,11.04,1.0726,2.1613,,72.9073,64.8605,3.6738,4.3341,3.3534,32000.0,31956.2581,15859.2981,353280.0,352797.0894
000861.SZ,20180131,2.98,0.2821,0.579,,32.492,34.8503,2.1115,3.3629,3.1891,224987.5924,187211.6421,91203.9584,670463.0254,557890.6935
002083.SZ,20180131,6.41,1.2518,1.843,,15.391,12.5687,1.7965,1.3304,1.27,90800.0005,86517.6181,58765.2185,582028.0032,554577.932
300658.SZ,20180131,27.61,1.3768,1.3768,,30.8767,32.1918,3.8277,4.6074,3.645,10000.0,2500.0,2500.0,276100.0,69025.0
603197.SH,20180131,44.36,1.7492,1.7492,,39.2479,30.1554,4.2587,3.0945,2.6155,11710.08,2928.0,2928.0,519459.1488,129886.08
600196.SH,20180131,40.59,0.8957,1.7577,,36.0952,33.2251,3.9667,6.9231,5.9748,249513.1045,190980.9064,97323.3574,10127736.9117,7751914.9908
002329.SZ,20180131,7.53,12.7806,15.9699,,21.7047,23.2692,2.246,2.5782,2.6632,83764.0035,56637.7781,45326.6545,630742.9464,426482.4691
600757.SH,20180131,7.16,0.8686,1.9929,,14.6744,12.2965,1.4475,0.6302,0.8565,121365.0273,121349.7103,52890.0866,868973.5955,868863.9257
000615.SZ,20180131,10.25,6.456,6.4942,,73.6585,69.7976,5.018,1.8967,1.8804,78505.7049,35428.935,35220.195,804683.4752,363146.5838
002420.SZ,20180131,4.68,1.2877,1.8511,,97.7175,,1.2696,0.3261,0.3314,40100.0,39171.7442,27249.2042,187668.0,183323.7629
300154.SZ,20180131,6.19,0.5424,1.0508,,38.4686,41.9827,1.7874,5.1679,4.6214,45524.0,31399.365,16209.375,281793.56,194362.0694
002249.SZ,20180131,6.55,0.6617,0.8634,,30.4775,36.6795,1.7312,2.2812,1.9254,237003.0224,135982.7601,104214.5943,1552369.7967,890687.0787
000622.SZ,20180131,4.75,1.5228,2.7989,,42.0805,36.6572,10.6469,48.2407,42.1346,42522.6,42522.6,23134.6,201982.35,201982.35
300329.SZ,20180131,8.59,1.1666,2.1111,,64.8518,56.8173,2.6167,5.5465,4.8649,25128.988,25088.488,13863.668,215858.0069,215510.1119
