ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002352.SZ,20130628,16.79,1.1798,1.578,,27.3469,28.2718,1.8285,1.568,1.6043,7783.078,3434.5985,2567.8716,130677.8796,57666.9088
002497.SZ,20130628,10.38,1.5561,1.5561,,23.7265,23.1584,2.6493,4.5319,4.3857,48000.0,12000.0,12000.0,498240.0,124560.0
600260.SH,20130628,6.8,2.1554,2.7747,,18.9308,25.2038,2.071,1.4446,1.4172,52764.0,52764.0,40986.1001,358795.2,358795.2
000711.SZ,20130628,5.01,1.6763,2.2849,,366.629,2813.9718,2.2084,13.1577,12.9954,16089.84,16089.84,11804.34,80610.0984,80610.0984
002073.SZ,20130628,8.39,3.1275,3.3231,,30.0571,32.2486,1.9704,3.848,3.6913,74236.5,61465.9476,57847.8104,622844.235,515699.3004
300252.SZ,20130628,21.99,1.2961,1.4056,,73.6762,79.8973,3.5075,3.7927,3.8833,10800.0,3820.0275,3522.5,237492.0,84002.4047
002186.SZ,20130628,14.02,0.3925,0.8347,,26.1048,26.9506,4.7254,2.0422,2.041,28312.0,28009.8776,13169.2002,396934.24,392698.484
002085.SZ,20130628,8.67,2.3656,2.8413,,13.6211,12.9041,2.1025,0.8268,0.8115,39009.8968,13476.6402,11220.0714,338215.8053,116842.4705
600600.SH,20130628,37.98,0.4213,1.0304,,29.1724,28.5648,3.9601,1.9902,1.9367,135098.2795,69591.3617,28451.3567,5131032.6554,2643079.9174
600354.SH,20130628,5.27,1.0411,1.3412,,,,2.4341,1.1952,1.1031,44780.208,43680.208,33906.3036,235991.6962,230194.6962
000568.SZ,20130628,23.78,0.5188,1.1168,,7.5738,7.8427,3.0645,2.8773,2.9042,139826.8476,139726.2726,64909.1334,3325082.4359,3322690.7624
600660.SH,20130628,7.19,0.3218,0.4874,,9.445,9.2042,2.2634,1.4054,1.3599,200298.6332,200298.6332,132240.7516,1440147.1727,1440147.1727
300191.SZ,20130628,8.12,7.8302,7.8302,,30.9916,30.687,2.2954,18.0426,17.6722,32000.0,9176.0,9176.0,259840.0,74509.12
000815.SZ,20130628,4.74,1.3114,1.7969,,60.5896,49.4034,2.3026,1.1019,1.2003,31680.0,31557.9922,23032.1412,150163.2,149584.883
600016.SH,20130628,8.57,1.0387,1.1336,,6.4716,6.1689,1.3997,2.3576,2.2729,2836558.5227,2258760.2387,2069570.8624,24309306.5395,19357575.2457
300162.SZ,20130628,11.39,7.7843,7.7843,,67.3873,66.6869,2.1097,4.8247,4.6828,13400.0,3415.0,3415.0,152626.0,38896.85
600895.SH,20130628,5.3,0.5305,1.1429,,22.1813,22.7547,1.2473,3.6238,3.5857,154868.955,154868.955,71886.8363,820805.4615,820805.4615
600790.SH,20130628,6.04,3.1383,4.079,,23.1527,19.0902,1.6462,10.9385,9.2737,80537.9631,61877.6181,47607.7272,486449.2971,373740.8133
002620.SZ,20130628,15.52,14.4097,17.1113,,25.3137,24.7024,2.0209,1.3871,1.3559,12000.0,5700.36,4800.36,186240.0,88469.5872
002537.SZ,20130628,10.98,0.4321,0.7821,,25.2979,25.1381,1.2254,0.6922,0.6193,15248.0,6787.5,3750.0,167423.04,74526.75
600593.SH,20130628,12.53,1.1189,1.8843,,91.6152,170.158,4.153,5.5119,5.2946,9200.0,9200.0,5462.8,115276.0,115276.0
000809.SZ,20130628,8.51,1.4361,2.4672,,7.3965,7.4018,1.7226,3.3508,3.3548,54986.0862,36085.793,21005.0148,467931.5936,307090.0984
000546.SZ,20130628,5.33,0.8844,1.0251,,180.8925,,6.1277,7.6062,66.4525,16950.6479,14623.8131,12615.7168,90346.9533,77944.9238
002169.SZ,20130628,4.01,0.2962,0.3989,,,,1.9862,2.7015,2.6527,26647.2375,24099.9312,17895.4421,106855.4224,96640.7241
002241.SZ,20130628,36.29,0.5903,1.0762,,60.9596,56.2657,10.6117,7.6372,7.0332,152643.0119,118503.3161,65001.9161,5539414.9019,4300485.3413
600178.SH,20130628,4.81,0.346,0.7606,,,,0.9968,1.7878,2.0176,46208.0,46208.0,21018.7,222260.48,222260.48
600806.SH,20130628,4.65,0.7443,1.4654,,,,1.8846,2.2733,2.6786,53108.1103,39018.6291,19819.0604,246952.7129,181436.6253
000564.SZ,20130628,3.93,0.3634,0.4094,,27.6324,26.991,1.1299,0.5528,0.5322,47331.1834,26676.8681,23676.8523,186011.5508,104840.0916
002474.SZ,20130628,8.3,2.2346,2.2397,,20.7659,23.7427,1.9734,4.5434,4.5408,31110.0,13090.0678,13060.0678,258213.0,108647.5627
300043.SZ,20130628,10.64,2.1184,2.1184,,23.9843,23.2336,2.8449,2.3001,1.7326,24178.1794,9364.7794,9364.7794,257255.8288,99641.2528
000301.SZ,20130628,2.72,0.4032,0.637,,20.7993,18.0602,1.2069,3.7856,3.2404,121823.6445,121823.6445,77122.2465,331360.313,331360.313
002563.SZ,20130628,20.0,0.5969,0.5969,,17.6129,18.2564,1.8328,1.8971,1.8752,67000.0,7000.0,7000.0,1340000.0,140000.0
300044.SZ,20130628,7.22,5.819,6.0902,,41.9768,40.1895,2.7669,5.063,4.404,22000.0,12874.6944,12301.5053,158840.0,92955.2936
000617.SZ,20130628,6.67,0.7179,1.7947,,,,2.8067,1.2368,1.2108,28753.92,28753.7474,11501.3954,191788.6464,191787.4952
002578.SZ,20130628,8.9,1.3519,1.3519,,37.8531,37.6611,1.6678,1.4815,1.3891,17180.0,4300.0,4300.0,152902.0,38270.0
002310.SZ,20130628,38.29,1.766,2.636,,33.7222,32.9351,8.7859,5.8921,5.5497,60603.2846,30092.4516,20161.2846,2320499.7673,1152239.9718
600579.SH,20130628,5.97,0.8429,1.5707,,154.298,148.346,,3.4936,3.7299,25560.0,25560.0,13717.064,152593.2,152593.2
002569.SZ,20130628,8.37,3.0579,3.0579,,29.1782,29.0305,1.9167,1.7934,1.703,14001.0,4401.375,4401.375,117188.37,36839.5088
002658.SZ,20130628,34.8,5.9509,5.9509,,47.9083,46.5288,4.4301,12.6388,12.2505,13747.28,3438.0,3438.0,478405.344,119642.4
600279.SH,20130628,5.31,0.7391,0.8236,,27.8014,24.7719,0.8861,1.2404,1.2238,34209.2262,15073.802,13527.3184,181650.9911,80041.8886
600823.SH,20130628,8.37,0.9663,3.7572,,7.1709,7.0969,0.7669,1.4438,1.3813,117059.5338,117059.5338,30106.5864,979788.2979,979788.2979
002220.SZ,20130628,6.74,0.2776,0.4988,,20.7057,20.9336,2.0562,1.7666,1.7798,46472.72,39121.2039,21772.6123,313226.1328,263676.9143
002682.SZ,20130628,6.47,0.3865,0.4102,,12.4249,12.0015,1.3275,0.7734,0.7486,20800.0,13996.5076,13188.3073,134576.0,90557.4042
601336.SH,20130628,24.71,1.9289,3.3841,,26.2816,21.2353,2.0607,0.6593,0.668,311954.66,110058.0772,62730.8054,7708399.6486,2719535.0876
600802.SH,20130628,7.17,8.783,13.8669,,95.1234,67.3505,2.3898,1.6914,1.7259,38187.3666,38187.3666,24186.9626,273803.4185,273803.4185
002309.SZ,20130628,11.38,2.5974,3.5589,,23.1707,41.9576,2.227,0.8646,0.8366,48060.0,21834.0,15934.826,546922.8,248470.92
002430.SZ,20130628,7.0,0.3249,1.376,,12.5681,14.3564,1.8496,1.0617,1.05,81202.5,80724.434,19061.6763,568417.5,565071.038
000789.SZ,20130628,8.4,1.5719,2.9388,,18.0319,20.3493,2.0284,0.7373,0.7035,40890.9579,39589.0618,21176.071,343484.0464,332548.1191
600435.SH,20130628,11.84,2.4214,5.0161,,734.1749,703.9998,4.2314,8.4504,9.2176,74466.0,74466.0,35946.1677,881677.44,881677.44
002184.SZ,20130628,4.8,0.3015,0.4034,,479.816,366.3527,1.5351,0.832,0.8222,22000.0,13272.8671,9918.5135,105600.0,63709.7621
600896.SH,20130628,2.86,0.3712,0.512,,,,0.9756,1.6342,1.602,58131.5773,58131.5773,42151.3273,166256.3111,166256.3111
000755.SZ,20130628,3.47,0.5599,0.8608,,,,0.8699,0.2274,0.2588,46926.4621,46922.2882,30521.2222,162834.8235,162820.3401
601988.SH,20130628,2.71,0.0336,1.0198,,5.4255,5.3093,0.928,2.0664,2.0087,27914751.7414,19552524.1019,644050.5012,75648977.2192,52987340.3161
002126.SZ,20130628,5.54,0.7777,0.9323,,43.7074,48.5968,1.4481,1.0743,1.1307,32659.0,29074.4955,24252.4177,180930.86,161072.7051
600012.SH,20130628,3.45,0.1227,0.4857,,7.5193,7.3368,0.8882,2.5747,2.5929,165861.0,116560.0,29452.0937,572220.45,402132.0
600236.SH,20130628,3.23,0.3622,0.5928,,25.6981,13.6208,2.1429,1.417,1.3603,228044.9514,112823.0234,68929.0817,736585.193,364418.3656
002405.SZ,20130628,13.98,6.5681,9.7658,,67.1668,77.6111,4.1845,12.5083,12.8426,69159.671,63389.7106,42633.5083,966852.2006,886188.1542
002063.SZ,20130628,14.45,1.8265,2.3632,,23.1675,22.2984,4.7209,8.5567,8.3048,46175.4801,35595.5568,27511.9509,667235.6874,514355.7958
300311.SZ,20130628,23.9,27.1567,29.1243,,43.3186,43.2981,4.2177,8.7562,8.6055,7070.0,2070.0,1930.1486,168973.0,49473.0
000049.SZ,20130628,60.0,1.7068,3.1931,,57.1564,54.3064,22.0866,2.5694,2.4882,13682.9159,13678.6973,7311.5411,820974.954,820721.838
002440.SZ,20130628,20.67,0.6237,0.6269,,26.1038,23.5773,1.8999,2.2348,2.1653,38350.0,14205.9304,14133.2287,792694.5,293636.5814
002689.SZ,20130628,4.78,1.7344,1.7344,,15.5514,14.893,1.737,1.2734,1.2383,40284.2623,10074.935,10074.935,192558.7738,48158.1893
000788.SZ,20130628,10.81,1.8521,3.6136,,84.5795,81.1152,5.9012,3.3074,3.1031,59598.7425,55877.4373,28639.2632,644262.4064,604035.0972
600578.SH,20130628,6.93,0.4318,1.1863,,9.9074,7.7422,1.3678,1.587,1.3852,230866.0477,76738.6837,27932.1757,1599901.7106,531799.078
300294.SZ,20130628,41.15,11.1565,13.3923,,41.508,41.2054,4.2691,13.7252,13.4798,7580.0,3188.4468,2656.1368,311917.0,131204.5858
002534.SZ,20130628,12.57,2.9666,5.729,,14.8606,15.1881,1.9487,0.4295,0.4625,40052.0,11576.498,5994.498,503453.64,145516.5799
002595.SZ,20130628,26.89,0.7046,0.7705,,27.1904,24.9952,2.5499,7.5645,6.9055,20000.0,7086.74,6480.905,537800.0,190562.4386
002632.SZ,20130628,9.26,0.619,0.6551,,32.944,39.3256,1.4568,3.5423,3.6186,13867.1,5040.75,4763.4127,128409.346,46677.345
600317.SH,20130628,3.07,0.1454,0.3603,,13.1865,11.1771,0.7038,1.9247,1.8137,215766.1001,109757.1626,44286.8822,662401.9273,336954.4892
600290.SH,20130628,3.98,0.4674,0.7339,,63.1784,80.7081,1.1163,1.5892,1.7713,52688.3658,51518.3658,32808.1158,209699.6959,205043.0959
600112.SH,20130628,9.04,0.6132,0.984,,61.4983,60.3948,3.8614,5.5723,5.5968,50920.4846,50920.4846,31735.8036,460321.1808,460321.1808
002358.SZ,20130628,13.21,1.1637,1.6876,,23.6474,22.1,4.0087,4.5879,4.4385,34400.0,14807.0816,10210.6016,454424.0,195601.5479
600689.SH,20130628,5.13,0.5903,0.898,,,,3.1862,0.393,0.3907,20099.1343,15220.4143,10004.52,103108.559,78080.7254
300141.SZ,20130628,8.52,4.6172,4.6727,,27.63,25.2665,2.3939,5.0969,4.797,16560.0,5450.4937,5385.6824,141091.2,46438.2063
002021.SZ,20130628,4.05,0.9102,1.3116,,114.2615,101.2576,2.4046,2.3551,2.3575,56781.504,56781.504,39402.1043,229965.0912,229965.0912
600010.SH,20130628,4.1,1.3438,3.4631,,128.0958,95.9059,1.7142,0.8884,0.8773,800259.1027,642364.3659,249263.1346,3281062.3211,2633693.9002
002089.SZ,20130628,5.47,1.299,1.484,,21.9734,23.5292,2.0045,2.963,3.0498,44256.656,30766.3134,26931.4537,242083.9083,168291.7343
600861.SH,20130628,5.93,0.992,1.4914,,21.0669,20.731,0.8806,0.8351,0.7957,31680.4949,31680.4949,21071.6549,187865.3348,187865.3348
601958.SH,20130628,7.93,0.1814,0.7002,,49.022,59.0146,1.964,2.9843,3.0213,322660.44,322660.44,83586.12,2558697.2892,2558697.2892
002608.SZ,20130628,19.18,4.2483,4.4728,,34.9502,33.6003,1.3762,1.0752,1.0739,14700.0,4483.75,4258.75,281946.0,85998.325
600769.SH,20130628,4.21,0.8059,1.2353,,,,,5.7979,12.4489,37497.72,37497.72,24463.3277,157865.4012,157865.4012
600641.SH,20130628,3.15,0.3396,0.6867,,22.8669,20.8049,1.0287,2.1113,1.883,80615.8748,80615.8748,39868.8992,253940.0056,253940.0056
601139.SH,20130628,8.89,0.3577,2.4857,,33.3198,29.2092,4.2368,1.9633,1.9886,198045.0,190457.9265,27407.9265,1760620.05,1693170.9666
600993.SH,20130628,15.8,0.9072,1.5166,,30.1439,29.2634,3.8493,3.3974,3.3148,33157.9916,33087.7094,19792.8392,523896.2673,522785.8085
