ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20040831,5.48,0.672,0.672,,13.9216,15.0876,2.121,2.4962,2.1131,49057.1412,18582.1,18582.1,268833.1338,101829.908
002011.SZ,20040831,9.2,3.4544,3.4544,,25.3731,25.3731,1.6645,2.7823,2.7823,7118.1865,2800.0,2800.0,65487.3158,25760.0
600458.SH,20040831,5.39,1.779,1.779,,29.9212,28.6256,2.6277,4.4458,3.7097,17029.6,7000.0,7000.0,91789.544,37730.0
600589.SH,20040831,6.23,0.3327,0.3327,,22.5424,22.305,1.975,3.1833,2.9054,19200.0,4800.0,4800.0,119616.0,29904.0
600706.SH,20040831,12.52,1.6415,2.1336,,35.7364,22.7625,5.0233,3.5822,2.7758,8733.3441,3750.0021,2885.2073,109341.4681,46950.0263
600714.SH,20040831,5.88,4.9717,4.9717,,45.0912,49.0049,3.4402,5.762,12.3887,15093.75,4025.0,4025.0,88751.25,23667.0
600888.SH,20040831,8.84,2.6588,2.6588,,25.7904,24.3118,2.6983,1.9009,1.6893,10338.9,2925.0,2925.0,91395.876,25857.0
600985.SH,20040831,7.69,3.6799,3.6799,,49.5198,49.5198,2.3921,6.8599,6.8599,9000.0,4000.0,4000.0,69210.0,30760.0
000652.SZ,20040831,4.84,0.0382,0.0497,,54.5274,54.7731,3.485,11.3825,9.8527,105398.1323,48285.5806,37142.7543,510126.9603,233702.2101
000701.SZ,20040831,7.57,0.6265,0.6265,,113.6647,57.7271,3.0127,0.8969,0.7615,20000.0,11500.0,11500.0,151400.0,87055.0
600280.SH,20040831,6.81,0.3716,0.3716,,23.3015,20.6536,1.6693,0.4257,0.3885,12126.0873,7263.6584,7263.6584,82578.6545,49465.5137
600433.SH,20040831,5.3,0.7319,0.7319,,35.2164,38.0522,2.1029,2.3926,2.2644,16000.0,6000.0,6000.0,84800.0,31800.0
600520.SH,20040831,6.28,0.2666,0.2666,,41.5738,46.0696,2.5313,6.2023,4.9256,11304.0,4500.0,4500.0,70989.12,28260.0
600558.SH,20040831,6.3,0.3618,0.3618,,21.1197,22.3256,1.4822,1.1866,0.9204,12000.0,4500.0,4500.0,75600.0,28350.0
600656.SH,20040831,7.63,0.211,0.211,,24.2334,38.1006,4.3698,0.941,1.1119,15008.1697,8204.5583,8204.5583,114512.3348,62600.7798
600730.SH,20040831,5.08,0.4544,0.6362,,39.047,36.5634,2.8469,0.4981,0.4118,24444.0001,7644.0001,5460.0,124175.5205,38831.5205
600787.SH,20040831,8.76,0.1566,0.1565,,84.0713,49.1202,2.535,1.3921,0.9915,31033.7705,12616.38,12616.4986,271855.8296,110519.4888
000004.SZ,20040831,6.17,2.7212,2.7212,,134.1801,164.9797,5.3947,4.3346,4.2638,8397.6684,4165.7228,4165.7228,51813.614,25702.5097
000502.SZ,20040831,6.59,0.5105,0.5105,,30.6772,87.3863,3.9519,4.4012,4.1392,15566.8513,5715.9006,5715.9006,102585.5501,37667.785
000531.SZ,20040831,7.86,0.3051,0.3051,,15.1617,15.0925,2.7863,2.0416,1.6866,26652.126,10782.1588,10782.1588,209485.7104,84747.7682
000875.SZ,20040831,4.46,0.9158,0.9158,,38.7736,32.7192,1.1647,2.6251,2.513,63000.0,38000.0,38000.0,280980.0,169480.0
000931.SZ,20040831,3.72,0.3806,0.3806,,,,2.6239,4.2086,2.1326,67484.694,37484.694,37484.694,251043.0617,139443.0617
