ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002310.SZ,20120531,99.7,1.1136,1.1141,,33.4984,35.2076,7.8679,5.1769,5.0205,15110.74,4958.3886,4956.5511,1506540.778,494351.3434
600579.SH,20120531,4.0,0.8631,1.6084,,,,,0.7079,0.9062,25560.0,25560.0,13717.064,102240.0,102240.0
002569.SZ,20120531,13.85,1.4958,1.4958,,24.4685,24.0973,2.1922,1.809,1.7727,9334.0,2971.0,2971.0,129275.9,41148.35
002658.SZ,20120531,21.89,13.6287,13.6287,,36.935,38.5576,3.003,9.18,9.1374,13747.28,2750.4,2750.4,300927.9592,60206.256
600279.SH,20120531,7.86,2.0599,2.2954,,29.4957,30.721,1.5854,1.8276,1.7798,34209.2262,15073.802,13527.3184,268884.5179,118480.0837
600823.SH,20120531,12.15,0.1563,0.6072,,12.0153,11.7184,1.3455,2.4998,2.3945,117059.5338,117059.5338,30134.5864,1422273.3357,1422273.3357
002220.SZ,20120531,18.18,0.5331,1.1548,,24.7392,24.2229,2.8986,2.8789,2.6623,23236.36,16014.2007,7393.3342,422437.0248,291138.1687
601336.SH,20120531,32.71,1.0815,1.0815,,36.456,43.0187,3.0977,0.9344,0.8968,311954.66,15854.0,15854.0,10204036.9286,518584.34
002309.SZ,20120531,10.17,5.9974,6.0353,,23.5256,22.8431,2.1101,1.0185,0.9094,48060.0,20225.1,20097.926,488770.2,205689.267
002430.SZ,20120531,15.45,2.2697,3.8271,,25.2251,25.7799,4.5005,2.9641,2.8442,81202.5,29924.158,17746.7261,1254578.625,462328.2411
000522.SZ,20120531,18.79,4.9812,7.7328,,33.7572,32.5055,6.1285,2.3199,2.2657,46905.3689,46903.7818,30213.7818,881351.8816,881322.06
000789.SZ,20120531,14.92,5.7506,10.7509,,11.6841,12.529,4.0008,1.0457,1.0921,39590.9579,39589.0618,21176.071,590697.0919,590668.8021
600435.SH,20120531,8.99,0.3949,0.8181,,579.7731,562.2206,3.1375,4.8282,5.7491,74466.0,74466.0,35946.1677,669449.34,669449.34
002184.SZ,20120531,7.57,2.0327,2.7319,,81.3345,138.1501,2.3556,1.2512,1.2834,22000.0,13106.3375,9751.9839,166540.0,99214.9749
600896.SH,20120531,4.16,0.6811,0.9424,,190.2745,,1.1846,2.0093,2.1652,58131.5773,58131.5773,42014.8273,241827.3616,241827.3616
000755.SZ,20120531,8.53,4.1668,6.4059,,124.6216,150.1974,1.7983,0.7359,0.6726,46926.4621,46922.4502,30521.2222,400282.7217,400248.5002
601988.SH,20120531,3.03,0.0051,0.1493,,6.8111,6.6335,1.1108,2.5774,2.491,27914733.6642,19552506.0247,674001.0457,84581643.0025,59244093.2548
002126.SZ,20120531,13.6,1.6251,2.0159,,20.6473,23.6807,1.7937,1.1905,1.1562,15900.0,11420.342,9206.2994,216240.0,155316.6512
600012.SH,20120531,4.52,0.0979,0.3805,,8.7506,9.0191,1.1825,3.3825,3.3967,165861.0,116560.0,30000.0,749691.72,526851.2
600236.SH,20120531,3.79,0.2768,0.4532,,44.8111,,2.915,2.2521,2.2432,228044.9514,112778.7794,68884.8377,864290.3658,427431.5739
002355.SZ,20120531,12.26,0.9852,0.9852,,26.8047,27.6693,1.7406,2.0944,2.1385,25760.0,8408.9838,8408.9838,315817.6,103094.1414
600360.SH,20120531,4.54,0.7279,0.9763,,30.2576,31.3507,1.891,2.8034,2.7729,67808.0,67808.0,50558.6487,307848.32,307848.32
600697.SH,20120531,22.08,0.4463,0.5827,,21.7283,21.2004,3.4417,0.5048,0.4787,15908.8075,15515.6015,11884.2124,351266.4696,342584.4811
002609.SZ,20120531,11.23,2.9534,2.9534,,31.2745,33.7,2.1744,3.4774,3.5038,11865.2538,3000.0,3000.0,133246.8002,33690.0
000950.SZ,20120531,6.21,2.3007,5.7904,,40.912,22.0995,1.5257,1.4365,1.2878,59879.9235,53054.9235,21079.8816,371854.3249,329471.0749
300179.SZ,20120531,13.44,3.4329,4.446,,45.3163,38.8195,2.486,14.6852,14.2852,12000.0,4739.662,3659.662,161280.0,63701.0573
002629.SZ,20120531,16.31,4.8382,4.8382,,25.7802,25.402,2.8028,3.5985,3.4856,11443.0,2861.0,2861.0,186635.33,46662.91
002146.SZ,20120531,11.87,0.2645,0.8182,,14.4377,13.9421,3.4704,2.3282,2.2635,186368.0,162497.8043,52535.8754,2212188.16,1928848.937
600321.SH,20120531,5.8,0.6298,0.9689,,805.9718,,1.6504,10.7806,11.3094,59044.0,59044.0,38377.0,342455.2,342455.2
600999.SH,20120531,13.65,0.6077,0.7654,,31.6806,36.3233,2.5183,12.1765,13.2249,466109.9829,245556.9272,194961.742,6362401.2666,3351852.0563
300033.SZ,20120531,17.57,1.7923,2.4385,,38.2528,44.7598,2.1265,10.9693,11.5915,13440.0,4792.1778,3522.3704,236140.8,84198.5639
000655.SZ,20120531,13.48,0.6812,1.1413,,16.1211,21.4569,3.0526,4.4984,5.0727,59534.023,41480.6998,24760.0085,802518.63,559159.8333
002087.SZ,20120531,3.88,1.0932,1.0932,,19.6626,19.3563,1.1461,0.6786,0.6629,51975.84,33466.7329,33466.7329,201666.2592,129850.9237
600674.SH,20120531,7.35,0.6721,0.9931,,41.4443,51.019,1.7922,12.5966,12.684,197266.3151,127879.8247,86543.5611,1449907.416,939916.7115
