ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
600097.SH,20010831,14.48,0.2004,0.2004,,,,23.9296,61.9641,88.5345,11544.9889,3500.0,3500.0,167171.4393,50680.0
600845.SH,20010831,18.39,0.3152,0.3152,,,,20.386,20.8515,17.101,26224.407,1320.0,1320.0,482266.8447,24274.8
600705.SH,20010831,11.99,0.1021,0.1021,,59.8269,72.7183,7.2541,19.2308,17.7116,50313.744,20891.52,20891.52,603261.7906,250489.3248
000535.SZ,20010831,7.9,1.2515,1.2515,,,,,56.5422,82.6838,30272.3222,17018.0342,17018.0342,239151.3454,134442.4702
000590.SZ,20010831,15.16,0.1924,0.1924,,101.4809,151.6884,8.3114,10.8545,10.5982,20302.8425,6355.3926,6355.3926,307791.0923,96347.7518
000421.SZ,20010831,11.06,0.2529,0.2529,,82.425,77.977,5.2549,6.3435,5.4323,19718.3005,7596.4893,7596.4893,218084.4035,84017.1717
600806.SH,20010831,14.28,1.361,1.361,,978.3062,399.6991,6.8852,38.4171,35.6958,24500.74,6000.0,6000.0,349870.5672,85680.0
000899.SZ,20010831,7.93,0.0866,0.0866,,45.7203,67.7094,3.0499,8.7399,9.3483,54803.2,17888.0,17888.0,434589.376,141851.84
600201.SH,20010831,17.06,0.1613,0.1613,,71.9341,91.6537,3.4022,9.4705,11.5805,10921.325,4550.0,4550.0,186317.8045,77623.0
000617.SZ,20010831,16.28,0.7739,0.7739,,325.3305,109.6117,9.8264,7.4318,7.3691,10400.0,3250.0,3250.0,169312.0,52910.0
600057.SH,20010831,8.18,0.2497,0.2497,,,,6.0278,2.9493,3.0463,35820.0,14400.0,14400.0,293007.6,117792.0
600740.SH,20010831,11.74,0.089,0.089,,49.9109,42.7475,3.553,7.313,5.2285,20285.0,8450.0,8450.0,238145.9,99203.0
000632.SZ,20010831,13.25,0.3318,0.3318,,73.5942,80.0241,3.4542,2.2262,2.3424,17551.2979,5307.0894,5307.0894,232554.6972,70318.9346
600323.SH,20010831,16.18,0.2798,0.2798,,84.7715,60.2512,4.9734,25.6217,19.9131,20851.4168,6500.0,6500.0,337375.9238,105170.0
600009.SH,20010831,9.03,0.057,0.057,,23.389,24.0209,2.5834,14.6927,12.0502,141215.53,51215.53,51215.53,1275176.2359,462476.2359
000681.SZ,20010831,11.55,0.1199,0.1199,,78.6953,64.3634,6.7134,7.2665,6.4071,19875.0,5812.5,5812.5,229556.25,67134.375
000584.SZ,20010831,14.11,0.3047,0.3047,,138.1348,146.8253,10.4012,20.6936,26.8839,20223.508,8574.28,8574.28,285353.6979,120983.0908
000030.SZ,20010831,15.15,0.6854,0.6854,,1039.5969,119.1596,58.099,5.9061,6.8864,28842.0,4026.0,4026.0,436956.3,60993.9
600600.SH,20010831,8.57,0.5816,0.5816,,90.0193,83.0739,2.8174,2.2755,1.8647,100000.0,20000.0,20000.0,857000.0,171400.0
000566.SZ,20010831,9.99,0.8616,0.8616,,,,24.6324,11.5192,12.1302,20234.8992,8354.8992,8354.8992,202146.643,83465.443
000078.SZ,20010831,18.42,0.1161,0.1161,,66.3956,53.5805,2.4421,20.5328,12.1787,22180.0,10720.0,10720.0,408555.6,197462.4
600328.SH,20010831,14.93,0.4076,0.4076,,68.3902,82.6804,4.1226,10.2861,10.7195,17265.2899,6000.0,6000.0,257770.7782,89580.0
600191.SH,20010831,12.63,0.054,0.054,,45.8532,39.4902,3.2407,5.4029,5.192,26355.0,9100.0,9100.0,332863.65,114933.0
600812.SH,20010831,5.5,0.0646,0.0646,,57.8479,42.8777,2.5261,3.8562,3.6032,116939.4189,46926.8624,46926.8624,643166.804,258097.7432
600250.SH,20010831,17.0,0.1883,0.1883,,59.0028,59.0028,3.5493,0.8961,0.8961,13266.28,5500.0,5500.0,225526.76,93500.0
000156.SZ,20010831,18.93,0.1958,0.1958,,82.0582,82.0582,3.9742,13.6451,13.6451,9650.0,3600.0,3600.0,182674.5,68148.0
600418.SH,20010831,13.04,1.9023,1.9023,,36.7302,36.7302,10.6866,1.6721,1.6721,23000.0,8800.0,8800.0,299920.0,114752.0
000977.SZ,20010831,20.29,0.0789,0.0789,,72.3727,62.6423,5.3421,5.3561,4.562,21500.0,6500.0,6500.0,436235.0,131885.0
600790.SH,20010831,6.96,0.1055,0.1055,,29.7646,29.5281,2.4366,2.6284,2.5475,37186.0686,25223.328,25223.328,258815.0375,175554.3629
600666.SH,20010831,12.8,0.191,0.191,,94.0561,92.9605,8.4113,6.4866,6.2963,14879.2973,6319.3793,6319.3793,190455.0054,80888.055
600283.SH,20010831,12.99,0.1616,0.1616,,81.7061,79.2371,4.2904,25.3948,22.2759,28533.0,8500.0,8500.0,370643.67,110415.0
600188.SH,20010831,10.42,0.3931,0.3931,,39.1339,35.6736,3.5378,6.2556,5.2303,287000.0,18000.0,18000.0,2990540.0,187560.0
000792.SZ,20010831,15.0,0.3049,0.3049,,48.1505,37.8929,5.2777,14.56,13.3205,22085.0,6500.0,6500.0,331275.0,97500.0
600820.SH,20010831,12.49,2.3602,2.3602,,44.6981,35.3718,4.8702,2.2112,1.7495,48889.0226,19682.6969,19682.6969,610623.8923,245836.8843
600171.SH,20010831,16.43,0.0673,0.0673,,41.4591,35.1973,5.5062,9.0079,7.4846,43443.4,15600.0,15600.0,713775.062,256308.0
600700.SH,20010831,22.8,0.0689,0.0689,,118.0452,68.6503,14.4927,11.3005,11.4543,29089.8048,15569.1288,15569.1288,663247.5494,354976.1366
600300.SH,20010831,14.98,0.0573,0.0573,,41.6837,39.3336,3.7791,5.3255,5.271,33000.0,10000.0,10000.0,494340.0,149800.0
600857.SH,20010831,16.39,1.0582,1.0582,,95.6213,119.4102,9.0197,4.765,4.8273,19229.184,9150.8797,9150.8797,315166.3258,149982.9183
600893.SH,20010831,7.95,0.1125,0.1125,,,,2.9596,1.7973,2.0265,23491.0865,11531.6885,11531.6885,186754.1377,91676.9236
600782.SH,20010831,15.38,0.228,0.228,,110.5228,97.5347,10.9341,11.6818,10.3112,19322.0374,5616.0,5616.0,297172.9352,86374.08
600799.SH,20010831,10.32,0.1046,0.1046,,33.6281,31.9027,5.3314,11.7013,10.9726,38984.4,17850.0,17850.0,402319.008,184212.0
000861.SZ,20010831,20.48,1.8742,1.8742,,270.0547,237.7438,6.0275,9.6212,8.8284,7416.9666,3668.4555,3668.4555,151899.476,75129.9686
600298.SH,20010831,22.62,0.1556,0.1556,,73.8853,57.2829,5.6579,16.6787,15.3451,13570.0,3500.0,3500.0,306953.4,79170.0
000019.SZ,20010831,13.0,0.169,0.169,,222.6875,204.0162,6.3395,33.6704,34.7639,18192.3088,3994.8477,3994.8477,236500.0144,51933.0201
600282.SH,20010831,7.8,0.1034,0.1034,,18.8131,14.8745,2.4108,1.1597,1.0431,50400.0,14400.0,14400.0,393120.0,112320.0
600713.SH,20010831,12.55,0.1623,0.1623,,50.2398,51.4339,5.4558,1.8342,1.7294,19426.0716,8309.7396,8309.7396,243797.1986,104287.232
600178.SH,20010831,9.11,0.0789,0.0789,,27.5043,28.1911,3.3484,2.4767,2.1463,42250.0,10660.0,10660.0,384897.5,97112.6
600777.SH,20010831,14.36,0.0993,0.0993,,45.5709,35.426,4.12,5.0283,4.1763,20486.95,5037.0928,5037.0928,294192.602,72332.6526
600839.SH,20010831,8.05,0.0666,0.0666,,63.5288,466.8889,1.3747,1.6271,1.7426,216421.1418,95140.2345,95140.2345,1742190.1915,765878.8877
600095.SH,20010831,12.31,0.1716,0.1716,,157.2694,157.2031,4.3861,14.3833,13.7581,26156.0,15106.6007,15106.6007,321980.36,185962.2546
600854.SH,20010831,12.75,0.1095,0.2721,,24.85,25.5431,3.491,3.6291,3.978,51945.8538,19824.1871,7979.4,662309.636,252758.3855
600280.SH,20010831,17.45,0.1166,0.1166,,79.5588,79.5588,5.0261,3.0838,3.0838,12126.0873,3500.0,3500.0,211600.2234,61075.0
600308.SH,20010831,15.9,0.0969,0.0969,,34.8469,34.8469,2.1777,4.8873,4.8873,19247.3308,9000.0,9000.0,306032.5597,143100.0
000502.SZ,20010831,15.44,0.0415,0.0415,,66.3521,,9.3206,38.685,120.3257,15566.8513,5715.9006,5715.9006,240352.1841,88253.5053
600670.SH,20010831,10.18,0.308,0.308,,47.8721,185.3091,9.2758,39.4413,61.0283,14033.3684,8605.2063,8605.2063,142859.6903,87601.0001
000004.SZ,20010831,25.25,0.1399,0.1399,,96.3544,72.5196,20.6818,16.1855,22.5335,8397.6684,4165.7228,4165.7228,212041.1271,105184.5007
000931.SZ,20010831,15.46,0.0803,0.0803,,65.618,62.6207,5.9143,6.6448,6.1812,67484.694,37484.694,37484.694,1043313.3692,579513.3692
600787.SH,20010831,12.42,0.7578,0.7578,,81.273,120.377,5.1514,8.6831,7.0064,31033.7705,12616.38,12616.38,385439.4296,156695.4396
000531.SZ,20010831,9.37,0.0744,0.0744,,42.1271,40.5849,4.2388,3.7384,3.0794,26652.126,10782.1588,10782.1588,249730.4206,101028.828
600133.SH,20010831,13.7,0.0662,0.0662,,75.7659,91.8243,5.9772,10.8435,11.0474,27559.22,8320.0,8320.0,377561.314,113984.0
600558.SH,20010831,16.95,0.1741,0.1741,,87.7386,87.7386,4.4307,4.9768,4.9768,12000.0,4500.0,4500.0,203400.0,76275.0
600730.SH,20010831,15.36,0.109,0.109,,91.2368,59.2627,8.0199,3.0982,2.2595,17460.0,5460.0,5460.0,268185.6,83865.6
000921.SZ,20010831,11.8,0.1539,0.1539,,,,2.8293,3.0251,3.3074,99200.6563,11000.0,11000.0,1170567.7443,129800.0
