ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20011231,5.69,0.2357,0.2357,,28.3217,31.2765,2.8299,4.3893,4.1279,49057.1412,15000.0,15000.0,279135.1334,85350.0
600727.SH,20011231,13.15,0.158,0.158,,25.4406,27.4045,2.3221,5.9539,6.4631,37930.0,15210.0,15210.0,498779.5,200011.5
600761.SH,20011231,9.13,0.4384,0.4384,,32.0332,25.1261,2.7345,3.8516,3.4956,20463.6311,9422.0311,9422.0311,186832.9519,86023.1439
000903.SZ,20011231,11.53,0.3005,0.3005,,25.9583,19.8292,3.2083,5.0619,3.6775,18000.0,6000.0,6000.0,207540.0,69180.0
600075.SH,20011231,9.69,0.1713,0.1713,,25.1048,21.9308,1.9938,1.5559,1.5841,22680.0,9720.0,9720.0,219769.2,94186.8
600650.SH,20011231,11.88,0.1349,0.1349,,1049.2643,752.8774,3.9556,27.3774,25.0114,50146.3733,3801.6,3801.6,595738.9148,45163.008
000549.SZ,20011231,23.06,0.4581,0.4581,,111.634,109.0258,10.186,6.2174,5.6463,41612.736,26604.864,26604.864,959589.6922,613508.1638
600734.SH,20011231,10.18,0.2883,0.2883,,,,6.5952,1.1178,1.0783,35155.8394,13273.2144,13273.2144,357886.4451,135121.3226
600877.SH,20011231,6.16,0.1126,0.1126,,123.9871,261.2259,2.1072,1.1347,1.0622,47387.084,21960.0,21960.0,291904.4374,135273.6
600791.SH,20011231,15.72,0.3752,0.3752,,,,14.8452,13.1099,17.3837,9900.0,3300.0,3300.0,155628.0,51876.0
000404.SZ,20011231,7.13,0.1675,0.1675,,55.5401,87.3833,2.8244,9.3546,9.1738,26085.3837,9548.6037,9548.6037,185988.7858,68081.5444
000877.SZ,20011231,14.44,0.4596,0.5515,,36.9053,30.9089,3.5354,6.2,4.5648,17335.2,7800.0,6500.0,250320.288,112632.0
000893.SZ,20011231,8.93,0.224,0.224,,,,4.3603,14.2815,9.6567,22200.0,5700.0,5700.0,198246.0,50901.0
600783.SH,20011231,9.85,0.3424,0.3424,,,,6.7532,9.7259,10.3335,20227.89,6489.6,6489.6,199244.7165,63922.56
000593.SZ,20011231,13.9,0.6709,0.6709,,114.5966,110.5061,7.8264,7.5938,6.667,17300.6626,5665.3758,5665.3758,240479.2101,78748.7236
600813.SH,20011231,5.12,11.2511,11.2511,,,,,10.1064,13.9516,25800.0,9960.0,9960.0,132096.0,50995.2
600233.SH,20011231,16.26,0.5546,0.5546,,60.2749,60.558,4.3743,6.1932,6.1918,11000.0,3500.0,3500.0,178860.0,56910.0
600623.SH,20011231,12.18,0.2734,0.2734,,,,10.3458,2.9847,3.7906,88946.7722,2288.0,2288.0,1083371.6854,27867.84
