ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
002111.SZ,20090430,15.92,1.0882,1.3606,,35.0644,34.5213,5.6484,5.2159,5.0696,14399.0,4622.8751,3697.2415,229232.08,73596.1716
002113.SZ,20090430,7.24,3.1733,3.1733,,161.2224,143.2441,1.9643,3.3743,2.9694,11840.0,7262.0271,7262.0271,85721.6,52577.0762
002114.SZ,20090430,11.2,9.7468,9.7468,,,,4.3806,2.3812,2.8539,18385.2,7154.64,7154.64,205914.24,80131.968
002115.SZ,20090430,17.8,8.4126,11.7077,,37.7817,35.5406,5.8651,4.7916,4.2973,12000.0,5568.375,4001.1789,213600.0,99117.075
002116.SZ,20090430,14.02,3.9941,5.4936,,28.2254,28.1588,3.8601,0.8823,0.8744,11400.0,4844.8658,3522.4618,159828.0,67925.0185
002117.SZ,20090430,12.56,1.9252,4.7496,,23.3519,22.5242,2.5314,2.619,2.5937,11000.0,7105.0,2880.0,138160.0,89238.8
002118.SZ,20090430,15.0,4.9097,4.9097,,34.1794,34.1173,4.7824,8.1633,8.0366,12154.14,3846.602,3846.602,182312.1,57699.03
600021.SH,20090430,4.48,0.6863,2.5925,,,,1.7717,1.0351,1.0641,213973.9257,213973.9257,56642.0842,958603.1871,958603.1871
600022.SH,20090430,3.93,2.2534,5.8306,,15.7099,,1.9199,0.284,0.3142,312048.0,140452.6793,54281.0459,1226348.64,551979.0296
600026.SH,20090430,12.53,1.0124,4.0275,,7.9395,10.6355,1.9679,2.429,2.8081,340455.227,210855.227,53005.227,4265903.9943,2642015.9943
600027.SH,20090430,4.79,0.975,1.0174,,,,2.5586,0.9024,0.8493,602108.42,144195.3106,138186.4639,2884099.3318,690695.5378
600028.SH,20090430,9.76,0.3942,1.2151,,28.5027,24.7591,2.4777,0.5828,0.6274,8670243.9,1283415.0507,416390.6507,84621580.464,12526130.8948
600029.SH,20090430,5.46,4.8856,4.8856,,,,4.9372,0.6349,0.6507,656126.7,150000.0,150000.0,3582451.782,819000.0
600030.SH,20090430,24.25,3.0439,4.0355,,22.0108,25.5716,2.818,9.0799,10.4587,663046.76,657046.76,495597.6654,16078883.93,15933383.93
600031.SH,20090430,26.12,2.6011,6.623,,31.5415,33.3288,6.4089,2.8276,2.7905,148800.0,148800.0,58438.8433,3886656.0,3886656.0
600033.SH,20090430,6.16,4.3435,4.3435,,11.6784,12.3776,2.214,4.2154,4.2733,147960.0,54316.5018,54316.5018,911433.6,334589.6511
600035.SH,20090430,4.97,2.5478,3.2438,,15.3463,14.9789,1.8017,6.4573,6.3516,93165.2495,43425.0178,34108.4928,463031.29,215822.3385
600036.SH,20090430,15.5,1.3622,2.1239,,10.8157,12.0195,2.7742,4.1217,4.2585,1470719.3033,1204519.3033,772522.1821,22796149.2012,18670049.2012
600037.SH,20090430,10.56,1.5114,2.747,,34.0485,35.745,2.5786,8.2344,8.0802,106030.9566,106030.9566,58339.0196,1119686.9017,1119686.9017
