ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20010531,19.38,1.4403,1.4403,,48.2315,48.2315,4.9511,7.4749,7.4749,24528.5706,7500.0,7500.0,475363.6982,145350.0
000903.SZ,20010531,16.68,2.6668,2.6668,,37.5529,37.5529,4.8335,7.3228,7.3228,18000.0,6000.0,6000.0,300240.0,100080.0
000932.SZ,20010531,6.97,0.4247,0.4247,,29.9551,29.9551,3.234,1.7617,1.7617,156537.5,25000.0,25000.0,1091066.375,174250.0
000962.SZ,20010531,41.74,0.8664,0.8664,,81.5879,81.5879,12.8483,11.6539,11.6539,29700.0,11700.0,11700.0,1239678.0,488358.0
000038.SZ,20010531,22.43,4.5586,4.5586,,490.2853,490.2853,19.1164,34.6021,34.6021,9048.6,1914.0,1914.0,202960.098,42931.02
000819.SZ,20010531,16.28,1.156,1.156,,61.6575,61.6575,7.6613,3.8564,3.8564,16513.386,5210.316,5210.316,268837.9241,84823.9445
600706.SH,20010531,21.49,0.5741,0.9394,,171.528,171.528,15.675,4.9768,4.9768,8733.3441,3750.0021,2291.8935,187679.5647,80587.5451
600170.SH,20010531,13.45,0.6045,0.6045,,31.9197,31.9197,3.4897,0.9299,0.9299,53700.0,15000.0,15000.0,722265.0,201750.0
600714.SH,20010531,19.79,0.787,0.905,,102.4801,102.4801,10.7748,13.5955,13.5955,10781.25,2875.0,2500.0,213360.9375,56896.25
600259.SH,20010531,17.77,2.9045,2.9045,,86.1591,86.1591,6.4689,6.1564,6.1564,21340.0,4863.39,4863.39,379211.8,86422.4403
600067.SH,20010531,19.03,1.3634,1.3634,,86.0761,86.0761,6.6802,5.1339,5.1339,10501.166,6792.427,6792.427,199837.189,129259.8858
000981.SZ,20010531,25.6,0.3792,0.6319,,75.9019,75.9019,5.8988,5.6211,5.6211,16100.0,5000.0,3000.0,412160.0,128000.0
600748.SH,20010531,8.82,1.2713,1.2713,,352.3954,352.3954,4.8697,10.0362,10.0362,58754.1643,15697.0021,15697.0021,518211.7291,138447.5585
000959.SZ,20010531,10.09,0.5595,0.5595,,30.7195,30.7195,4.6288,1.9559,1.9559,231000.0,35000.0,35000.0,2330790.0,353150.0
600736.SH,20010531,13.05,0.258,0.3355,,55.2356,55.2356,6.2123,12.9573,12.9573,45747.0,15093.0,11610.0,596998.35,196963.65
600229.SH,20010531,12.2,1.4632,1.4632,,55.6005,55.6005,4.1633,4.5697,4.5697,29512.621,9000.0,9000.0,360053.9762,109800.0
600227.SH,20010531,15.32,1.6157,1.6157,,39.9857,39.9857,3.7173,4.3344,4.3344,17000.0,7000.0,7000.0,260440.0,107240.0
600863.SH,20010531,9.91,0.3339,0.3339,,30.7849,30.7849,2.8011,6.5817,6.5817,94498.0,15210.0,15210.0,936475.18,150731.1
000501.SZ,20010531,8.1,0.6188,0.6245,,145.947,145.947,3.5239,2.0426,2.0426,50724.859,20438.9852,20252.6156,410871.3579,165555.7801
000756.SZ,20010531,15.41,0.8907,0.8907,,95.2684,95.2684,7.1134,6.3069,6.3069,42731.283,4315.333,4315.333,658489.071,66499.2815
600841.SH,20010531,17.55,9.5908,14.3863,,215.9284,215.9284,5.0876,6.6771,6.6771,48030.928,2160.0,1440.0,842942.7864,37908.0
600138.SH,20010531,16.69,0.8379,0.8379,,37.0581,37.0581,4.3917,4.3472,4.3472,26700.0,11700.0,11700.0,445623.0,195273.0
000406.SZ,20010531,15.45,0.3967,0.3967,,17.0393,17.0393,3.6725,5.5942,5.5942,30335.634,22152.366,22152.366,468685.5453,342254.0547
000650.SZ,20010531,13.79,0.5124,0.9223,,126.6492,126.6492,7.9908,11.686,11.686,20010.24,6570.72,3650.4,275941.2096,90610.2288
000716.SZ,20010531,15.35,1.1999,1.1999,,350.9578,350.9578,5.9286,15.5748,15.5748,13712.2722,7796.0603,7796.0603,210483.3783,119669.5256
000632.SZ,20010531,14.83,0.9129,1.1868,,82.37,82.37,5.0469,2.4917,2.4917,17551.2979,5307.0894,4082.3765,260285.7479,78704.1358
600318.SH,20010531,14.35,2.4295,2.4295,,81.0707,81.0707,4.8804,6.7906,6.7906,20000.0,8000.0,8000.0,287000.0,114800.0
600009.SH,20010531,10.23,0.7409,0.7567,,26.111,26.111,3.2679,16.4026,16.4026,139157.25,49157.25,48130.61,1423578.6675,502878.6675
600740.SH,20010531,14.95,1.3051,1.6967,,63.5577,63.5577,4.7864,9.3126,9.3126,20285.0,8450.0,6500.0,303260.75,126327.5
000586.SZ,20010531,15.82,1.0991,1.0991,,,,9.8633,7.518,7.518,19344.0,6084.0,6084.0,306022.08,96248.88
600629.SH,20010531,11.5,4.7405,4.7405,,,,14.2688,61.2855,61.2855,15137.7598,5776.0548,5776.0548,174084.2377,66424.6302
000043.SZ,20010531,18.22,2.511,2.5985,,154.252,154.252,5.8092,2.8953,2.8953,13932.5472,3819.5872,3690.96,253851.01,69592.8788
600650.SH,20010531,16.15,4.3875,4.3875,,1426.3989,1426.3989,5.3495,37.2176,37.2176,50146.3733,3801.6,3801.6,809863.9288,61395.84
600400.SH,20010531,17.03,0.6914,0.6914,,62.8911,62.8911,5.6912,8.0704,8.0704,17952.3,5000.0,5000.0,305727.669,85150.0
000549.SZ,20010531,20.37,0.4148,0.6636,,98.6117,98.6117,9.006,5.4922,5.4922,41612.736,26604.864,16628.04,847651.4323,541941.0797
600702.SH,20010531,13.75,0.4067,0.4067,,43.5518,43.5518,2.8,4.9291,4.9291,33730.0,14861.86,14861.86,463787.5,204350.575
600709.SH,20010531,16.6,0.2145,0.2145,,17.1542,17.1542,3.3989,4.0221,4.0221,44603.92,19975.04,19975.04,740425.072,331585.664
600097.SH,20010531,15.53,1.3235,1.3235,,,,165.4878,66.4574,66.4574,11544.9889,3500.0,3500.0,179293.6776,54355.0
000535.SZ,20010531,7.61,1.5807,1.5807,,,,,54.4666,54.4666,30272.3222,17018.0342,17018.0342,230372.3719,129507.2403
600696.SH,20010531,12.58,1.024,1.024,,416.2403,416.2403,8.6217,53.4673,53.4673,26197.35,8965.21,8965.21,329562.663,112782.3418
000590.SZ,20010531,20.99,4.1386,4.1631,,140.5068,140.5068,11.3553,15.0287,15.0287,20302.8425,6355.3926,6318.0,426156.6641,133399.6907
