ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20000630,12.68,1.7639,1.7639,,34.998,34.998,3.51,5.3161,5.3161,24528.5706,7500.0,7500.0,311022.2752,95100.0
000903.SZ,20000630,12.29,1.9092,1.9092,,41.3433,41.3433,3.6613,6.0741,6.0741,18000.0,6000.0,6000.0,221220.0,73740.0
600727.SH,20000630,23.38,0.8818,0.8818,,28.3313,28.3313,6.6436,8.1464,8.1464,33300.0,11700.0,11700.0,778554.0,273546.0
600761.SH,20000630,10.05,1.4428,1.4428,,44.9113,44.9113,3.5952,4.8794,4.8794,18085.6,6240.0,6240.0,181760.28,62712.0
600707.SH,20000630,15.28,1.6876,2.1938,,39.3621,39.3621,6.8375,6.306,6.306,42114.88,14364.48,11049.6,643515.3664,219489.2544
600708.SH,20000630,10.95,1.7942,1.7942,,,,10.9353,19.4684,19.4684,23793.4848,8659.2,8659.2,260538.6586,94818.24
600766.SH,20000630,18.32,0.7961,0.7961,,92.3709,92.3709,8.1995,4.6234,4.6234,10660.18,3345.18,3345.18,195294.4976,61283.6976
000567.SZ,20000630,10.9,2.9444,2.9444,,73.6975,73.6975,8.1909,4.0692,4.0692,15120.0,6048.0,6048.0,164808.0,65923.2
600053.SH,20000630,12.0,1.1499,1.1499,,34.6945,34.6945,3.6049,6.0355,6.0355,13650.0,5850.0,5850.0,163800.0,70200.0
600121.SH,20000630,23.39,0.6212,1.1181,,105.3659,105.3659,16.3621,39.53,39.53,81000.0,21600.0,12000.0,1894590.0,505224.0
600775.SH,20000630,15.4,0.6695,0.6695,,185.9524,185.9524,15.2072,7.0655,7.0655,65501.5,5800.0,5800.0,1008723.1,89320.0
600634.SH,20000630,15.03,1.6634,1.6634,,204.4898,204.4898,7.2678,5.0774,5.0774,8720.7283,3980.9737,3980.9737,131072.5463,59834.0347
600180.SH,20000630,23.14,4.0541,4.0541,,70.5517,70.5517,10.746,15.8887,15.8887,19040.0,5120.0,5120.0,440585.6,118476.8
000980.SZ,20000630,12.9,2.5205,2.5205,,50.5558,50.5558,11.1856,5.7695,5.7695,15000.0,5220.0,5220.0,193500.0,67338.0
600753.SH,20000630,15.61,2.3131,2.3131,,1742.1043,1742.1043,10.1047,20.5848,20.5848,12800.0,3200.0,3200.0,199808.0,49952.0
600870.SH,20000630,15.38,1.8834,1.8834,,55.5378,55.5378,5.4345,1.7328,1.7328,32031.4202,10100.9026,10100.9026,492643.2427,155351.882
600867.SH,20000630,13.85,2.9561,2.9561,,66.4747,66.4747,3.2766,20.4545,20.4545,32449.3036,15769.728,15769.728,449422.8549,218410.7328
000555.SZ,20000630,14.38,1.1986,1.1986,,,,11.7514,314.3737,314.3737,8182.7678,2200.0,2200.0,117668.201,31636.0
000607.SZ,20000630,17.42,1.2856,1.2856,,174.4247,174.4247,13.3746,4.4706,4.4706,15278.0,4500.0,4500.0,266142.76,78390.0
000609.SZ,20000630,14.62,1.1028,1.1028,,51.0906,51.0906,4.786,10.604,10.604,12960.6749,4913.9999,4913.9999,189485.067,71842.6785
000570.SZ,20000630,12.6,0.9614,1.2498,,47.6451,47.6451,3.2288,1.5247,1.5247,37424.9551,8189.9997,6300.0,471554.4343,103193.9962
600613.SH,20000630,16.1,1.6689,1.6689,,369.5932,369.5932,7.351,22.7252,22.7252,14790.4998,912.5516,912.5516,238127.0468,14692.0808
600629.SH,20000630,7.15,1.2246,1.2246,,,,6.6814,34.1484,34.1484,15137.7476,4926.6226,4926.6226,108234.8953,35225.3516
600159.SH,20000630,18.75,1.126,1.126,,62.0066,62.0066,6.4992,13.5956,13.5956,20800.0,5200.0,5200.0,390000.0,97500.0
600773.SH,20000630,15.73,1.5208,1.5208,,74.7745,74.7745,6.3305,13.0124,13.0124,8892.32,2886.0,2886.0,139876.1936,45396.78
600887.SH,20000630,23.48,7.887,7.887,,38.5756,38.5756,4.7632,2.9926,2.9926,14667.107,6958.0232,6958.0232,344383.6724,163374.3847
000043.SZ,20000630,13.99,1.9206,1.9206,,116.4007,116.4007,4.4417,2.7106,2.7106,13932.5472,3690.96,3690.96,194916.3353,51636.5304
600109.SH,20000630,15.46,1.0945,1.0945,,,,15.1846,1.4394,1.4394,7098.2696,2750.0,2750.0,109739.248,42515.0
600156.SH,20000630,11.72,1.1115,1.1115,,47.9716,47.9716,5.0901,5.3682,5.3682,41340.0,11050.0,11050.0,484504.8,129506.0
600657.SH,20000630,36.7,0.5183,0.5183,,91.6291,91.6291,15.1139,15.9948,15.9948,11905.7536,6094.4411,6094.4411,436941.1571,223665.9884
600879.SH,20000630,25.96,0.3323,0.4985,,116.8844,116.8844,13.8741,14.1977,14.1977,14572.2114,7875.0,5250.0,378294.6079,204435.0
600837.SH,20000630,3.63,3.5195,3.5195,,,,,0.4105,0.4105,6524.492,1638.0,1638.0,23683.906,5945.94
600851.SH,20000630,15.2,1.6979,1.6979,,44.2611,44.2611,5.13,5.5179,5.5179,27529.166,2145.0,2145.0,418443.3232,32604.0
000517.SZ,20000630,26.31,1.1505,1.1505,,81.5662,81.5662,11.7668,49.4029,49.4029,8989.7841,2780.496,2780.496,236521.2197,73154.8498
000666.SZ,20000630,8.51,2.5442,17.4774,,57.9961,57.9961,6.2207,6.3943,6.3943,60380.0,15800.0,2300.0,513833.8,134458.0
000926.SZ,20000630,18.21,1.3444,1.3444,,64.9871,64.9871,6.7152,10.4061,10.4061,20515.0,5500.0,5500.0,373578.15,100155.0
600770.SH,20000630,33.75,0.8,0.8,,104.5695,104.5695,18.0601,22.5478,22.5478,27000.0,9900.0,9900.0,911250.0,334125.0
600665.SH,20000630,8.63,7.1112,7.1112,,561.3927,561.3927,4.6929,5.5424,5.5424,72010.2101,11025.0,11025.0,621448.1132,95145.75
600658.SH,20000630,9.03,1.7691,1.7691,,,,8.2402,12.7904,12.7904,16702.3116,9032.4,9032.4,150821.8737,81562.572
000715.SZ,20000630,9.71,2.5775,2.5775,,81.642,81.642,3.571,2.4815,2.4815,21462.0,5700.0,5700.0,208396.02,55347.0
600756.SH,20000630,37.81,0.9085,2.4164,,148.0413,148.0413,17.8947,56.8461,56.8461,11014.72,4580.16,1722.0,416466.5632,173175.8496
000783.SZ,20000630,5.29,4.0319,4.0319,,62.6699,62.6699,2.6792,2.1314,2.1314,115444.4333,23400.0,23400.0,610701.0522,123786.0
000835.SZ,20000630,35.46,0.9778,0.9778,,129.2541,129.2541,13.5698,12.1747,12.1747,5400.0,1350.0,1350.0,191484.0,47871.0
600690.SH,20000630,19.0,0.7367,0.884,,34.5399,34.5399,4.1538,2.6997,2.6997,56470.6902,24330.0996,20275.083,1072943.1138,462271.8924
000665.SZ,20000630,13.88,0.8032,2.2255,,64.5837,64.5837,6.4987,5.7358,5.7358,12942.7845,3847.2144,1388.4254,179645.8489,53399.3359
000667.SZ,20000630,11.58,4.1766,4.1766,,318.497,318.497,5.7809,21.7424,21.7424,24502.8,6358.8,6358.8,283742.424,73634.904
000622.SZ,20000630,12.28,1.0955,1.8572,,93.3349,93.3349,8.4297,11.3711,11.3711,14174.2,6600.0,3892.95,174059.176,81048.0
600897.SH,20000630,13.5,1.479,1.479,,71.5027,71.5027,3.2843,21.1611,21.1611,27000.0,6750.0,6750.0,364500.0,91125.0
000002.SZ,20000630,13.51,6.0983,7.7613,,37.2015,37.2015,4.0728,2.9673,2.9673,63097.1941,39871.1877,31328.0333,852443.0923,538659.7458
000036.SZ,20000630,14.94,4.7952,4.7952,,44.2151,44.2151,4.4703,3.0187,3.0187,23970.339,11811.5,11811.5,358116.8647,176463.81
000675.SZ,20000630,11.1,5.0624,5.0624,,,,9.2099,4.5049,4.5049,11435.0262,3315.0,3315.0,126928.7908,36796.5
000756.SZ,20000630,17.73,1.044,1.044,,119.1053,119.1053,8.5052,7.9695,7.9695,42731.283,1250.0,1250.0,757625.6476,22162.5
600138.SH,20000630,21.8,1.6873,1.6873,,47.1913,47.1913,8.0651,6.1984,6.1984,24000.0,9000.0,9000.0,523200.0,196200.0
600841.SH,20000630,13.13,0.8847,1.3271,,83.0533,83.0533,3.7898,5.4834,5.4834,48030.928,2160.0,1440.0,630646.0846,28360.8
000406.SZ,20000630,12.65,1.954,3.5172,,72.9538,72.9538,9.6298,8.3154,8.3154,30335.634,22152.366,12306.87,383745.7701,280227.4299
000501.SZ,20000630,7.52,2.1295,2.1295,,122.3237,122.3237,3.3328,2.2957,2.2957,50724.859,20252.6156,20252.6156,381450.9397,152299.6693
000650.SZ,20000630,13.66,2.2511,2.2511,,50.6191,50.6191,5.3673,5.9461,5.9461,10274.4,2808.0,2808.0,140348.304,38357.28
600081.SH,20000630,21.0,0.7027,0.7913,,78.4497,78.4497,7.7162,14.3473,14.3473,13400.0,3350.0,2975.0,281400.0,70350.0
600641.SH,20000630,24.05,0.6119,0.8566,,40.0694,40.0694,11.0536,16.6037,16.6037,36786.5971,6604.416,4717.44,884717.6603,158836.2048
000430.SZ,20000630,11.22,2.3274,3.7704,,1328.7534,1328.7534,9.5712,39.7059,39.7059,18360.0,7435.8,4590.0,205999.2,83429.676
600632.SH,20000630,12.5,0.7411,0.7411,,50.7029,50.7029,4.8559,1.2972,1.2972,38460.2003,9574.391,9574.391,480752.5038,119679.8875
600604.SH,20000630,9.45,1.9953,1.9953,,786.5277,786.5277,5.9695,18.3925,18.3925,56644.919,7118.188,7118.188,535294.4846,67266.8766
600631.SH,20000630,11.38,0.6456,0.6456,,46.7823,46.7823,3.4731,1.2088,1.2088,52985.9368,14627.5584,14627.5584,602979.9608,166461.6146
600132.SH,20000630,19.1,0.5529,0.5529,,78.1567,78.1567,5.4472,10.6924,10.6924,17087.2,5200.0,5200.0,326365.52,99320.0
600815.SH,20000630,7.9,3.3944,3.3944,,84.7011,84.7011,2.7388,4.2635,4.2635,29960.91,7980.0,7980.0,236691.189,63042.0
600817.SH,20000630,31.1,0.741,0.741,,437.9837,437.9837,28.2331,26.6586,26.6586,8251.7982,1124.2,1124.2,256630.924,34962.62
000009.SZ,20000630,8.52,1.371,1.371,,264.5989,264.5989,6.5979,9.5149,9.5149,95881.0042,57970.585,57970.585,816906.1558,493909.3842
000019.SZ,20000630,15.89,3.1569,3.1569,,87.8801,87.8801,9.1707,40.3249,40.3249,16670.7684,3072.9598,3072.9598,264898.5099,48829.3312
000576.SZ,20000630,9.75,1.7635,1.7635,,135.7858,135.7858,2.4996,5.363,5.363,24759.8624,10310.3266,10310.3266,241408.6584,100525.6844
600654.SH,20000630,13.7,1.3917,1.3917,,68.4162,68.4162,8.0597,9.767,9.767,37477.3082,27751.448,27751.448,513439.1223,380194.8376
000408.SZ,20000630,15.88,1.9133,1.9133,,47.9251,47.9251,5.6495,5.3667,5.3667,10382.4,3090.0,3090.0,164872.512,49069.2
000425.SZ,20000630,17.81,0.3847,0.7693,,78.5595,78.5595,10.6458,5.4698,5.4698,35274.0992,12137.6476,6068.8238,628231.7068,216171.5038
000522.SZ,20000630,7.61,0.7896,0.8225,,50.5775,50.5775,,3.6074,3.6074,37434.4355,15654.4355,15028.2,284876.0542,119130.2542
000636.SZ,20000630,38.71,0.8047,1.1886,,61.0861,61.0861,20.1478,15.4704,15.4704,35355.3969,12383.5,8383.5,1368607.414,479365.285
000631.SZ,20000630,20.88,0.5908,0.5908,,62.9189,62.9189,6.9499,17.7076,17.7076,14501.0,6300.0,6300.0,302780.88,131544.0
600888.SH,20000630,12.85,2.494,2.494,,286.5055,286.5055,6.7812,4.1781,4.1781,10338.9,2925.0,2925.0,132854.865,37586.25
