ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20051031,2.23,0.9498,0.9498,,9.7706,25.2715,0.8549,0.7815,0.7533,49057.1412,18582.1,18582.1,109397.4249,41438.083
600706.SH,20051031,4.64,4.7342,6.1532,,64.7341,,1.8191,1.0837,1.8544,8733.3441,3750.0021,2885.2073,40522.7166,17400.0097
600714.SH,20051031,4.2,1.0063,1.0063,,90.8838,,2.5187,8.7738,9.3527,15093.75,4025.0,4025.0,63393.75,16905.0
600888.SH,20051031,8.01,1.7755,1.7755,,14.4714,17.029,2.0481,1.415,1.4109,10338.9,2925.0,2925.0,82814.589,23429.25
600985.SH,20051031,4.97,1.3851,1.3851,,45.7853,64.3449,1.5925,3.6732,3.1452,9000.0,4000.0,4000.0,44730.0,19880.0
600067.SH,20051031,4.69,2.8787,2.8787,,23.5862,17.2117,3.0792,0.935,0.734,32259.5814,20866.3352,20866.3352,151297.4368,97863.1121
600084.SH,20051031,2.22,0.8508,0.8508,,134.9261,,1.6801,0.5378,0.7583,47036.08,17846.4,17846.4,104420.0976,39619.008
600259.SH,20051031,1.81,0.5532,0.7477,,,,1.3783,0.7096,0.7854,21340.0,9460.0,7000.0,38625.4,17122.6
600458.SH,20051031,3.61,2.7337,2.7337,,259.9215,,1.754,1.9824,1.6349,17029.6,7000.0,7000.0,61476.856,25270.0
000701.SZ,20051031,5.42,0.6621,0.6621,,33.5825,46.9666,2.2095,0.4585,0.3597,20000.0,11500.0,11500.0,108400.0,62330.0
600112.SH,20051031,5.5,0.4631,0.4631,,42.1157,45.4564,2.9117,4.6994,4.0566,17200.0,5200.0,5200.0,94600.0,28600.0
600127.SH,20051031,2.11,0.8602,0.8602,,,,1.027,1.3748,1.3596,43250.0065,19143.4455,19143.4455,91257.5137,40392.67
600801.SH,20051031,4.02,0.6734,0.6734,,8.887,30.5468,1.1171,0.6033,0.5505,32840.0,4800.0,4800.0,132016.8,19296.0
600860.SH,20051031,3.45,0.6459,0.6459,,15.1808,22.842,1.1347,1.2985,1.4286,42200.0,7200.0,7200.0,145590.0,24840.0
000516.SZ,20051031,5.71,1.5963,1.5963,,24.8372,20.523,1.8005,0.4933,0.4775,13037.8296,4345.4477,4345.4477,74446.007,24812.5064
600167.SH,20051031,2.88,1.5249,1.5249,,9.7244,10.0983,1.1652,1.6456,1.6245,19000.0,7000.0,7000.0,54720.0,20160.0
600459.SH,20051031,5.91,0.6138,0.6138,,17.0828,20.5416,1.3017,1.821,1.6378,8595.0,4000.0,4000.0,50796.45,23640.0
000683.SZ,20051031,2.82,0.8943,0.8943,,,,4.3584,1.2915,1.0974,46900.0,16900.0,16900.0,132258.0,47658.0
000729.SZ,20051031,5.66,0.385,0.385,,21.3293,19.9972,1.2808,1.2352,1.0965,101938.23,29904.555,29904.555,576970.3818,169259.7813
000921.SZ,20051031,2.5,3.4297,3.4297,,,,1.8332,0.313,0.3953,99200.6563,19450.1,19450.1,248001.6408,48625.25
600773.SH,20051031,2.02,2.3493,2.3493,,,,3.0235,0.8274,1.7551,18033.0058,6933.3264,6933.3264,36426.6717,14005.3193
600887.SH,20051031,14.92,1.11,1.11,,24.4122,20.7747,2.6161,0.6683,0.5333,39126.4988,25771.071,25771.071,583767.3621,384504.3793
000043.SZ,20051031,6.08,0.99,0.99,,31.4367,42.2651,2.5799,0.9454,0.9502,13932.5472,3819.5872,3819.5872,84709.887,23223.0902
600074.SH,20051031,2.72,3.1476,3.1476,,12.6459,17.4938,0.8251,0.5749,0.4564,37540.8,19245.6,19245.6,102110.976,52348.032
000411.SZ,20051031,4.79,3.8206,3.8206,,1146.0968,130.9902,6.3376,0.2649,0.2407,11524.997,3153.073,3153.073,55204.7356,15103.2197
000559.SZ,20051031,3.37,0.7925,0.7925,,22.891,23.1155,2.17,1.4826,1.2211,102558.7365,38026.1445,38026.1445,345622.942,128148.107
600159.SH,20051031,2.86,1.0878,1.0878,,,,16.048,145.9617,145.9617,30500.1616,8800.768,8800.768,87230.4622,25170.1965
600275.SH,20051031,2.03,0.5411,0.5411,,,,1.2712,8.6695,8.9142,44513.7238,12740.0,12740.0,90362.8593,25862.2
600668.SH,20051031,2.47,2.1188,2.1188,,34.9111,,0.9684,0.8277,0.6865,34408.3828,18828.9462,18828.9462,84988.7055,46507.4971
600371.SH,20051031,3.45,1.5932,1.5932,,112.3461,428.8864,1.8592,1.5,1.677,15500.0,6200.0,6200.0,53475.0,21390.0
600497.SH,20051031,10.7,2.0524,2.0524,,29.0539,20.205,2.5754,2.3994,1.834,16000.0,7000.0,7000.0,171200.0,74900.0
600539.SH,20051031,2.8,0.4593,0.4593,,26.06,40.4807,0.7412,1.7466,1.4973,23000.0,8800.0,8800.0,64400.0,24640.0
000901.SZ,20051031,3.33,1.6159,1.6159,,78.8964,563.2128,1.9823,4.2865,4.2978,22175.9998,6720.0,6720.0,73846.0793,22377.6
000939.SZ,20051031,6.52,4.6986,4.6986,,18.0035,18.0704,2.4155,1.1988,0.9747,28119.0,13788.684,13788.684,183335.88,89902.2197
000989.SZ,20051031,4.23,4.4865,4.4865,,10.4704,15.0046,1.0081,1.0834,1.0627,26184.9861,12360.2661,12360.2661,110762.4912,52283.9256
600690.SH,20051031,3.8,0.197,0.197,,12.3069,15.3105,0.8159,0.2972,0.2789,119647.2423,67484.5611,67484.5611,454659.5207,256441.3322
600982.SH,20051031,3.75,0.4638,0.4638,,23.9838,33.1621,1.8266,2.7694,1.2741,16800.0,5000.0,5000.0,63000.0,18750.0
600346.SH,20051031,3.82,0.9084,0.9084,,83.0325,113.6287,1.2414,1.468,1.6411,10500.0,3850.0,3850.0,40110.0,14707.0
600561.SH,20051031,3.63,1.755,1.755,,19.9505,18.7903,2.0482,2.2156,1.9501,18572.4,8484.0,8484.0,67417.812,30796.92
000622.SZ,20051031,1.24,3.1536,5.3466,,,,,1.2226,2.1064,14174.2,6600.0,3892.95,17576.008,8184.0
000665.SZ,20051031,3.04,1.3585,1.3585,,146.5283,,1.5991,1.7645,1.6521,14096.9488,5001.3787,5001.3787,42854.7244,15204.1912
000667.SZ,20051031,4.14,0.518,0.518,,13.6563,14.6498,1.7264,2.0686,1.7943,24502.8,6358.8,6358.8,101441.592,26325.432
000783.SZ,20051031,2.4,6.4507,6.4507,,225.0573,,3.1857,0.3189,0.2529,115444.4333,23400.0,23400.0,277066.6399,56160.0
000835.SZ,20051031,5.94,1.1069,1.1069,,35.993,35.5821,3.259,2.3845,2.0646,10800.0,2700.0,2700.0,64152.0,16038.0
600731.SH,20051031,2.85,0.6258,0.6258,,96.3589,96.2888,1.232,1.5994,1.4177,25631.4098,9703.5997,9703.5997,73049.5179,27655.2591
600122.SH,20051031,4.56,2.276,2.276,,147.3242,134.7609,1.4181,0.4837,0.4373,31920.0,14400.0,14400.0,145555.2,65664.0
