ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
600057.SH,19991230,12.65,0.2351,0.4978,,23.7481,21.7327,5.5565,2.9968,2.9747,35820.0,14400.0,6800.0,453123.0,182160.0
600009.SH,19991230,9.66,0.4641,0.4641,,23.7256,22.6479,3.6057,20.5225,17.8932,135000.0,45000.0,45000.0,1304100.0,434700.0
600072.SH,19991230,7.12,0.1519,0.316,,26.1118,30.3742,2.1675,4.36,4.7274,27458.08,12480.0,6000.0,195501.5296,88857.6
600697.SH,19991230,11.98,0.4279,0.4279,,49.743,37.4878,3.4545,4.4994,4.4713,12273.7186,5880.02,5880.02,147039.1488,70442.6396
600740.SH,19991230,9.85,0.9463,0.9463,,39.4937,38.705,4.4001,6.6795,6.6578,18160.0,6500.0,6500.0,178876.0,64025.0
000603.SZ,19991230,8.85,0.2705,0.2705,,,,7.3674,47.1492,46.4227,11186.25,2850.0,2850.0,98998.3125,25222.5
000716.SZ,19991230,12.68,0.7957,1.0344,,57.4351,56.9149,6.1326,13.4761,13.1619,13712.2722,4680.0,3600.0,173871.6115,59342.4
000632.SZ,19991230,8.62,0.1085,0.1085,,32.6923,35.7212,2.9294,4.6371,3.7478,16324.4466,4082.3765,4082.3765,140716.7297,35190.0854
000078.SZ,19991230,18.34,0.3003,0.3003,,107.1651,107.1651,13.7994,43.463,43.463,15280.0,3820.0,3820.0,280235.2,70058.8
000030.SZ,19991230,5.86,0.613,0.613,,,,32.2978,1.7917,1.6222,28842.0,4026.0,4026.0,169014.12,23592.36
000566.SZ,19991230,5.52,0.631,0.631,,,,3.7682,9.2283,7.8242,20234.8992,8316.0,8316.0,111696.6436,45904.32
000584.SZ,19991230,6.41,0.2614,0.2614,,319.0365,,2.1074,7.9793,10.0949,20223.508,5056.48,5056.48,129632.6863,32412.0368
600201.SH,19991230,14.45,1.56,1.56,,61.2314,61.2314,3.9746,9.0357,9.0357,9700.25,3500.0,3500.0,140168.6125,50575.0
600806.SH,19991230,7.7,0.249,0.249,,,,3.4214,39.8733,35.8299,24500.74,6000.0,6000.0,188655.698,46200.0
000421.SZ,19991230,8.88,0.5684,0.7644,,46.7678,56.5217,5.649,9.1974,7.7994,19718.3005,6208.44,4616.64,175098.5084,55130.9472
000617.SZ,19991230,7.81,0.4311,0.4311,,,,4.1755,5.0952,4.4468,10400.0,3250.0,3250.0,81224.0,25382.5
600089.SH,19991230,22.8,0.1006,0.1006,,66.4972,46.0263,6.9879,7.4454,5.1415,14931.136,6240.0,6240.0,340429.9008,142272.0
600218.SH,19991230,10.97,0.3608,0.469,,47.2709,47.2709,4.2881,5.6852,5.6852,26000.0,7800.0,6000.0,285220.0,85566.0
600609.SH,19991230,4.69,0.1698,0.1698,,24.1217,21.8418,2.6291,1.0866,0.9637,97181.13,28000.0,28000.0,455779.4997,131320.0
600680.SH,19991230,12.06,0.162,0.2592,,532.8793,,7.0231,6.6351,8.1305,30492.5337,2704.0,1690.0,367739.9564,32610.24
600899.SH,19991230,13.7,0.1196,0.1196,,55.3441,76.8458,5.8502,12.5143,20.3217,17750.5386,5400.0,5400.0,243182.3788,73980.0
000521.SZ,19991230,5.7,0.1745,0.1745,,28.2402,31.9151,1.6556,1.7225,1.6915,41364.2949,11231.5365,11231.5365,235776.4809,64019.7581
000949.SZ,19991230,8.58,0.7348,0.8164,,25.9102,25.9102,7.8983,3.7296,3.7296,24528.5706,7500.0,6750.0,210455.1357,64350.0
000903.SZ,19991230,8.0,0.0975,0.0975,,28.1929,28.1929,2.4776,4.018,4.018,18000.0,6000.0,6000.0,144000.0,48000.0
600727.SH,19991230,18.9,0.1115,0.1115,,29.3075,23.2401,5.9887,13.9716,8.5317,33300.0,11700.0,11700.0,629370.0,221130.0
600761.SH,19991230,7.4,0.1473,0.1473,,24.7283,26.9638,2.7385,3.4921,3.6263,18085.6,6240.0,6240.0,133833.44,46176.0
600822.SH,19991230,10.25,0.2457,0.2457,,950.1996,1662.2847,6.7001,2.4621,2.1668,25272.0298,1331.0,1331.0,259038.3055,13642.75
000698.SZ,19991230,5.57,0.134,0.134,,21.2778,21.2766,1.8697,3.6166,3.4206,42240.656,16640.0,16640.0,235280.4539,92684.8
000735.SZ,19991230,7.91,0.9187,0.9187,,33.1029,39.9985,3.4037,12.1374,10.4131,28662.0,9945.0,9945.0,226716.42,78664.95
000919.SZ,19991230,15.72,0.7747,0.7747,,44.8277,44.8277,11.9907,12.9823,12.9823,28000.0,7200.0,7200.0,440160.0,113184.0
000956.SZ,19991230,6.34,1.2756,1.2756,,26.5959,26.5959,6.633,3.3428,3.3428,68000.0,14450.0,14450.0,431120.0,91613.0
000818.SZ,19991230,6.37,0.1589,0.1589,,32.0849,39.1693,2.2631,3.411,3.3387,34000.0,9000.0,9000.0,216580.0,57330.0
600058.SH,19991230,13.39,1.8898,1.8898,,34.2602,26.5664,3.2686,0.8903,0.6857,42408.871,12000.0,12000.0,567854.7827,160680.0
600055.SH,19991230,10.3,0.1069,0.139,,32.5229,30.1219,4.6968,6.8619,5.8569,11100.0,3900.0,3000.0,114330.0,40170.0
600177.SH,19991230,18.44,0.6934,0.6934,,35.256,28.7005,4.453,6.0556,5.088,25807.6,7150.0,7150.0,475892.144,131846.0
000534.SZ,19991230,5.61,0.0,0.0,,33.8317,47.1803,1.9287,15.4796,16.0603,20826.1325,8822.9325,8822.9325,116834.6033,49496.6513
600178.SH,19991230,6.9,0.6482,0.6482,,20.9121,20.9306,2.5463,2.3316,2.4377,42250.0,10660.0,10660.0,291525.0,73554.0
600217.SH,19991230,7.31,1.2625,1.2625,,30.3844,30.3844,6.909,6.5513,6.5513,20650.0,6300.0,6300.0,150951.5,46053.0
600145.SH,19991230,9.6,0.4422,0.4422,,70.666,70.666,9.5375,9.4332,9.4332,12500.0,4500.0,4500.0,120000.0,43200.0
600660.SH,19991230,8.57,0.4089,0.4089,,,110.4048,5.8158,4.3877,3.8171,25472.5513,8135.5849,8135.5849,218299.7646,69721.9626
600889.SH,19991230,7.6,0.2837,0.3688,,31.1093,26.6262,3.0331,0.496,0.4723,12426.7225,5139.888,3953.76,94443.091,39063.1488
000010.SZ,19991230,7.35,0.2248,0.2248,,46.1929,1197.4863,6.0726,2.5537,2.1267,14701.7448,4950.0874,4950.0874,108057.8243,36383.1424
000530.SZ,19991230,6.77,0.0679,0.0679,,33.5955,39.8436,2.1913,3.6375,3.2927,35001.4975,8943.48,8943.48,236960.1381,60547.3596
000895.SZ,19991230,14.11,0.1883,0.2448,,47.2665,47.2665,5.1047,1.5744,1.5744,22490.0,6500.0,5000.0,317333.9,91715.0
000791.SZ,19991230,6.68,0.2717,0.2717,,140.5927,2322.9522,3.5135,10.834,10.368,18900.0,7920.0,7920.0,126252.0,52905.6
000007.SZ,19991230,8.0,0.2475,0.2475,,32.1654,31.5001,3.201,3.7012,3.8757,14359.3664,7956.0961,7956.0961,114874.9312,63648.7688
000002.SZ,19991230,9.75,0.5891,0.648,,26.3195,25.9531,2.5659,2.3681,2.278,54553.7481,31328.0333,28480.0303,531899.044,305448.3247
000036.SZ,19991230,7.15,0.5175,0.5175,,23.7165,23.7165,2.3279,3.6987,3.6987,23970.339,11811.5,11811.5,171387.9239,84452.225
000675.SZ,19991230,7.84,0.7825,0.7825,,47.7376,275.2189,4.5595,2.7025,2.7916,11435.0262,3315.0,3315.0,89650.6054,25989.6
000528.SZ,19991230,4.52,0.1831,0.1831,,225.4867,633.5905,1.9875,1.878,1.7735,32753.6793,10873.0438,10873.0438,148046.6304,49146.158
000719.SZ,19991230,10.69,0.3008,0.3008,,57.1265,64.9721,4.9715,5.6351,4.4336,7302.7,2364.0,2364.0,78065.863,25271.16
000882.SZ,19991230,8.28,0.1496,0.1496,,36.1391,42.5659,4.1466,7.1654,42.6244,17800.0,4500.0,4500.0,147384.0,37260.0
000935.SZ,19991230,7.82,0.2472,0.2747,,42.4713,42.4713,6.7347,4.5757,4.5757,17745.0,5800.0,5220.0,138765.9,45356.0
000936.SZ,19991230,20.23,0.1489,0.1489,,64.5939,64.5939,21.945,11.5969,11.5969,14000.0,3500.0,3500.0,283220.0,70805.0
600678.SH,19991230,5.63,0.097,0.097,,98.7578,64.437,2.0101,6.3791,5.7454,23266.0,9600.0,9600.0,130987.58,54048.0
600788.SH,19991230,13.2,0.1267,0.1267,,28.9714,25.7696,3.7346,11.499,10.136,25877.444,7560.0,7560.0,341582.2608,99792.0
601607.SH,19991230,12.8,0.8532,0.8532,,37.3187,37.3187,4.4475,0.6658,0.6658,22955.2305,10387.5,10387.5,293826.9504,132960.0
