ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20020329,6.09,0.8147,0.8147,,87.9944,87.9944,2.98,4.0844,4.0844,49057.1412,15000.0,15000.0,298757.9899,91350.0
600761.SH,20020329,9.46,2.5773,2.5773,,31.5052,31.5052,2.8892,3.6625,3.6625,20463.6311,9422.0311,9422.0311,193585.9502,89132.4142
000962.SZ,20020329,15.5,2.1166,2.1166,,30.9657,30.9657,5.2562,4.5081,4.5081,35640.0,14040.0,14040.0,552420.0,217620.0
600226.SH,20020329,23.91,0.0929,0.0929,,86.9875,86.9875,12.7624,16.1741,16.1741,25349.4144,8064.0,8064.0,606104.4983,192810.24
000959.SZ,20020329,7.25,0.6683,0.6683,,22.073,22.0036,3.0983,1.4054,1.3991,231000.0,35000.0,35000.0,1674750.0,253750.0
000038.SZ,20020329,15.96,2.8046,2.8046,,222.2482,222.2482,13.5867,44.028,44.028,9048.6,1914.0,1914.0,144415.656,30547.44
000981.SZ,20020329,15.19,0.9317,1.5529,,94.3059,94.3059,3.6684,3.8122,3.8122,16100.0,5000.0,3000.0,244559.0,75950.0
000819.SZ,20020329,12.43,0.3405,0.3405,,72.4803,72.4803,5.9158,2.9686,2.9686,16513.386,5210.316,5210.316,205261.388,64764.2279
600748.SH,20020329,11.4,3.4785,3.4785,,844.7416,844.7416,6.3691,21.2265,21.2265,58754.1643,15697.0021,15697.0021,669797.473,178945.8239
000932.SZ,20020329,5.6,3.6952,6.6513,,20.8758,20.8758,2.7785,1.1631,1.1631,176537.5,45000.0,25000.0,988610.0,252000.0
000608.SZ,20020329,10.77,0.8732,0.8732,,26.8181,27.3344,4.4514,3.2955,2.9777,20860.02,9750.078,9750.078,224662.4154,105008.3401
600380.SH,20020329,24.09,1.0163,1.0163,,39.628,39.628,3.2379,9.6353,9.6353,27108.0,7000.0,7000.0,653031.72,168630.0
600075.SH,20020329,9.23,1.9996,1.9996,,44.6742,44.6742,1.9232,1.6201,1.6201,22680.0,9720.0,9720.0,209336.4,89715.6
600596.SH,20020329,14.57,2.7024,2.7024,,84.5668,84.5668,3.8756,3.4843,3.4843,13411.0363,4400.0,4400.0,195398.7989,64108.0
600722.SH,20020329,8.77,2.3675,2.3675,,35.4796,55.597,3.7156,2.7223,2.5469,42142.0,11500.0,11500.0,369585.34,100855.0
600112.SH,20020329,10.67,6.6499,6.6499,,200.0466,200.0466,3.8273,11.106,11.106,17200.0,5200.0,5200.0,183524.0,55484.0
000597.SZ,20020329,8.1,1.2005,1.2005,,85.2951,154.278,2.6734,2.0549,1.8536,30380.9998,10880.9998,10880.9998,246086.0984,88136.0984
000598.SZ,20020329,11.77,0.9844,1.2798,,32.3383,31.2146,3.5066,8.4059,7.4375,17626.5,9886.5,7605.0,207463.905,116364.105
000877.SZ,20020329,15.0,0.725,0.725,,43.1586,43.1586,3.7884,3.6747,3.6747,17335.2,7800.0,7800.0,260028.0,117000.0
600676.SH,20020329,10.84,0.4511,0.4511,,36.055,36.055,1.9565,5.2502,5.2502,16896.1856,7340.0,7340.0,183154.6519,79565.6
600618.SH,20020329,13.28,1.3249,1.3249,,305.1695,249.4752,5.3856,5.2574,5.2479,116448.3067,2783.242,2783.242,1546433.513,36961.4538
600828.SH,20020329,11.26,1.4023,1.4023,,93.4452,93.4452,4.371,1.349,1.349,16929.0,4257.0,4257.0,190620.54,47933.82
600153.SH,20020329,12.66,0.9643,0.9643,,25.8493,25.8493,2.4878,0.6263,0.6263,29600.0,8000.0,8000.0,374736.0,101280.0
600681.SH,20020329,8.26,0.7412,1.2652,,103.2047,103.2047,4.5951,7.2461,7.2461,20806.803,10852.38,6357.96,171864.1928,89640.6588
600613.SH,20020329,17.74,1.9999,1.9999,,391.3493,2497.1671,8.0297,47.0157,42.798,14790.4998,912.5516,912.5516,262383.4665,16188.6654
600653.SH,20020329,7.18,0.5918,0.5918,,25.6933,19.7898,2.8391,1.0533,1.407,80850.9406,80850.9406,80850.9406,580509.7535,580509.7535
600227.SH,20020329,10.24,1.3029,1.3029,,46.4019,46.4019,2.414,2.7604,2.7604,17000.0,7000.0,7000.0,174080.0,71680.0
600667.SH,20020329,6.8,1.2222,1.2222,,,,4.6559,4.0193,3.9665,36881.7381,18964.0,18964.0,250795.8191,128955.2
000995.SZ,20020329,11.78,1.307,1.307,,664.1169,664.1169,3.5811,13.6183,13.6183,14000.0,4000.0,4000.0,164920.0,47120.0
000016.SZ,20020329,7.3,0.3661,0.4615,,19.5413,,1.284,0.4876,0.5141,60198.6352,22419.8704,17784.1088,439450.037,163665.0539
600256.SH,20020329,15.52,1.5162,1.5162,,30.6924,30.6924,10.9466,4.5053,4.5053,60143.142,17000.0,17000.0,933421.5638,263840.0
