ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
000949.SZ,20031031,6.07,0.8305,0.8305,,40.0746,17.4899,2.486,3.7039,3.0604,49057.1412,18582.1,18582.1,297776.8471,112793.347
600001.SH,20031031,5.27,0.2845,0.2845,,16.1581,14.0358,1.1105,0.9948,0.7523,148655.31,49000.0,49000.0,783413.4837,258230.0
600076.SH,20031031,7.77,3.135,3.135,,708.6253,,1.9028,5.8397,5.3107,25321.6,12480.0,12480.0,196748.832,96969.6
600265.SH,20031031,6.76,0.2015,0.2015,,32.0647,32.9562,2.1323,1.7012,1.629,10500.0,4000.0,4000.0,70980.0,27040.0
600468.SH,20031031,10.13,5.0589,5.0589,,267.9964,118.8938,3.2628,4.9143,2.4219,11000.0,3000.0,3000.0,111430.0,30390.0
600707.SH,20031031,8.53,0.2207,0.2207,,19.1237,14.7668,1.9526,1.2389,1.0882,42114.88,14364.48,14364.48,359239.9264,122529.0144
600708.SH,20031031,10.18,0.3302,0.3302,,50.8364,36.4626,5.2543,4.7057,4.3585,23793.4848,8659.2,8659.2,242217.6753,88150.656
600766.SH,20031031,7.85,0.5541,0.5541,,,,15.981,8.324,10.0825,17116.5513,6021.324,6021.324,134364.9277,47267.3934
000157.SZ,20031031,10.22,0.3619,0.3619,,25.931,19.4335,3.4157,5.9897,4.161,39000.0,13000.0,13000.0,398580.0,132860.0
000631.SZ,20031031,6.09,0.2314,0.2314,,31.3892,28.9976,1.8569,2.9836,2.0966,24036.9558,11466.0,11466.0,146385.0608,69827.94
000636.SZ,20031031,5.59,0.552,0.552,,132.5413,203.491,1.4209,2.9117,2.9212,53033.0952,20079.4201,20079.4201,296455.0022,112243.9584
600097.SH,20031031,6.44,0.3734,0.3734,,73.1223,79.3604,5.0954,3.5662,3.2164,11544.9889,3500.0,3500.0,74349.7285,22540.0
600403.SH,20031031,12.66,3.837,3.837,,64.3882,64.3882,3.7052,8.9224,8.9224,7081.5,3000.0,3000.0,89651.79,37980.0
600591.SH,20031031,7.74,3.7901,3.7901,,39.6554,105.7729,3.2888,1.3756,1.3185,72100.0,20000.0,20000.0,558054.0,154800.0
600696.SH,20031031,6.16,0.0602,0.0782,,62.4583,64.5927,5.071,11.2489,10.431,34056.555,11654.773,8965.21,209788.3788,71793.4017
600705.SH,20031031,5.47,0.0815,0.0815,,33.2358,56.0336,1.952,1.5895,1.3947,65313.744,35891.52,35891.52,357266.1797,196326.6144
600845.SH,20031031,11.0,0.1492,0.1492,,54.6995,54.9884,8.3145,4.5095,3.4119,26224.407,1320.0,1320.0,288468.477,14520.0
