end_date,ts_code,ann_date,f_ann_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
20111231,300563.SZ,20140905,20140905,1,1,51800000.0,1339650.43,23269906.06,2655617.54,,40413865.41,,340000.0,27873100.29,80546.94,931179.62,,,29567871.03,,,,,,,,,3420491.03,102627054.32,,,,,,,,52452147.08,13728861.62,,,,,4463442.37,,,,237604.01,,5907480.0,76789535.08,,,,,,,,,,,,,,,,,179416589.4,,59684343.25,,,,,11073591.06,27023847.73,581620.01,,,1238872.79,643753.26,24714.67,,80672.6,,,,,,,,,,100351415.37,,,,,,,,,,,,,,,,,,,,,,,,,100351415.37,,,,,,79065174.03,79065174.03,179416589.4,,,,,,,,,,
20121231,300563.SZ,20140905,20140905,1,1,60000000.0,33155650.43,50628337.69,5697035.44,,59505767.28,,600000.0,52886181.63,52071.71,1254430.87,,,40518464.74,,,,,,,,,4281433.95,159098350.18,,,,,,,,77903661.85,6832239.47,,,,,4336341.01,,,,437972.95,,4370124.43,93880339.71,,,,,,,,,,,,,,,,,252978689.89,,72000000.0,,,,,628400.0,27693536.34,197723.48,,,1219358.76,1546309.84,129720.46,,82617.45,,,,,,,,,,103497666.33,,,,,,,,,,,,,,,,,,,,,,,,,103497666.33,,,,,,149481023.56,149481023.56,252978689.89,,,,,,,,,,
20131231,300563.SZ,20161031,20161031,1,1,60000000.0,33155650.43,81625479.69,9140071.72,,56525620.99,,17202140.18,73616070.61,2386182.77,2619000.26,,,41686640.48,,,,,,,,,500467.87,194536123.16,,,,,,,,83036697.79,3221017.24,,,,,16645390.18,,669644.12,,662184.66,,1455280.0,105690213.99,,,,,,,,,,,,,,,,,300226337.15,,67354690.0,,,,,9296414.87,34946079.43,294976.4,,,2525921.02,1317703.92,127855.48,,415029.21,,,,,,,,,,116278670.33,,,,,,,,,,,,,,,,,,,,,,,,,116278670.33,,,,,26464.98,183921201.84,183947666.82,300226337.15,,,,,,,,,,
20140630,300563.SZ,20140905,20140905,1,1,60000000.0,33155650.43,99511928.45,9140071.72,,35452612.61,,2164295.37,97845347.41,2300266.04,3269578.63,,,46650053.16,,,,,,,,,,187682153.22,,,,,,,,98550994.18,4891487.85,,,,,32760361.8,,669644.12,157139.31,911522.7,,10711240.0,148652389.96,,,,,,,,,,,,,,,,,336334543.18,,77000000.0,,,,,4542070.18,47324223.43,679265.58,,,1906760.87,2426374.47,155228.16,,448541.6,,,,,,,,,,134482464.29,,,,,,,,,,,,,,,,,,,,,,,,,134482464.29,,,,,44428.29,201807650.6,201852078.89,336334543.18,,,,,,,,,,
20141231,300563.SZ,20161031,20161031,1,1,60000000.0,33132586.12,104869084.36,11745535.91,,41552936.79,,10580331.4,80159107.92,1807269.34,4737536.16,,,46354446.69,,,,,,,,,810551.13,186002179.43,,,,,,,,107307739.46,13704357.88,,,,,32365894.19,,669644.12,564604.9,973500.24,,3495954.25,159081695.04,,,,,,,,,,,,,,,,,345083874.47,,70000000.0,,,,,8192923.95,51509112.02,186770.0,,,2667500.39,2509162.91,120449.73,,102007.89,,,,,,,,,,135287926.89,,,,,,,,,,,,,,,,,,,,,,,,,135287926.89,,,,,48741.19,209747206.39,209795947.58,345083874.47,,,,,,,,,,
20151231,300563.SZ,20161031,20161031,1,1,60000000.0,33132586.12,134036617.11,15064158.52,,38266572.62,,16541803.78,94221968.05,830275.67,3167538.66,,,40235297.43,,,,,,,,,4158138.54,197421594.75,,,,,,,,116024829.76,23541565.32,,,,,31576940.63,,669644.12,704335.42,1233002.61,,1563432.0,175313749.86,,,,,,,,,,,,,,,,,372735344.61,,50000000.0,,,,,5815047.28,69672649.75,402509.48,,,2825576.18,608271.65,66458.33,,62976.89,,,,,,,,,,129453489.56,,,,,,999900.0,,999900.0,,,,,,,,,,,,,,,,,130453389.56,,,,,48593.3,242233361.75,242281955.05,372735344.61,,,,,,,,,,
20160630,300563.SZ,20161031,20161031,1,1,60000000.0,33132586.12,153906142.66,15064158.52,,42018401.27,,33549295.79,85029054.14,411512.79,5113151.95,,,40458527.25,,,,,,,,,3654849.02,210234792.21,,,,,,,,115454499.72,26156893.23,,,,,31182487.43,,669644.12,453837.15,1449172.88,,9216372.7,184582907.23,,,,,,,,,,,,,,,,,394817699.44,,60000000.0,,,,,10049226.1,51729521.94,3753235.47,,,1246533.98,2794301.26,89620.76,,347037.14,,,,,,,,,,130009476.65,,,,,,2658435.0,,2658435.0,,,,,,,,,,,,,,,,,132667911.65,,,,,46900.49,262102887.3,262149787.79,394817699.44,,,,,,,,,,
20160930,300563.SZ,20161111,20161111,1,1,60000000.0,33132586.12,162612310.24,15064158.52,,47147915.66,,26420236.43,110085869.38,507859.86,3663185.52,,,35158897.77,,,,,,,,,5457038.09,228441002.71,,,,,,,,118373454.49,31356893.1,,,,,30985252.97,,669644.12,340701.21,1536194.05,,9896855.2,193158995.14,,,,,,,,,,,,,,,,,421599997.85,,60000000.0,,,,,12975241.67,70221505.06,365577.1,,,1686795.22,2494599.79,99806.6,,314797.09,,,,,,,,,,148158322.53,,,,,,2585552.5,,2585552.5,,,,,,,,,,,,,,,,,150743875.03,,,,,47067.94,270809054.88,270856122.82,421599997.85,,,,,,,,,,
20161231,300563.SZ,20170321,20170321,1,1,80000000.0,158945510.67,166397840.88,18702867.23,,172831834.53,,13935383.96,119383412.9,98775.49,1028497.43,,,46895350.83,,,,,,,,,9598289.5,363771544.64,,,,,,,,211131104.0,,,,,,30788018.51,,669644.12,198826.77,2195276.32,,6048599.69,251031469.41,,,,,,,,,,,,,,,,,614803014.05,,40000000.0,,,,,20522442.01,117814870.7,387498.11,,,5149130.52,2335887.18,54460.98,,251761.1,,,,,,,,,,186516050.6,,,,,,4194170.0,,4194170.0,,,,,,,,,,,,,,,,,190710220.6,,,,,46574.67,424046218.78,424092793.45,614803014.05,,,,,,,,,,
20170331,300563.SZ,20170427,20170427,1,1,80000000.0,158945510.67,180366947.66,18702867.23,,137136894.81,,22584230.88,115359016.07,1117623.58,1952308.63,,,58227450.85,,,,,,,,,13183789.21,349561314.03,,,,,,,,229648789.14,278974.36,,,,,30590784.05,,669644.12,139527.33,1970711.16,,2053000.0,265351430.16,,,,,,,,,,,,,,,,,614912744.19,,30000000.0,,,,,25980175.55,111156805.58,611711.13,,,2620057.85,1793683.87,40503.9,,566285.81,,,,,,,,,,172769223.69,,,,,,4081315.01,,4081315.01,,,,,,,,,,,,,,,,,176850538.7,,,,,46879.93,438015325.56,438062205.49,614912744.19,,,,,,,,,,
