end_date,ts_code,ann_date,f_ann_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
20071231,601199.SH,20110120,20110120,1,1,90000000.0,47243900.0,37454748.45,15624004.45,,35322663.04,,,11116291.81,64800.0,363214.08,,,979312.47,,,,,,,,,,47846281.4,,,,,,,,260686503.28,64722514.28,23926.0,,,,63789773.49,,,,133440.29,,,389356157.34,,,,,,,,,,,,,,,,,437202438.74,160000000.0,25000000.0,,,,,220000.0,13258649.89,,,,3798231.95,3847889.65,494584.75,,260429.6,,,,,,,,40000000.0,,86879785.84,,,,,,,,160000000.0,,,,,,,,,,,,,,,,,246879785.84,,,,,,190322652.9,190322652.9,437202438.74,,,,,,,,,,
20081231,601199.SH,20110301,20110301,1,1,175000000.0,121275579.95,52076437.55,18748636.57,,47534466.2,,,20140692.18,1162413.84,5559995.31,,,1095862.52,,,,,,,,,,75493430.05,,,,,,,,687206258.48,23633935.74,1701077.2,,,,62470292.32,,,,10475.0,,,775022038.74,,,,,,,,,,,,,,,,,850515468.79,165000000.0,200000000.0,,,,,,49904152.94,,,,8757976.76,1098659.81,822044.85,,22831980.36,,,,,,,,35000000.0,,318414814.72,,,,,,,,165000000.0,,,,,,,,,,,,,,,,,483414814.72,,,,,,367100654.07,367100654.07,850515468.79,,,,,,,,,,
20091231,601199.SH,20110301,20110301,1,1,175000000.0,121275579.95,88176112.49,23741532.02,,177880920.18,,,24204943.44,1780362.0,5388788.38,,,8170277.31,,,,,,,,,,217425291.31,,,,,,,,743847147.08,52497529.76,1495571.92,,,,61030811.49,,,,50114.2,,,858921174.45,,,,,,,,,,,,,,,,,1076346465.76,110000000.0,250000000.0,,,,,99519351.28,47347240.24,34978322.58,,,17376272.97,5433111.5,674477.5,,47824465.23,,,,,,,,55000000.0,,558153241.3,,,,,,,,110000000.0,,,,,,,,,,,,,,,,,668153241.3,,,,,,408193224.46,408193224.46,1076346465.76,,,,,,,,,,
20100630,601199.SH,20110120,20110120,1,1,175000000.0,121275579.95,105463880.32,23741532.02,209778.85,128517904.34,,,44183439.71,4822294.03,6702438.8,,,26091790.98,,,,,,,,,,210317867.86,,,8000000.0,,,,,890514833.47,71760055.49,1674392.81,,,,60341070.99,,,,978002.37,,,1033268355.13,,,,,,,,,,,,,,,,,1243586222.99,90000000.0,310000000.0,,,,,21044000.0,32862737.38,86836813.98,,,9979616.87,6823127.96,658600.0,,53955948.4,,,,,,,,45000000.0,,567160844.59,,157388910.75,,,,,3345696.51,250734607.26,,,,,,,,,,,,,,,,,817895451.85,,,,,,425690771.14,425690771.14,1243586222.99,,,,,,,,,,
20101231,601199.SH,20110301,20110301,1,1,175000000.0,121275579.95,147506273.39,29789415.48,805071.28,199880027.3,,150000.0,44417043.14,5934843.7,5077681.12,,,32209677.06,,,,,,,,,,287669272.32,,,8000000.0,,,,,917053204.48,97535049.66,3085690.26,,,,64679686.13,,,570000.0,3458850.11,,,1094382480.64,,,,,,,,,,,,,,,,,1382051752.96,270000000.0,85000000.0,,,,,35200000.0,75292217.12,135749261.83,,,19598196.82,15573082.86,659245.28,,59408262.52,,,,,,,,40000000.0,,466480266.43,,157397571.83,,,,,13797574.6,441195146.43,,,,,,,,,,,,,,,,,907675412.86,,,,,,474376340.1,474376340.1,1382051752.96,,,,,,,,,,
20110331,601199.SH,20110419,20110419,1,1,233800000.0,1091379679.95,166933250.43,29789415.48,945929.53,1070630939.13,,500000.0,43887773.11,3309983.36,9230105.67,,,39490941.18,,,,,,,,,,1167049742.45,,,8000000.0,,,,,900545238.91,113545802.37,3846656.1,,,,64112009.33,,,562500.0,4102391.92,,,1094714598.63,,,,,,,,,,,,,,,,,2261764341.08,260000000.0,95000000.0,,,,,32907400.0,34315681.26,164118718.63,,,7571427.72,12971241.51,996972.18,,62003717.6,,,,,,,,40000000.0,,449885158.9,,,,,,,29030906.79,289030906.79,,,,,,,,,,,,,,,,,738916065.69,,,,,,1522848275.39,1522848275.39,2261764341.08,,,,,,,,,,
20110630,601199.SH,20110810,20110810,1,1,233800000.0,1091379679.95,201880405.3,29789415.48,1109422.53,683350684.79,,,48052755.97,8696304.02,11688121.82,,,44218767.32,,,,,,,,,,796006633.92,,,8000000.0,,,,,962116821.62,133822804.69,1512369.06,,,,64186582.54,,,555000.0,6847246.74,,,1177040824.65,,,,,,,,,,,,,,,,,1973047458.57,,5000000.0,,,,,15327400.0,54893383.83,200512480.95,,,14110928.58,22226901.22,29570.81,,69235362.05,,,,,,,,,,381336027.44,,,,,,,33752507.87,33752507.87,,,,,,,,,,,,,,,,,415088535.31,,,,,,1557958923.26,1557958923.26,1973047458.57,,,,,,,,,,
20110930,601199.SH,20111024,20111024,1,1,233800000.0,1091379679.95,234826803.23,29789415.48,1279374.67,794842932.23,,80000.0,47961200.87,9329592.01,11289659.06,,,51461557.28,,,,,,,,,,914964941.45,,,8000000.0,,,,,949363106.5,114703475.02,1916233.06,,,,96955868.86,,,547500.0,6769976.26,,,1178256159.7,,,,,,,,,,,,,,,,,2093221101.15,,5000000.0,,,,,17500000.0,50968142.07,272425208.28,,,23108626.06,22125501.63,35959.71,,73919197.85,,,,,,,,,,465082635.6,,,,,,,37063192.22,37063192.22,,,,,,,,,,,,,,,,,502145827.82,,,,,,1591075273.33,1591075273.33,2093221101.15,,,,,,,,,,
20111231,601199.SH,20120329,20120329,1,1,233800000.0,1091379679.95,256708064.41,40208327.64,1660363.8,833807917.26,,160000.0,32969722.84,9006717.69,19497412.19,,4212091.72,67563485.58,,,,,,,,,29000000.0,996217347.28,,,8000000.0,,,,,967552669.53,106021381.66,1767280.86,,,,96606564.4,,,540000.0,11234161.06,,,1191722057.51,,,,,,,,,,,,,,,,,2187939404.79,,5000000.0,,,,,21600000.0,52438608.15,330369518.86,,,21699825.38,30067782.68,8069.44,,62196451.65,,,,,,,,,,523380256.16,,,,,,,40802712.83,40802712.83,,,,,,,,,,,,,,,,,564182968.99,,,,,,1623756435.8,1623756435.8,2187939404.79,,,,,,,,,,
20120331,601199.SH,20120419,20120419,1,1,233800000.0,1091379679.95,277422038.0,40208327.64,1852108.28,888673559.96,,760000.0,36660443.82,8206198.12,21123792.1,,3301897.27,75381235.87,,,,,,,,,37000000.0,1071107127.14,,,8000000.0,,,,,950054698.87,115001593.57,3202353.66,,,,95797705.8,,,532500.0,11575194.85,,,1184164046.75,,,,,,,,,,,,,,,,,2255271173.89,,,,,,,15600000.0,54365776.36,401205312.08,,,12773426.55,14263177.7,,,68178788.31,,,,,,,,,,566386481.0,,,,,,,44222539.02,44222539.02,,,,,,,,,,,,,,,,,610609020.02,,,,,,1644662153.87,1644662153.87,2255271173.89,,,,,,,,,,
