end_date,ts_code,ann_date,f_ann_date,report_type,comp_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales
20081231,002637.SZ,20111108,20111108,1,1,50000000.0,28221415.46,25762214.07,4214684.69,,48049756.25,,6083081.95,40136799.62,2846106.73,5904367.5,,,90548909.38,,,,,,,,,,193569021.43,,,,,,,,59224727.75,23236054.26,,,,,50207425.93,,,,1885127.52,,,134553335.46,,,,,,,,,,,,,,,,,328122356.89,,97400000.0,,,,,18000000.0,59439038.01,6260637.18,,,1831684.4,1503146.76,205778.0,367500.0,3573322.36,,,,,,,,20000000.0,1073486.79,209654593.5,,,,,,,4600000.0,4600000.0,,,,,,,,,,,,,,,,,214254593.5,,,,,5669449.17,108198314.22,113867763.39,328122356.89,,,,,,,,,,
20091231,002637.SZ,20111108,20111108,1,1,60000000.0,63221415.46,50699708.64,6604576.58,,48288009.98,,7315038.0,46569159.55,1822321.26,31069015.07,,,132090245.52,,,,,,,,,,267153789.38,,,,,,,,69897878.99,30891332.97,1049013.96,,,,49137984.61,,,116071.62,1234914.81,,,152327196.96,,,,,,,,,,,,,,,,,419480986.34,,137144233.94,,,,,36200000.0,42600049.02,6433110.76,,,2266497.46,-4308311.03,168406.04,1050000.0,5845242.71,,,,,,,,,178723.8,227577952.7,,,,,,,4788061.95,4788061.95,,,,,,,,,,,,,,,,,232366014.65,,,,,6589271.01,180525700.68,187114971.69,419480986.34,,,,,,,,,,
20101231,002637.SZ,20111108,20111108,1,1,60000000.0,63736195.46,102584184.63,10650636.03,,97906609.81,,9335460.0,43166405.74,2432526.94,13079087.23,,,196110242.14,,,,,,,,,,362030331.86,,,,,,,,97954657.0,45287577.09,,,,,51890874.35,,,104494.86,1523157.85,,,196760761.15,,,,,,,,,,,,,,,,,558791093.01,,140973900.0,,,,,62300000.0,79436679.05,10760921.64,,,3046369.21,1793951.9,324936.08,,5162695.32,,,,,,,,,,303799453.2,,,,,,,7500000.0,7500000.0,,,,,,,,,,,,,,,,,311299453.2,,,,,10520623.69,236971016.12,247491639.81,558791093.01,,,,,,,,,,
20110630,002637.SZ,20111108,20111108,1,1,60000000.0,63736195.46,174481869.73,10650636.03,,97321810.95,,8318100.0,84571957.26,1867075.7,17978009.63,,,280592302.82,,,,,,,,,,490649256.36,,,1000000.0,,,,,99347301.57,53206586.56,,,,,54461277.7,,,98503.5,2499084.32,,,210612753.65,,,,,,,,,,,,,,,,,701262010.01,40000000.0,196970027.64,,,,,37000000.0,75434386.89,12382763.74,,,1895381.52,-1714253.8,669774.22,1050000.0,7009058.96,,,,,,,,,200000.0,330897139.17,,,,,,,11350000.0,51350000.0,,,,,,,,,,,,,,,,,382247139.17,,,,,10146169.62,308868701.22,319014870.84,701262010.01,,,,,,,,,,
20110930,002637.SZ,20111124,20111124,1,1,60000000.0,63736195.46,181153976.17,10650636.03,,72117467.91,,10259021.85,103971689.83,2060293.31,64192138.82,,,282579137.03,,,,,,,,,,535179748.75,,,1000000.0,,,,,101846873.35,64372033.09,,,,,54163599.45,,,104494.86,1576579.95,,,223063580.7,,,,,,,,,,,,,,,,,758243329.45,40000000.0,234277268.96,,,,,52957200.0,80860202.85,7635263.67,,,2312872.69,-8048261.91,,1050000.0,8566706.44,,,,,,,,,,379611252.7,,,,,,,11821090.16,51821090.16,,,,,,,,,,,,,,,,,431432342.86,,,,,11270178.93,315540807.66,326810986.59,758243329.45,,,,,,,,,,
20111231,002637.SZ,20120211,20120211,1,1,80000000.0,709095547.88,199363656.64,17993361.48,,766623814.73,,17866600.0,59899780.4,5246894.73,32176301.14,,1101888.88,243836411.38,,,,,,,,,,1126751691.26,,,1000000.0,,,,,102144549.67,92574825.13,,,,,53843087.46,,,92410.5,2586738.34,,,252241611.1,,,,,,,,,,,,,,,,,1378993302.36,40000000.0,176842658.29,,,,,40957200.0,68697063.4,6116932.51,,,2264910.86,2707403.33,610165.87,1455000.0,6888864.63,,,,,,,,,,306540198.89,,,,,,,13563574.68,53563574.68,,,,,,,,,,,,,,,,,360103773.57,,,,,12436962.79,1006452566.0,1018889528.79,1378993302.36,,,,,,,,,,
20120331,002637.SZ,20120417,20120417,1,1,80000000.0,709095547.88,211162493.62,17993361.48,,571194403.67,,40375224.02,122848085.69,3985822.8,50011979.31,,2749898.03,375869331.84,,,,,,,,,,1167034745.36,,,10000000.0,,,,,354250561.56,106497213.02,,,,,96239477.22,,,92410.5,3600454.91,,,570680117.21,,,,,,,,,,,,,,,,,1737714862.57,80000000.0,308652148.02,,,,,7300000.0,107526727.77,20940781.06,,,925968.45,-5219898.87,629610.15,,150964913.63,,,,,,,,,200000.0,591920250.21,,,,,,,13050000.0,93050000.0,,,,,,,,,,,,,,,,,684970250.21,,,,,34493209.38,1018251402.98,1052744612.36,1737714862.57,,,,,,,,,,
20120630,002637.SZ,20120818,20120818,1,1,160000000.0,629095547.88,191459513.04,17993361.48,,433332151.33,,32602321.06,136356139.18,6465965.9,48394732.61,,3285000.0,293728601.47,,,,,,,,,,954164911.55,,,10000000.0,,,,,352015274.18,136561884.84,,,,,95691259.53,,,86419.14,3452560.28,,,597807397.97,,,,,,,,,,,,,,,,,1551972309.52,80000000.0,276193585.92,,,,,7300000.0,100450769.55,4846762.27,,,522831.62,4789897.5,261080.56,,25522585.94,,,,,,,,,327431.98,420214945.34,,,,,,,13025000.0,93025000.0,,,,,,,,,,,,,,,,,513239945.34,,,,,40183941.78,998548422.4,1038732364.18,1551972309.52,,,,,,,,,,
20120930,002637.SZ,20121026,20121026,1,1,160000000.0,629095547.88,185881906.22,17993361.48,,323520562.67,,44202549.69,135307692.01,9607710.67,95616013.11,,7268384.51,326934915.11,,,,,,,,,,942457827.77,,,10000000.0,,,,,354219316.22,158769088.29,,,,,95142208.5,,,92410.5,2937448.06,,,621160471.57,,,,,,,,,,,,,,,,,1563618299.34,20000000.0,341662929.18,,,,,3000000.0,103242164.65,27292428.08,,,530569.43,-5570263.27,363516.66,,25603837.65,,,,,,,,,4000000.0,500125182.38,,,,,,,9945000.0,29945000.0,,,,,,,,,,,,,,,,,530070182.38,,,,,40577301.38,992970815.58,1033548116.96,1563618299.34,,,,,,,,,,
20121231,002637.SZ,20130329,20130329,1,1,160000000.0,629095547.88,174667364.78,17993361.48,,367265913.01,,53547980.89,76811929.69,34029048.14,40785854.29,,171866.0,331979490.68,,,,,,,,,19481287.19,924073369.89,,,10000000.0,96159166.92,,,,479143278.84,43004665.14,,,,,79313199.12,,,80224.5,3942398.9,,,711642933.42,,,,,,,,,,,,,,,,,1635716303.31,,419963250.78,,,,,14500000.0,100129016.96,11237804.4,,,1984118.03,10655035.25,565792.49,405000.0,40623248.07,,,,,,,,,,600063265.98,,,,,,,14370000.0,14370000.0,,,,,,,,,,,,,,,,,614433265.98,,,,,39526763.19,981756274.14,1021283037.33,1635716303.31,,,,,,,,,,
